Longitude,Latitude,max_wind_speed,Return_Period
121.4,19.4,16.7309627532959,< 7-year
121.5,19.4,16.614356994628906,< 7-year
121.9,18.9,15.997800827026367,< 7-year
120.8,18.6,13.055245399475096,< 7-year
120.9,18.6,12.34416389465332,< 7-year
121.1,18.6,11.22861099243164,< 7-year
121.2,18.6,10.933128356933592,< 7-year
120.7,18.5,10.528424263000488,< 7-year
120.8,18.5,9.581689834594727,< 7-year
120.9,18.5,8.240217208862305,< 7-year
121.0,18.5,7.748856067657471,< 7-year
121.1,18.5,7.768625736236573,< 7-year
121.2,18.5,7.574626922607423,< 7-year
121.3,18.5,7.830660343170166,< 7-year
122.2,18.5,15.191795349121092,< 7-year
120.6,18.4,8.984728813171387,< 7-year
120.7,18.4,7.717973709106444,< 7-year
120.8,18.4,6.362214088439941,< 7-year
120.9,18.4,5.043612003326416,< 7-year
121.0,18.4,4.718269348144531,< 7-year
121.1,18.4,4.558724880218506,< 7-year
121.2,18.4,4.589473724365234,< 7-year
121.3,18.4,5.290504455566406,< 7-year
121.4,18.4,6.870621681213379,< 7-year
121.5,18.4,8.138937950134277,< 7-year
121.6,18.4,9.822056770324707,< 7-year
122.1,18.4,13.863750457763672,< 7-year
122.2,18.4,14.32707405090332,< 7-year
122.3,18.4,14.372312545776367,< 7-year
120.7,18.3,6.684365749359131,< 7-year
120.8,18.3,5.7311272621154785,< 7-year
120.9,18.3,4.6165056228637695,< 7-year
121.0,18.3,4.137394428253174,< 7-year
121.1,18.3,3.9122700691223145,< 7-year
121.2,18.3,3.6802632808685303,< 7-year
121.3,18.3,4.021546363830566,< 7-year
121.4,18.3,5.303408622741699,< 7-year
121.5,18.3,7.015933513641357,< 7-year
121.6,18.3,8.928483963012695,< 7-year
121.7,18.3,10.302703857421877,< 7-year
122.1,18.3,11.203007698059082,< 7-year
122.2,18.3,11.736746788024902,< 7-year
122.3,18.3,12.237692832946776,< 7-year
120.5,18.2,9.777139663696287,< 7-year
120.6,18.2,7.770708084106444,< 7-year
120.7,18.2,5.800739288330078,< 7-year
120.8,18.2,5.13444185256958,< 7-year
120.9,18.2,4.501841068267822,< 7-year
121.0,18.2,3.8919429779052734,< 7-year
121.1,18.2,3.38602614402771,< 7-year
121.2,18.2,3.155341625213623,< 7-year
121.3,18.2,3.5012688636779785,< 7-year
121.4,18.2,4.187110900878906,< 7-year
121.5,18.2,5.536779880523682,< 7-year
121.6,18.2,7.0224103927612305,< 7-year
121.7,18.2,7.462621212005616,< 7-year
121.8,18.2,7.77474546432495,< 7-year
121.9,18.2,7.833919048309326,< 7-year
