Longitude,Latitude,max_wind_speed,Return_Period
121.4,19.4,17.684877395629883,< 7-year
121.5,19.4,17.718063354492188,< 7-year
121.9,18.9,16.541162490844727,< 7-year
120.8,18.6,13.900582313537596,< 7-year
120.9,18.6,13.054794311523436,< 7-year
121.1,18.6,11.846830368041992,< 7-year
121.2,18.6,11.42349910736084,< 7-year
120.7,18.5,12.134743690490723,< 7-year
120.8,18.5,10.834783554077148,< 7-year
120.9,18.5,9.701676368713379,< 7-year
121.0,18.5,9.008832931518555,< 7-year
121.1,18.5,8.645203590393066,< 7-year
121.2,18.5,8.360042572021484,< 7-year
121.3,18.5,8.82578182220459,< 7-year
122.2,18.5,16.008262634277344,< 7-year
120.6,18.4,10.86068058013916,< 7-year
120.7,18.4,9.579177856445312,< 7-year
120.8,18.4,8.110832214355469,< 7-year
120.9,18.4,6.8728532791137695,< 7-year
121.0,18.4,6.043133735656738,< 7-year
121.1,18.4,5.781845569610596,< 7-year
121.2,18.4,5.692530155181885,< 7-year
121.3,18.4,6.282570838928223,< 7-year
121.4,18.4,7.143463134765625,< 7-year
121.5,18.4,8.123090744018555,< 7-year
121.6,18.4,9.679542541503906,< 7-year
122.1,18.4,14.571491241455078,< 7-year
122.2,18.4,15.351492881774902,< 7-year
122.3,18.4,15.841279029846191,< 7-year
120.7,18.3,8.441493034362793,< 7-year
120.8,18.3,7.212014675140381,< 7-year
120.9,18.3,6.041642189025879,< 7-year
121.0,18.3,5.330735683441162,< 7-year
121.1,18.3,5.026392936706543,< 7-year
121.2,18.3,4.756246566772461,< 7-year
121.3,18.3,5.159432411193848,< 7-year
121.4,18.3,5.887340068817139,< 7-year
121.5,18.3,6.791838645935059,< 7-year
121.6,18.3,8.000771522521973,< 7-year
121.7,18.3,9.402613639831545,< 7-year
122.1,18.3,11.885727882385252,< 7-year
122.2,18.3,13.360120773315428,< 7-year
122.3,18.3,14.388866424560547,< 7-year
120.5,18.2,11.096441268920898,< 7-year
120.6,18.2,9.45411491394043,< 7-year
120.7,18.2,7.653385639190674,< 7-year
120.8,18.2,6.690887928009033,< 7-year
