osm_id,man_made,tower_type,telecom,communication_mobile_phone,name,geometry
5429106307,utility_pole,,distribution_point,,,POINT (120.96942840000001 14.278232000000001)
5470103785,utility_pole,,distribution_point,,,POINT (120.97297700000001 14.2782367)
5429106306,utility_pole,,distribution_point,,,POINT (120.96906080000001 14.278281600000001)
1029350395,,,,,,"LINESTRING (120.974081 14.278225, 120.9740567 14.2783537)"
936612611,,,,,,"LINESTRING (120.9722269 14.2777334, 120.9723013 14.2780911, 120.9725494 14.278466, 120.972481 14.2788501)"
5429106271,utility_pole,,distribution_point,,,POINT (120.9733322 14.278319300000001)
1029350398,,,,,,"LINESTRING (120.974163 14.277865, 120.974081 14.278225, 120.9740516 14.2783526, 120.974004 14.2785596, 120.9739569 14.2787851)"
563367839,,,,,,"LINESTRING (120.9723013 14.2780911, 120.9725813 14.2781482, 120.972977 14.2782367, 120.9733322 14.2783193, 120.973695 14.278404, 120.974004 14.2785596)"
5429106303,utility_pole,,distribution_point,,,POINT (120.96869880000001 14.2783408)
5429106305,utility_pole,,distribution_point,,,POINT (120.968315 14.278397700000001)
5464524065,utility_pole,,distribution_point,,,POINT (120.973695 14.278404)
5257573896,utility_pole,,distribution_point,,,POINT (120.9725494 14.278466000000002)
5464524064,utility_pole,,distribution_point,,,POINT (120.9728565 14.278538800000002)
5468511241,utility_pole,,distribution_point,,,POINT (120.97400400000001 14.278559600000001)
11243394063,tower,communication,,,,POINT (120.96857800000001 14.2785813)
5378537180,utility_pole,,distribution_point,,,POINT (120.97313630000001 14.2786076)
543878030,,,,,,"LINESTRING (120.9725494 14.278466, 120.9727136 14.2785049, 120.9728565 14.2785388, 120.9731363 14.2786076, 120.9732881 14.2786425, 120.9733375 14.2786545, 120.9734953 14.2786927, 120.9739569 14.2787851)"
5464524063,utility_pole,,distribution_point,,,POINT (120.97349530000001 14.2786927)
708398560,,,,,,"LINESTRING (120.9733375 14.2786545, 120.9733116 14.2787495)"
5539780065,utility_pole,,distribution_point,,,POINT (120.9739569 14.2787851)
5468521172,utility_pole,,distribution_point,,,POINT (120.972481 14.278850100000001)
5496815769,utility_pole,,distribution_point,,,POINT (120.97281410000001 14.278876700000001)
5496815771,utility_pole,,distribution_point,,,POINT (120.97318120000001 14.278963200000002)
572095669,,,,,,"LINESTRING (120.972481 14.2788501, 120.9728141 14.2788767, 120.9731812 14.2789632, 120.9735342 14.2790465, 120.9738597 14.2791607)"
5496815770,utility_pole,,distribution_point,,,POINT (120.9735342 14.279046500000002)
1029350381,,,,,,"LINESTRING (120.9739569 14.2787851, 120.9739532 14.2787995, 120.9738597 14.2791607, 120.9734882 14.2794636)"
5468511242,utility_pole,,distribution_point,,,POINT (120.9738597 14.2791607)
5378537171,utility_pole,,distribution_point,,,POINT (120.97250720000001 14.279216600000002)
5517799620,utility_pole,,distribution_point,,,POINT (120.9728572 14.2793135)
557724359,,,,,,"LINESTRING (120.9725072 14.2792166, 120.9728572 14.2793135, 120.9732119 14.2794005, 120.9734882 14.2794636)"
5378537188,utility_pole,,distribution_point,,,POINT (120.97321190000001 14.279400500000001)
5517799615,utility_pole,,distribution_point,,,POINT (120.9734882 14.279463600000001)
5517799619,utility_pole,,distribution_point,,,POINT (120.9726121 14.279505200000001)
5406665288,utility_pole,,distribution_point,,,POINT (120.9729307 14.279593)
1029350380,,,,,,"LINESTRING (120.9734882 14.2794636, 120.9733172 14.2797359)"
560641809,,,,,,"LINESTRING (120.9726121 14.2795052, 120.9729307 14.279593, 120.9733172 14.2797359)"
5378537186,utility_pole,,distribution_point,,,POINT (120.97331720000001 14.2797359)
5378537173,utility_pole,,distribution_point,,,POINT (120.97231670000001 14.2798662)
560641805,,,,,,"LINESTRING (120.9723167 14.2798662, 120.9727612 14.2799967, 120.9731515 14.2800974)"
5517830021,utility_pole,,distribution_point,,,POINT (120.97276120000001 14.279996700000002)
1029350397,,,,,,"LINESTRING (120.9733172 14.2797359, 120.9731515 14.2800974, 120.9733017 14.2804572)"
5493795103,utility_pole,,distribution_point,,,POINT (120.97315150000001 14.2800974)
5406665297,utility_pole,,distribution_point,,,POINT (120.97263310000001 14.2802226)
5378537174,utility_pole,,distribution_point,,,POINT (120.97235930000001 14.2802757)
5517830022,utility_pole,,distribution_point,,,POINT (120.9729887 14.280306900000001)
5378537183,utility_pole,,distribution_point,,,POINT (120.97330170000001 14.2804572)
5378537175,utility_pole,,distribution_point,,,POINT (120.97254960000001 14.280523700000002)
5517830023,utility_pole,,distribution_point,,,POINT (120.97298190000001 14.2806388)
560641808,,,,,,"LINESTRING (120.9725496 14.2805237, 120.9729819 14.2806388, 120.9733071 14.2807834)"
6905729162,tower,communication,,,,POINT (120.9642986 14.278456400000001)
4206809934,street_cabinet,,,,,POINT (120.9630152 14.279438500000001)
737575991,,,,,,"LINESTRING (120.9605596 14.2833574, 120.9611034 14.2832769)"
6471605485,tower,communication,,,,POINT (120.96108520000001 14.283633400000001)
559580472,,,,,,"LINESTRING (120.9658603 14.2731472, 120.9657115 14.2735137, 120.9656009 14.2738893, 120.965478 14.2743156, 120.9653364 14.2747813, 120.9653355 14.2747845, 120.9652042 14.2752192, 120.9651441 14.2754506, 120.9650262 14.2758785, 120.9649594 14.2761249, 120.9648824 14.2764186, 120.9647754 14.2768306, 120.9646759 14.2771095, 120.964549 14.27743, 120.964373 14.2777574, 120.9642835 14.277874, 120.9640894 14.2781575, 120.9639037 14.2784278, 120.9637186 14.2787138, 120.9635174 14.2790075, 120.9632988 14.2793454, 120.9631241 14.2795958, 120.9628972 14.2799488, 120.962698 14.2802344, 120.9624841 14.2805599, 120.9620787 14.2811796, 120.9617591 14.2816364, 120.9614436 14.282091, 120.9609988 14.2826966, 120.9608097 14.2829929, 120.9605596 14.2833574, 120.9604007 14.2835842, 120.9601801 14.2839033, 120.9599813 14.2842037, 120.9598575 14.284498, 120.9597098 14.2850407, 120.9596364 14.2855225, 120.9595996 14.2858146, 120.9595369 14.2864036, 120.9594645 14.2869879, 120.9594282 14.2872956, 120.9593466 14.2879763, 120.9592916 14.2885066, 120.9592655 14.2889231, 120.9592408 14.2894177, 120.9592232 14.289853, 120.9591823 14.2903429, 120.9590184 14.2908493, 120.9588665 14.2912741, 120.9587285 14.2916554, 120.9585897 14.2920389, 120.9584305 14.2924787, 120.9583186 14.2927877, 120.9581062 14.2933747, 120.9579539 14.2937952, 120.9577902 14.2942281, 120.9576179 14.2946608)"
10077741854,tower,communication,,,,POINT (120.96166670000001 14.287234300000001)
10156578818,utility_pole,,distribution_point,,,POINT (120.9554708 14.2877229)
10156578819,utility_pole,,distribution_point,,,POINT (120.95593480000001 14.2877801)
10156578820,utility_pole,,distribution_point,,,POINT (120.95636130000001 14.287837300000001)
10156578845,utility_pole,,distribution_point,,,POINT (120.9568387 14.287901000000002)
693702975,tower,communication,,,,"LINESTRING (120.9422754 14.2877596, 120.942276 14.2877252, 120.9423209 14.2877259, 120.9423203 14.2877603, 120.9422754 14.2877596)"
,tower,communication,,,,"POLYGON ((120.9128374 14.2892772, 120.9128587 14.2892315, 120.9128157 14.2892126, 120.9127943 14.2892584, 120.9128374 14.2892772))"
10684659387,mast,communication,,yes,,POINT (120.9295144 14.2896636)
,tower,communication,,,,"POLYGON ((120.9123452 14.2905991, 120.9122528 14.2905616, 120.912282 14.2904939, 120.9121878 14.2904557, 120.9121315 14.290586, 120.9121616 14.2905982, 120.9122245 14.2906237, 120.9123181 14.2906617, 120.9123452 14.2905991))"
,tower,communication,,,,"POLYGON ((120.9121852 14.2907146, 120.9122245 14.2906237, 120.9121616 14.2905982, 120.9121224 14.2906891, 120.9121852 14.2907146))"
,tower,communication,,,,"POLYGON ((120.9121451 14.2908256, 120.9121854 14.2907306, 120.9120887 14.2906921, 120.9120484 14.290787, 120.9121451 14.2908256))"
,tower,communication,,,,"POLYGON ((120.9120863 14.291033, 120.9121404 14.2909081, 120.9120095 14.2908549, 120.9119554 14.2909798, 120.9120863 14.291033))"
,,,data_center,,,"POLYGON ((120.9150395 14.2915084, 120.9150905 14.2914694, 120.9150727 14.2914476, 120.9150217 14.2914866, 120.9150395 14.2915084))"
5819847403,mast,lighting,,,,POINT (120.8955449 14.294649900000001)
5819847402,mast,lighting,,,,POINT (120.89572290000001 14.2946693)
1110235313,,,,,,"LINESTRING (120.9554708 14.2877229, 120.9559348 14.2877801, 120.9563613 14.2878373, 120.9568387 14.287901, 120.9572891 14.2879538, 120.9577496 14.2880079, 120.958212 14.2880621, 120.9586734 14.2881167, 120.9591334 14.2881713, 120.9593466 14.2879763)"
10156578842,utility_pole,,distribution_point,,,POINT (120.95728910000001 14.2879538)
10156578841,utility_pole,,distribution_point,,,POINT (120.95774960000001 14.2880079)
10156578844,utility_pole,,distribution_point,,,POINT (120.958212 14.288062100000001)
10156578843,utility_pole,,distribution_point,,,POINT (120.95867340000001 14.288116700000002)
10156578840,utility_pole,,distribution_point,,,POINT (120.95913340000001 14.2881713)
1133463494,,,,,,"LINESTRING (120.9588665 14.2912741, 120.9591722 14.2914892)"
1133461825,,,,,,"LINESTRING (120.9554064 14.2915516, 120.955326 14.2919259, 120.9552596 14.2923105, 120.9552844 14.2926406, 120.9554011 14.2929818, 120.9555955 14.2932644, 120.9557446 14.2934787, 120.9559368 14.2937416, 120.9561312 14.2939842, 120.9563817 14.2942071, 120.9566348 14.2943552, 120.9569507 14.2944867, 120.9570272 14.2945868, 120.9572987 14.2946797, 120.9576179 14.2946608)"
10567808781,utility_pole,,,,,POINT (120.95793780000001 14.2933015)
1123503286,,,,,,"LINESTRING (120.9476575 14.292653, 120.9475449 14.2929226, 120.9474458 14.293183, 120.94736 14.29347, 120.9472726 14.2937128, 120.9470909 14.2939064, 120.9470279 14.2941573)"
1134488179,,,,,,"LINESTRING (120.9568763 14.2932293, 120.956714 14.2935906)"
1133459897,,,,,,"LINESTRING (120.9580913 14.2917316, 120.9580176 14.2919609, 120.9579069 14.2922709, 120.9577916 14.2925731, 120.9576742 14.2928759, 120.9575978 14.2930818, 120.9575187 14.2932846, 120.9574013 14.29359, 120.9573202 14.2937947, 120.9572042 14.2941007, 120.9571197 14.2943359, 120.9570272 14.2945868, 120.9569279 14.2948265, 120.9568072 14.2951222)"
1134488180,,,,,,"LINESTRING (120.9570882 14.2935374, 120.9569903 14.2937492)"
1134488181,,,,,,"LINESTRING (120.956714 14.2935906, 120.9569903 14.2937492, 120.9573202 14.2937947)"
1123503287,,,,,,"LINESTRING (120.9465578 14.2937778, 120.9467141 14.2939779, 120.9470279 14.2941573)"
1123503288,,,,,,"LINESTRING (120.9465578 14.2937778, 120.9463117 14.293948, 120.9463694 14.2941397, 120.9468864 14.2944081, 120.9473994 14.2946745, 120.9475771 14.2946413, 120.9476589 14.2944945)"
1167425114,,,,,,"LINESTRING (120.9470279 14.2941573, 120.9473688 14.294324, 120.9476589 14.2944945)"
1123503285,,,,,,"LINESTRING (120.9472726 14.2937128, 120.9478492 14.2939911, 120.948195 14.2941579, 120.9485408 14.2943271, 120.9490187 14.2945289, 120.949063 14.2947707, 120.9488873 14.294898, 120.948713 14.295128)"
1133461824,,,,,,"LINESTRING (120.9572987 14.2946797, 120.9574047 14.2944146)"
5519960606,tower,communication,,,,POINT (120.9569359 14.2954816)
5819847406,mast,lighting,,,,POINT (120.89553360000001 14.2947576)
5819847407,mast,lighting,,,,POINT (120.8957115 14.2947772)
5819847405,mast,lighting,,,,POINT (120.89552250000001 14.2948628)
5819847404,mast,lighting,,,,POINT (120.89570060000001 14.294881100000001)
1123503289,,,,,,"LINESTRING (120.9449834 14.2961339, 120.9460227 14.2941079, 120.9461837 14.293783, 120.9465578 14.2937778)"
6806992624,tower,communication,,,,POINT (120.91073290000001 14.296037700000001)
6806992623,tower,communication,,,,POINT (120.91072480000001 14.296072800000001)
1180730262,tower,communication,,,,"LINESTRING (120.923768 14.297564, 120.9237896 14.2974805, 120.9238996 14.2975073, 120.923878 14.2975908, 120.923768 14.297564)"
1180730261,tower,communication,,,,"LINESTRING (120.9238898 14.2975902, 120.9239127 14.2975092, 120.9240149 14.2975364, 120.923992 14.2976173, 120.9238898 14.2975902)"
9720680319,tower,communication,,,,POINT (120.91541600000001 14.3022548)
670438589,tower,communication,,,,POINT (120.96707350000001 14.2967507)
,street_cabinet,,,,,"POLYGON ((120.9546338 14.29917, 120.9546561 14.2991793, 120.9546786 14.2991288, 120.9546564 14.2991194, 120.9546338 14.29917))"
,street_cabinet,,,,,"POLYGON ((120.9546974 14.2992025, 120.9547511 14.2992248, 120.9547613 14.2992018, 120.9547076 14.2991795, 120.9546974 14.2992025))"
1101219973,tower,communication,,,,"LINESTRING (120.9557645 14.3000001, 120.9557306 14.3000342, 120.9557661 14.3000674, 120.9558 14.3000333, 120.9557645 14.3000001)"
1101219971,tower,communication,,,,"LINESTRING (120.9556612 14.3002165, 120.9556489 14.3002672, 120.9557059 14.3002802, 120.9557182 14.3002295, 120.9556612 14.3002165)"
1101219972,tower,communication,,,,"LINESTRING (120.9557444 14.3002854, 120.9557406 14.3003279, 120.9557868 14.3003318, 120.9557907 14.3002893, 120.9557444 14.3002854)"
6983963769,street_cabinet,,,,,POINT (120.94621830000001 14.301154200000001)
1081805279,,,,,,"LINESTRING (120.9503629 14.2993803, 120.9502265 14.2996025, 120.95009 14.2998293, 120.9499445 14.300069, 120.949661 14.300213, 120.949455 14.3005341, 120.9492932 14.3007711, 120.9491365 14.3009523, 120.9489816 14.3011264, 120.9487569 14.3013161, 120.9484619 14.3015748, 120.9481668 14.3017957, 120.9478785 14.3020374, 120.9477001 14.3023597, 120.9476586 14.3027197, 120.9477508 14.3030727, 120.9479835 14.3033722, 120.948306 14.3035902, 120.9486483 14.3037673)"
5478188221,mast,lighting,,,Lighting Tower B,POINT (120.9581601 14.301807)
5478191823,mast,lighting,,,Lighting Tower C,POINT (120.95751010000001 14.3022404)
5486045609,mast,lighting,,,Lighting Tower D,POINT (120.9568778 14.302687100000002)
1081805281,,,,,,"LINESTRING (120.9458658 14.305028, 120.94602 14.3047954, 120.9460976 14.3045141, 120.9463604 14.3046614, 120.9465661 14.3047767, 120.9468222 14.3049202, 120.947035 14.3050395, 120.9472675 14.3051699, 120.9474845 14.3053685)"
1081805280,,,,,,"LINESTRING (120.9475181 14.3050046, 120.9476454 14.3050599)"
1093137198,,,,,,"LINESTRING (120.9465661 14.3047767, 120.9464841 14.3050293, 120.9462802 14.3053295)"
1135699488,,,,,,"LINESTRING (120.948306 14.3035902, 120.9481081 14.3040222, 120.9478474 14.30447, 120.9476353 14.3048108, 120.9476454 14.3050599, 120.9474845 14.3053685, 120.947329 14.3054816, 120.947215 14.3057077, 120.9470487 14.3059481, 120.9468435 14.3062626, 120.9466691 14.3065576)"
1093137197,,,,,,"LINESTRING (120.9468222 14.3049202, 120.9466584 14.3052307, 120.9465109 14.3054582)"
1093137196,,,,,,"LINESTRING (120.947035 14.3050395, 120.9469575 14.3052385, 120.9467952 14.3054855)"
1093137195,,,,,,"LINESTRING (120.9472675 14.3051699, 120.9471425 14.3054322, 120.9469481 14.3057363)"
1093137902,,,,,,"LINESTRING (120.9470487 14.3059481, 120.9473169 14.3061144, 120.9476602 14.306299, 120.9479874 14.3064744, 120.9482852 14.3066381, 120.9486444 14.3068304, 120.9489222 14.3070267)"
1093137901,,,,,,"LINESTRING (120.947215 14.3057077, 120.947529 14.3058261, 120.9478363 14.3059918, 120.9481623 14.3061694, 120.9484683 14.3063416, 120.9487888 14.3065164, 120.9490978 14.3067144, 120.9489222 14.3070267, 120.9487505 14.3073256)"
1093137199,,,,,,"LINESTRING (120.9463604 14.3046614, 120.9462534 14.3049072, 120.9460509 14.3052139)"
13011933095,tower,communication,,,,POINT (120.9029357 14.307822000000002)
4730599424,mast,lightning_protection,,,,POINT (120.93394 14.3080019)
426726937,,,,,,"LINESTRING (120.9379968 14.3231329, 120.9386118 14.3233194)"
1334324431,tower,communication,,,,"LINESTRING (120.893016 14.3242101, 120.8929252 14.3241617, 120.8929769 14.3240707, 120.8930677 14.3241191, 120.893016 14.3242101)"
1334324430,tower,communication,,,,"LINESTRING (120.8931273 14.3242682, 120.893037 14.3242207, 120.8930865 14.3241322, 120.8931769 14.3241797, 120.8931273 14.3242682)"
1097152119,,,,,,"LINESTRING (120.9363272 14.3250073, 120.9367248 14.3252613)"
1097151775,,,,,,"LINESTRING (120.9354702 14.3259136, 120.9354866 14.3259966)"
1097149894,,,,,,"LINESTRING (120.9354702 14.3259136, 120.9353413 14.3260861, 120.9350867 14.3264139, 120.9348252 14.3267634)"
,tower,communication,,,,"POLYGON ((120.9118114 14.3275659, 120.9118272 14.3275237, 120.9117892 14.3275129, 120.9117734 14.3275551, 120.9118114 14.3275659))"
5517799616,utility_pole,,distribution_point,,,POINT (120.97330710000001 14.2807834)
560641806,,,,,,"LINESTRING (120.9723593 14.2802757, 120.9726331 14.2802226, 120.9729887 14.2803069, 120.9733017 14.2804572, 120.9733071 14.2807834, 120.9732723 14.2810553, 120.9729916 14.2814027, 120.9729759 14.2811284, 120.9728812 14.2808402)"
5517799618,utility_pole,,distribution_point,,,POINT (120.9728812 14.2808402)
5378537185,utility_pole,,distribution_point,,,POINT (120.9732723 14.2810553)
5378537177,utility_pole,,distribution_point,,,POINT (120.97297590000001 14.2811284)
5517799617,utility_pole,,distribution_point,,,POINT (120.97299160000001 14.281402700000001)
,street_cabinet,,,,,"POLYGON ((120.9685989 14.3093599, 120.9685855 14.3093748, 120.9685962 14.3093846, 120.9686103 14.3093683, 120.9685989 14.3093599))"
8150712811,tower,communication,,,,POINT (120.97529840000001 14.332283400000001)
10774451093,tower,communication,,,,POINT (120.976279 14.3330411)
1166005253,communications_tower,communication,,,,"LINESTRING (120.9743522 14.3524452, 120.974379 14.3523802, 120.9744675 14.3524036, 120.974438 14.3524855, 120.9743522 14.3524452)"
1159258567,,,,,,"LINESTRING (120.9348252 14.3267634, 120.9346019 14.3270577, 120.934343 14.3273358, 120.9338918 14.3277282, 120.9336993 14.3278855, 120.9333312 14.3281666, 120.9328926 14.328452, 120.9325641 14.3287827, 120.932027 14.3291874)"
6026419450,tower,communication,,,,POINT (120.9390316 14.328409800000001)
2645879808,tower,communication,,gsm;umts;lte,Smart Cellsite,POINT (120.9117566 14.3286853)
6791343253,tower,communication,,,,POINT (120.93183950000001 14.328781500000002)
6791343252,tower,communication,,,,POINT (120.93187640000001 14.328823000000002)
6791343251,tower,communication,,,,POINT (120.93191540000001 14.328866900000001)
6791343250,tower,communication,,,,POINT (120.93194700000001 14.328902600000001)
6791343245,tower,communication,,,,POINT (120.9318788 14.328922400000002)
6791343244,tower,communication,,,,POINT (120.931915 14.3289314)
6791343249,tower,communication,,,,POINT (120.93197850000001 14.328938)
6791343246,tower,communication,,,,POINT (120.931909 14.328966600000001)
6791343248,tower,communication,,,,POINT (120.93200530000001 14.3289682)
6791343247,tower,communication,,,,POINT (120.93203790000001 14.329004900000001)
10046284454,utility_pole,,,,,POINT (120.93182100000001 14.3290737)
1097150713,,,,,,"LINESTRING (120.932027 14.3291874, 120.9319004 14.3291495, 120.931821 14.3290737)"
5858620555,utility_pole,,,,,POINT (120.9319004 14.329149500000002)
4484198637,utility_pole,,,,,POINT (120.9319334 14.3291731)
9906034647,tower,communication,,,,POINT (120.94007260000001 14.3299359)
975541357,tower,communication,,,,"LINESTRING (120.9368248 14.3315143, 120.9369849 14.3315964, 120.9369002 14.3317516, 120.9367401 14.3316696, 120.9368248 14.3315143)"
1090702910,tower,communication,,,,"LINESTRING (120.9355728 14.3383128, 120.9356686 14.3383406, 120.9357007 14.3382367, 120.935605 14.3382089, 120.9355728 14.3383128)"
1093137903,,,,,,"LINESTRING (120.9468435 14.3062626, 120.9471157 14.3064016, 120.9474242 14.3065654, 120.9477514 14.3067408, 120.9480424 14.3068993, 120.9483521 14.3070682, 120.948607 14.3072073, 120.9487505 14.3073256)"
1093137900,,,,,,"LINESTRING (120.9466691 14.3065576, 120.9469588 14.3067031, 120.9472699 14.306872, 120.9475918 14.3070514)"
,street_cabinet,,,,,"POLYGON ((120.952613 14.3074071, 120.9526221 14.3073884, 120.952615 14.3073852, 120.9526059 14.3074039, 120.952613 14.3074071))"
9322642773,mast,communication,,,,POINT (120.9532947 14.315180100000001)
5868810867,tower,communication,,,,POINT (120.96474860000001 14.316243900000002)
9322669325,mast,communication,,,,POINT (120.95499860000001 14.317954400000001)
5860015303,tower,communication,,,,POINT (120.9552455 14.323132200000002)
6463269794,tower,communication,,,,POINT (120.94711500000001 14.343475300000001)
12717983487,tower,communication,,,,POINT (120.96094520000001 14.377770000000002)
1180267903,tower,communication,,,,"LINESTRING (120.9637832 14.3881553, 120.9636813 14.3881178, 120.9637304 14.3879925, 120.9638323 14.38803, 120.9637832 14.3881553)"
12094898337,street_cabinet,,,,,POINT (120.9373551 14.346097400000001)
9027622195,tower,communication,,,,POINT (120.9431114 14.3498497)
9027622194,tower,communication,,,,POINT (120.94235350000001 14.349981000000001)
12273511479,tower,communication,,,,POINT (120.92503 14.355533500000002)
6534524454,tower,communication,,,,POINT (120.93976380000001 14.3603795)
12273511484,tower,communication,,,,POINT (120.9283345 14.3644733)
12248317337,tower,communication,,,,POINT (120.9381484 14.3698785)
12248317338,tower,communication,,,,POINT (120.93819810000001 14.3700103)
12280436865,tower,communication,,,,POINT (120.93820070000001 14.370590400000001)
12754494016,tower,communication,,,,POINT (120.9182689 14.3707752)
12273511489,tower,communication,,,,POINT (120.92921530000001 14.371196500000002)
9938827743,tower,communication,,,,POINT (120.91779650000001 14.3753679)
6534524453,tower,communication,,,,POINT (120.94247480000001 14.376616400000001)
12273511494,tower,communication,,,,POINT (120.92892020000001 14.3768665)
12546422798,tower,communication,,,,POINT (120.94121220000001 14.3774692)
12273511503,tower,communication,,,,POINT (120.92977200000001 14.3823082)
4155327583,mast,,,,Cell Site,POINT (120.92826170000001 14.3875428)
9424245644,tower,communication,,,,POINT (120.94578670000001 14.390143900000002)
6534524452,tower,communication,,,,POINT (120.93993280000001 14.391214900000001)
9446464898,street_cabinet,,,,,POINT (120.94056040000001 14.394293200000002)
12273511504,tower,communication,,,,POINT (120.92596780000001 14.3946024)
12805796706,tower,communication,,,,POINT (120.9428819 14.397912300000002)
12805796707,tower,communication,,,,POINT (120.9429791 14.398489000000001)
10651356909,tower,communication,,,,POINT (120.94303880000001 14.398626)
325121660,tower,communication,,gsm;umts;lte,Globe Cellsite,"LINESTRING (120.9013049 14.401263, 120.9013769 14.4011476, 120.9015234 14.4012333, 120.9014515 14.4013487, 120.9013049 14.401263)"
9899055947,tower,communication,,,,POINT (120.94424500000001 14.403802400000002)
13016396778,street_cabinet,,,,,POINT (120.94078750000001 14.406642000000002)
5521830965,tower,communication,,gsm;umts;lte,,POINT (120.90877250000001 14.408707900000001)
12403749155,tower,communication,,,,POINT (120.9282323 14.4169143)
1180057845,tower,communication,,,,"LINESTRING (120.8997104 14.4193947, 120.8997545 14.4192551, 120.8998672 14.4192884, 120.8998231 14.419428, 120.8997104 14.4193947)"
1180057846,tower,communication,,,,"LINESTRING (120.8995751 14.4193839, 120.8996089 14.4192982, 120.8997028 14.419333, 120.899669 14.4194187, 120.8995751 14.4193839)"
325122146,tower,communication,,gsm;umts;lte,,"LINESTRING (120.8999986 14.4203443, 120.9000323 14.4202342, 120.9001541 14.4202691, 120.9001204 14.4203792, 120.8999986 14.4203443)"
9291895295,tower,communication,,,,POINT (120.94106400000001 14.420342000000002)
12325488876,tower,communication,,,,POINT (120.92318700000001 14.4208955)
7350460428,,,data_center,,中佳 Zhongjia,POINT (120.9435995 14.424956700000001)
9325843597,tower,communication,,,,POINT (120.9434999 14.425028000000001)
11045742687,tower,communication,,,,POINT (120.91800300000001 14.428351500000002)
11045742689,tower,communication,,,,POINT (120.91755710000001 14.428572)
3720662223,tower,communication,,gsm;umts;lte,,POINT (120.9450659 14.429208800000001)
,tower,communication,,,,"POLYGON ((120.9284902 14.429724, 120.9284892 14.4296977, 120.928489 14.4296548, 120.928394 14.429653, 120.9283938 14.4297473, 120.9284914 14.4297456, 120.9284902 14.429724))"
1162224945,communications_tower,communication,,,,"LINESTRING (120.9706636 14.3782398, 120.9706853 14.3781728, 120.9707519 14.378193, 120.9707302 14.37826, 120.9706636 14.3782398)"
,,,,,PLDT/Smart,"POLYGON ((120.9767044 14.3831406, 120.976657 14.3831391, 120.9766548 14.3832477, 120.9767019 14.3832498, 120.9767044 14.3831406))"
1133250534,communications_tower,communication,,,,"LINESTRING (120.9737299 14.4376975, 120.9737624 14.4376256, 120.9738397 14.4376583, 120.9738071 14.4377303, 120.9737299 14.4376975)"
4465086041,tower,communication,,,,POINT (120.9743899 14.477732000000001)
12629977908,mast,,,,,POINT (120.96979710000001 14.595226700000001)
7271896912,street_cabinet,,,,,POINT (120.97375770000001 14.649077700000001)
4319103030,tower,communication,,,,POINT (120.9766395 14.678676800000002)
4319103064,tower,communication,,,,POINT (120.9756679 14.679472100000002)
7271896955,street_cabinet,,,,,POINT (120.97044520000001 14.682253300000001)
11166081085,tower,communication,,,,POINT (120.97143600000001 14.6902608)
10583984841,tower,communication,,,,POINT (120.95106460000001 14.404305500000001)
1147077198,communications_tower,communication,,,,"LINESTRING (120.9528867 14.4328801, 120.9528977 14.4327991, 120.9529877 14.4328105, 120.9529767 14.4328915, 120.9528867 14.4328801)"
4255907632,tower,communication,,,,POINT (120.9512708 14.446358100000001)
2562478173,tower,communication,,,,POINT (120.9560081 14.4539197)
10226669461,tower,communication,,,,POINT (120.9582362 14.458759400000002)
413283877,communications_tower,communication,,,,"LINESTRING (120.96512 14.4673025, 120.9651537 14.4673478, 120.9651896 14.4673025, 120.96512 14.4673025)"
1732971767,tower,communication,,,,POINT (120.96116640000001 14.596736700000001)
12069247347,communications_tower,communication,,,,POINT (120.954412 14.654550400000002)
7271897089,street_cabinet,,,,,POINT (120.95775390000001 14.6867117)
12133824687,mast,communication,,,DWPM-AM Radio Transmitter,POINT (120.9474917 14.693377000000002)
325122188,tower,communication,,gsm;umts;lte,Globe Cellsite,"LINESTRING (120.9015443 14.4339565, 120.9015435 14.4338467, 120.9016802 14.4338458, 120.901681 14.4339556, 120.9015443 14.4339565)"
,tower,communication,,gsm;umts;lte,Smart Cellsite,"POLYGON ((120.9014675 14.4339869, 120.9015035 14.4339332, 120.9014102 14.4338748, 120.9013744 14.4339285, 120.9014675 14.4339869))"
9214670099,tower,communication,,,,POINT (120.93469710000001 14.4349146)
13021275058,tower,communication,,,,POINT (120.90787630000001 14.4445688)
13021275057,tower,communication,,,,POINT (120.9077221 14.4449974)
1134868477,communications_tower,communication,,,,"LINESTRING (120.9386297 14.4479976, 120.9386467 14.447914, 120.938729 14.4479296, 120.938712 14.4480133, 120.9386297 14.4479976)"
408808973,communications_tower,communication,,,,"LINESTRING (120.8944835 14.4801645, 120.8945591 14.480223, 120.8946178 14.480152, 120.8945422 14.4800935, 120.8944835 14.4801645)"
290472419,communications_tower,communication,,,,"LINESTRING (120.8946874 14.4811619, 120.8947665 14.4811609, 120.8947652 14.4810689, 120.8946861 14.4810699, 120.8946874 14.4811619)"
11160190444,tower,communication,,,,POINT (120.93768100000001 14.6821839)
11052251394,mast,communication,,,DZAR-AM Transmitter,POINT (120.9319071 14.693021700000001)
4281353243,tower,communication,,,,POINT (120.9475026 14.6934056)
12133804262,mast,communication,,,DWNS-AM Transmitter,POINT (120.94680240000001 14.6938972)
4034037308,tower,communication,,,,POINT (120.94669970000001 14.693913400000001)
1092162641,tower,communication,,,,"LINESTRING (120.9599256 14.6956102, 120.9599295 14.6955611, 120.959984 14.6955651, 120.9599801 14.6956142, 120.9599256 14.6956102)"
7271897088,street_cabinet,,,,,POINT (120.9532291 14.706889)
