osm_id,man_made,tower_type,telecom,communication_mobile_phone,name,geometry
10634765608,street_cabinet,,,,,POINT (121.2623698 14.132009)
10618752405,street_cabinet,,,,,POINT (121.2921568 14.132292600000001)
10634923505,street_cabinet,,,,,POINT (121.2631444 14.132610900000001)
10618772407,street_cabinet,,,,,POINT (121.28989910000001 14.132730200000001)
10600737605,street_cabinet,,,,,POINT (121.2921209 14.133180800000002)
10634930005,street_cabinet,,,,,POINT (121.26386910000001 14.133215400000001)
10618778305,street_cabinet,,,,,POINT (121.28938930000001 14.1332903)
10618749805,street_cabinet,,,,,POINT (121.2917908 14.133397500000001)
10618772406,street_cabinet,,,,,POINT (121.28908600000001 14.133531900000001)
10618939505,street_cabinet,,,,,POINT (121.2838923 14.1337366)
10618778307,street_cabinet,,,,,POINT (121.28455980000001 14.133737400000001)
10618778306,street_cabinet,,,,,POINT (121.28564990000001 14.133844000000002)
10618832106,street_cabinet,,,,,POINT (121.28181970000001 14.1339704)
10618747805,street_cabinet,,,,,POINT (121.2914221 14.134071700000002)
10618832105,street_cabinet,,,,,POINT (121.28668300000001 14.134093300000002)
10618782707,street_cabinet,,,,,POINT (121.2873074 14.134115300000001)
10618782706,street_cabinet,,,,,POINT (121.28783770000001 14.134157900000002)
10617734405,street_cabinet,,,,,POINT (121.29584380000001 14.1345606)
10617975706,street_cabinet,,,,,POINT (121.29468130000001 14.134605500000001)
10618719406,street_cabinet,,,,,POINT (121.29119990000001 14.134852500000001)
10634933805,street_cabinet,,,,,POINT (121.26586940000001 14.1349122)
10635121905,street_cabinet,,,,,POINT (121.26613800000001 14.1351449)
10617994207,street_cabinet,,,,,POINT (121.29341360000001 14.1353752)
10618747806,street_cabinet,,,,,POINT (121.29061390000001 14.1354786)
10617732505,street_cabinet,,,,,POINT (121.30230200000001 14.135714400000001)
10618747807,street_cabinet,,,,,POINT (121.2899826 14.135992700000001)
10635123205,street_cabinet,,,,,POINT (121.2676821 14.136113300000002)
10618992205,street_cabinet,,,,,POINT (121.2779359 14.1365052)
10618971305,street_cabinet,,,,,POINT (121.2779431 14.1365238)
10635126305,street_cabinet,,,,,POINT (121.2685823 14.136741)
10619010505,street_cabinet,,,,,POINT (121.2776443 14.1369196)
10618971306,street_cabinet,,,,,POINT (121.2769655 14.137784100000001)
10635137705,street_cabinet,,,,,POINT (121.26985110000001 14.1382293)
10635220706,street_cabinet,,,,,POINT (121.27023170000001 14.138628200000001)
10635220609,street_cabinet,,,,,POINT (121.27039760000001 14.1388235)
10635230305,street_cabinet,,,,,POINT (121.2710105 14.139611)
10618971307,street_cabinet,,,,,POINT (121.27715740000001 14.140004800000002)
10635282805,street_cabinet,,,,,POINT (121.27120060000001 14.140594100000001)
10635282806,street_cabinet,,,,,POINT (121.27136540000001 14.141054400000002)
10618747808,street_cabinet,,,,,POINT (121.28903050000001 14.1411879)
10635283805,street_cabinet,,,,,POINT (121.27159700000001 14.141502500000001)
10635452705,street_cabinet,,,,,POINT (121.27218930000001 14.142531300000002)
10618766905,street_cabinet,,,,,POINT (121.29030270000001 14.142613200000001)
10635455205,street_cabinet,,,,,POINT (121.27235890000001 14.1431202)
10618769105,street_cabinet,,,,,POINT (121.29082220000001 14.1433063)
10635455206,street_cabinet,,,,,POINT (121.2725058 14.143623600000002)
10635452706,street_cabinet,,,,,POINT (121.27262920000001 14.1441203)
1235818901,tower,communication,,,,POINT (121.2737948 14.144476800000001)
10635455706,street_cabinet,,,,,POINT (121.2727368 14.1445807)
3429855138,tower,communication,,,,POINT (121.2710555 14.1446196)
10618772405,street_cabinet,,,,,POINT (121.2920589 14.1449089)
10635455707,street_cabinet,,,,,POINT (121.2731174 14.145853)
10635462505,street_cabinet,,,,,POINT (121.2734585 14.146764000000001)
10635462506,street_cabinet,,,,,POINT (121.27406780000001 14.148554200000001)
10635465405,street_cabinet,,,,,POINT (121.27431430000001 14.1494984)
10635475705,street_cabinet,,,,,POINT (121.2744789 14.150136300000002)
10653418605,street_cabinet,,,,,POINT (121.25254650000001 14.1506012)
10635478605,street_cabinet,,,,,POINT (121.27475050000001 14.1511568)
10651647705,street_cabinet,,,,,POINT (121.25125820000001 14.1517867)
10653271906,street_cabinet,,,,,POINT (121.2510153 14.1519674)
10635479205,street_cabinet,,,,,POINT (121.2750395 14.1527103)
10635479206,street_cabinet,,,,,POINT (121.27524880000001 14.1545096)
10635481505,street_cabinet,,,,,POINT (121.27471240000001 14.156773500000002)
10635483205,street_cabinet,,,,,POINT (121.2742427 14.158674900000001)
10635483206,street_cabinet,,,,,POINT (121.27420160000001 14.1590807)
324370641,tower,communication,,,,"LINESTRING (121.2509871 14.1596256, 121.2509412 14.1594547, 121.2511187 14.1594099, 121.2511645 14.1595808, 121.2509871 14.1596256)"
10635486705,street_cabinet,,,,,POINT (121.27414820000001 14.1597992)
10635483207,street_cabinet,,,,,POINT (121.27401730000001 14.161208700000001)
10635487107,street_cabinet,,,,,POINT (121.2739717 14.161532600000001)
10607766805,street_cabinet,,,,,POINT (121.3019371 14.164416000000001)
10607766806,street_cabinet,,,,,POINT (121.3018392 14.164482000000001)
10607769805,street_cabinet,,,,,POINT (121.3002553 14.1657065)
428740830,tower,communication,,,DZLB Transmission Tower,POINT (121.24295620000001 14.1680165)
10611589805,street_cabinet,,,,,POINT (121.29689110000001 14.169659800000002)
564588901,mast,,,,,POINT (121.2448758 14.1717902)
10611594905,street_cabinet,,,,,POINT (121.29506980000001 14.172021500000001)
10613244005,street_cabinet,,,,,POINT (121.2166418 14.172589400000001)
10611601105,street_cabinet,,,,,POINT (121.2942 14.1730329)
10613255505,street_cabinet,,,,,POINT (121.21495250000001 14.1731274)
10613255506,street_cabinet,,,,,POINT (121.21495730000001 14.1731517)
10613252805,street_cabinet,,,,,POINT (121.21577180000001 14.173489900000002)
10593654505,street_cabinet,,,,,POINT (121.2174231 14.173735400000002)
10611590706,street_cabinet,,,,,POINT (121.29358180000001 14.173883700000001)
10613248305,street_cabinet,,,,,POINT (121.2173779 14.174172100000002)
1510886019,tower,communication,,,,POINT (121.2647876 14.1744307)
1492184473,tower,communication,,,,POINT (121.2663586 14.1746631)
10613266605,street_cabinet,,,,,POINT (121.21890420000001 14.1754729)
10613266405,street_cabinet,,,,,POINT (121.218889 14.175486800000002)
1492184480,tower,communication,,,,POINT (121.2666133 14.1757246)
10635502505,street_cabinet,,,,,POINT (121.26991810000001 14.176222000000001)
136991368,tower,communication,,,,"LINESTRING (121.198177 14.1763562, 121.1981583 14.1761781, 121.1980189 14.1762969, 121.1981054 14.1764075, 121.198177 14.1763562)"
10637473405,street_cabinet,,,,,POINT (121.26931630000001 14.176559300000001)
10637472205,street_cabinet,,,,,POINT (121.27016040000001 14.1766962)
10637428307,street_cabinet,,,,,POINT (121.2663069 14.1770536)
10637428306,street_cabinet,,,,,POINT (121.2678259 14.1770735)
324371368,tower,communication,,,,"LINESTRING (121.1959695 14.1772781, 121.1960307 14.1772214, 121.1960827 14.1772742, 121.1960214 14.1773309, 121.1959695 14.1772781)"
10635487108,street_cabinet,,,,,POINT (121.27214280000001 14.1772889)
10637502605,street_cabinet,,,,,POINT (121.26634670000001 14.177327100000001)
10613270005,street_cabinet,,,,,POINT (121.22208370000001 14.1774629)
10600604805,street_cabinet,,,,,POINT (121.24655860000001 14.177600900000002)
10613272405,street_cabinet,,,,,POINT (121.22267710000001 14.177630700000002)
10600566505,street_cabinet,,,,,POINT (121.2459412 14.177664100000001)
10600571405,street_cabinet,,,,,POINT (121.24578520000001 14.1776891)
10600553505,street_cabinet,,,,,POINT (121.2449004 14.177823600000002)
10600549212,street_cabinet,,,,,POINT (121.24490800000001 14.1778387)
10600560505,street_cabinet,,,,,POINT (121.24520670000001 14.177844)
10613270006,street_cabinet,,,,,POINT (121.22341990000001 14.177896500000001)
10600549413,street_cabinet,,,,,POINT (121.2440643 14.177973000000001)
10600540105,street_cabinet,,,,,POINT (121.24288530000001 14.1782438)
10591060405,street_cabinet,,,,,POINT (121.29206620000001 14.1790523)
10613275405,street_cabinet,,,,,POINT (121.2243528 14.179176600000002)
10590356405,street_cabinet,,,,,POINT (121.29093490000001 14.1792007)
10590132905,street_cabinet,,,,,POINT (121.2896408 14.1793069)
7537924665,tower,communication,,,,POINT (121.2570812 14.179467)
7537924661,tower,communication,,,,POINT (121.25701550000001 14.1794787)
7537924659,tower,communication,,,,POINT (121.25696850000001 14.1795021)
7537924663,tower,communication,,,,POINT (121.25705970000001 14.179532)
7537924662,tower,communication,,,,POINT (121.2569873 14.1795632)
7537924660,tower,communication,,,,POINT (121.2570383 14.179578800000002)
7537924664,tower,communication,,,,POINT (121.25695780000001 14.1796035)
7537924666,tower,communication,,,,POINT (121.25700610000001 14.179630800000002)
10613277505,street_cabinet,,,,,POINT (121.22460070000001 14.1799054)
10613277905,street_cabinet,,,,,POINT (121.22459800000001 14.1799216)
10637537405,street_cabinet,,,,,POINT (121.2672526 14.180484400000001)
10635498605,street_cabinet,,,,,POINT (121.27752770000001 14.1805701)
10635496907,street_cabinet,,,,,POINT (121.27793150000001 14.180632000000001)
10635496906,street_cabinet,,,,,POINT (121.27793100000001 14.180644500000001)
324370912,tower,communication,,,,"LINESTRING (121.2260831 14.1807421, 121.2261362 14.1806327, 121.2262443 14.1806819, 121.2261912 14.1807914, 121.2260831 14.1807421)"
10713102405,street_cabinet,,,,,POINT (121.2357077 14.1809635)
10613279705,street_cabinet,,,,,POINT (121.2251143 14.181015700000001)
10637531805,street_cabinet,,,,,POINT (121.26307890000001 14.1814152)
10635498606,street_cabinet,,,,,POINT (121.2830268 14.181694700000001)
10637572105,street_cabinet,,,,,POINT (121.2668764 14.181879)
10637602805,street_cabinet,,,,,POINT (121.2665551 14.181902200000001)
3652509224,tower,communication,,,,POINT (121.2895053 14.1820137)
7537924669,tower,communication,,,,POINT (121.28383760000001 14.182165000000001)
7537924654,tower,communication,,,,POINT (121.28383960000001 14.182193600000002)
7537924668,tower,communication,,,,POINT (121.28384430000001 14.1822209)
7537924667,tower,communication,,,,POINT (121.28380670000001 14.1822391)
7537924670,tower,communication,,,,POINT (121.2837745 14.182252100000001)
10637610205,street_cabinet,,,,,POINT (121.2661381 14.182851300000001)
10607757507,street_cabinet,,,,,POINT (121.30372170000001 14.163070800000002)
10607765905,street_cabinet,,,,,POINT (121.3029922 14.1636254)
10637611906,street_cabinet,,,,,POINT (121.2664247 14.1829184)
10637611905,street_cabinet,,,,,POINT (121.2660165 14.183132200000001)
10637617905,street_cabinet,,,,,POINT (121.26616410000001 14.1835818)
10637622805,street_cabinet,,,,,POINT (121.26566960000001 14.1839632)
10637625705,street_cabinet,,,,,POINT (121.26557090000001 14.184215100000001)
10637629005,street_cabinet,,,,,POINT (121.26549080000001 14.1844616)
10637611907,street_cabinet,,,,,POINT (121.2653861 14.184727400000002)
10637611908,street_cabinet,,,,,POINT (121.26528060000001 14.184984400000001)
10637634205,street_cabinet,,,,,POINT (121.26507380000001 14.1854884)
9102507508,tower,communication,,,Smart Cellsite,POINT (121.23798660000001 14.185589700000001)
10637640505,street_cabinet,,,,,POINT (121.2656326 14.185702800000001)
10637653205,street_cabinet,,,,,POINT (121.2647974 14.186190100000001)
,tower,communication,,yes,,"POLYGON ((121.2335857 14.1864729, 121.2336231 14.1863982, 121.2335483 14.1863642, 121.2335087 14.1864321, 121.2335857 14.1864729))"
10635496905,street_cabinet,,,,,POINT (121.2877229 14.187903200000001)
10595285505,street_cabinet,,,,,POINT (121.2487062 14.1907615)
10594162705,street_cabinet,,,,,POINT (121.24786850000001 14.1911372)
10635493905,street_cabinet,,,,,POINT (121.27366660000001 14.1911883)
10595269505,street_cabinet,,,,,POINT (121.2477839 14.191199200000002)
10635496005,street_cabinet,,,,,POINT (121.29148110000001 14.192990700000001)
3068331271,tower,communication,,,,POINT (121.2395891 14.193760300000001)
324371656,tower,communication,,,,"LINESTRING (121.1760968 14.1833476, 121.1760558 14.1832715, 121.1761838 14.1832067, 121.1762248 14.1832828, 121.1760968 14.1833476)"
324371949,tower,communication,,,,"LINESTRING (121.1363296 14.1878882, 121.1364202 14.1878547, 121.1363542 14.1876869, 121.1362636 14.1877204, 121.1363296 14.1878882)"
2874375240,tower,communication,,,,POINT (121.14514810000001 14.1944175)
683047846,tower,communication,,,,POINT (121.16541210000001 14.2012733)
6185603108,tower,communication,,,,POINT (121.1354859 14.2017222)
1238550593,tower,communication,,,,POINT (121.1581252 14.2081742)
4359878119,tower,communication,,,DZJV Transmission Tower,POINT (121.152179 14.209035400000001)
10653631905,street_cabinet,,,,,POINT (121.1654965 14.2104923)
5166709460,tower,communication,,,,POINT (121.16174140000001 14.211266700000001)
7372079953,tower,communication,,,,POINT (121.14222230000001 14.217405000000001)
9465858584,tower,communication,,gsm;umts;lte,,POINT (121.14258570000001 14.219754100000001)
7539872440,tower,communication,,,,POINT (121.15183800000001 14.235704700000001)
7539872439,tower,communication,,,,POINT (121.15175620000001 14.235977700000001)
110167255,tower,communication,,,,"LINESTRING (121.1727381 14.2385344, 121.1728802 14.2385965, 121.1728157 14.2387351, 121.1726736 14.238673, 121.1727381 14.2385344)"
134987260,tower,communication,,,,"LINESTRING (121.138256 14.2389814, 121.1384088 14.2390295, 121.138454 14.2388945, 121.1383013 14.2388464, 121.138256 14.2389814)"
2869799486,tower,communication,,,,POINT (121.1048731 14.2393201)
324371989,tower,communication,,,,"LINESTRING (121.1251972 14.2635739, 121.1252167 14.2635055, 121.125346 14.2635401, 121.1253265 14.2636086, 121.1251972 14.2635739)"
324372020,tower,communication,,,,"LINESTRING (121.1159337 14.2735158, 121.1159636 14.2734522, 121.116058 14.273494, 121.116028 14.2735575, 121.1159337 14.2735158)"
1483243762,tower,communication,,,,POINT (121.12329690000001 14.275585800000002)
317519162,tower,communication,,,,"LINESTRING (121.1177912 14.2775644, 121.1178708 14.2776441, 121.1177991 14.2777113, 121.1177195 14.2776317, 121.1177912 14.2775644)"
317519164,tower,communication,,,,"LINESTRING (121.1181504 14.2779052, 121.1182582 14.2779454, 121.1182302 14.2780158, 121.1181225 14.2779756, 121.1181504 14.2779052)"
148910894,tower,communication,,,,"LINESTRING (121.0751684 14.306547, 121.0751394 14.3064219, 121.0751126 14.3063067, 121.0750009 14.306331, 121.0750284 14.3064491, 121.0750567 14.3065713, 121.0751684 14.306547)"
5283032900,mast,,,,,POINT (121.10978530000001 14.306609400000001)
753701760,tower,communication,,,,"LINESTRING (121.0795379 14.3150422, 121.0795276 14.3150069, 121.0795732 14.3149943, 121.0795836 14.3150297, 121.0795379 14.3150422)"
8099304277,tower,communication,,,Radyo Biñan,POINT (121.07948440000001 14.3160333)
5120911267,mast,,,,,POINT (121.0978247 14.3205193)
1486661213,tower,communication,,yes,,POINT (121.0941313 14.326178400000002)
4362469193,street_cabinet,,,,,POINT (121.06551660000001 14.339338000000001)
4362459098,street_cabinet,,,,,POINT (121.063749 14.340579000000002)
4386366191,street_cabinet,,,,,POINT (121.0667102 14.3423507)
325121024,tower,communication,,,,"LINESTRING (121.0620085 14.3114655, 121.0620783 14.3113615, 121.0621828 14.3114273, 121.0621131 14.3115313, 121.0620085 14.3114655)"
324372354,tower,communication,,,,"LINESTRING (121.061823 14.3117706, 121.0618501 14.3116818, 121.0619676 14.3117154, 121.0619405 14.3118042, 121.061823 14.3117706)"
4131909354,tower,communication,,,,POINT (121.0578533 14.317602500000001)
9024658654,tower,communication,,,Smart Cellsite,POINT (121.05994630000001 14.333601900000001)
1539148888,mast,communication,,yes,,POINT (121.06096570000001 14.335226700000002)
4750656466,mast,communication,,yes,,POINT (121.0607988 14.335327500000002)
4562772999,street_cabinet,,,,,POINT (121.0530851 14.3366085)
4388453496,street_cabinet,,,,,POINT (121.05050460000001 14.336852200000001)
4562784589,street_cabinet,,,,,POINT (121.05483280000001 14.336896300000001)
4388455191,street_cabinet,,,,,POINT (121.05055410000001 14.337003000000001)
4425783295,street_cabinet,,,,,POINT (121.05178790000001 14.339361400000001)
4386354496,street_cabinet,,,,,POINT (121.0591031 14.3399335)
4362500089,street_cabinet,,,,,POINT (121.0594087 14.340208200000001)
4363689191,street_cabinet,,,,,POINT (121.059527 14.340235600000002)
4188502996,street_cabinet,,,,SPR 016,POINT (121.055587 14.340660000000002)
4386350399,street_cabinet,,,,,POINT (121.0585705 14.3410428)
4386361891,street_cabinet,,,,,POINT (121.05861530000001 14.3412182)
4386361892,street_cabinet,,,,,POINT (121.0583955 14.3413883)
4386368192,street_cabinet,,,,,POINT (121.0579541 14.341413200000002)
4386354495,street_cabinet,,,,,POINT (121.0584288 14.3418364)
4188507295,street_cabinet,,,,SPR 014,POINT (121.0523304 14.3420827)
4386354499,street_cabinet,,,,,POINT (121.0621641 14.3422216)
4386354498,street_cabinet,,,,,POINT (121.0619338 14.342221700000001)
4386366194,street_cabinet,,,,,POINT (121.0523153 14.3422303)
4386369993,street_cabinet,,,,,POINT (121.06263430000001 14.3422532)
4386354497,street_cabinet,,,,,POINT (121.0631311 14.342279000000001)
4395476389,street_cabinet,,,,,POINT (121.06118380000001 14.342488600000001)
4395472290,street_cabinet,,,,,POINT (121.06098800000001 14.342759800000001)
4395476289,street_cabinet,,,,,POINT (121.06102130000001 14.3429009)
4386366192,street_cabinet,,,,,POINT (121.0617768 14.3436587)
4464145790,street_cabinet,,,,,POINT (121.0579933 14.344268600000001)
4386384990,street_cabinet,,,,,POINT (121.06328370000001 14.3444397)
4627486591,street_cabinet,,,,,POINT (121.050863 14.3446014)
4190994292,street_cabinet,,,,SPR 015:33,POINT (121.05197860000001 14.3454563)
4455816189,street_cabinet,,,,,POINT (121.05838240000001 14.3458251)
4562713701,street_cabinet,,,,,POINT (121.04999690000001 14.346901)
4562769198,street_cabinet,,,,,POINT (121.05068990000001 14.3469843)
4386369991,street_cabinet,,,,,POINT (121.0509116 14.347222100000002)
4562713702,street_cabinet,,,,,POINT (121.05065350000001 14.347230000000001)
4582322193,street_cabinet,,,,,POINT (121.0547511 14.347615800000002)
4386354494,street_cabinet,,,,,POINT (121.06610920000001 14.342986600000001)
4386366193,street_cabinet,,,,,POINT (121.06435060000001 14.345434500000001)
4386350401,street_cabinet,,,,,POINT (121.06414930000001 14.345521600000001)
4188342495,street_cabinet,,,,SPR 096,POINT (121.06480640000001 14.346910000000001)
4188330007,street_cabinet,,,,SPR 136,POINT (121.07157430000001 14.350759700000001)
4188507392,street_cabinet,,,,SPR 094:26/27,POINT (121.0678455 14.351204200000002)
4188404991,street_cabinet,,,,,POINT (121.07150840000001 14.351442100000002)
4188360000,street_cabinet,,,,,POINT (121.0714928 14.3516089)
4188452393,street_cabinet,,,,SPR 094,POINT (121.06744950000001 14.352108300000001)
4627470491,street_cabinet,,,,,POINT (121.0653678 14.352225200000001)
4394156891,street_cabinet,,,,,POINT (121.0204549 14.326377500000001)
4394159495,street_cabinet,,,,,POINT (121.0201696 14.326519800000002)
4357239191,street_cabinet,,,,,POINT (121.0322677 14.326598700000002)
4394160593,street_cabinet,,,,,POINT (121.02049950000001 14.3267451)
4394160594,street_cabinet,,,,,POINT (121.02067090000001 14.3268579)
4357233095,street_cabinet,,,,,POINT (121.0335654 14.326924100000001)
4638767291,street_cabinet,,,,SPR 056:13,POINT (121.03208740000001 14.3277558)
4374907791,street_cabinet,,,,,POINT (121.0326029 14.3278289)
4467111889,street_cabinet,,,,,POINT (121.03716960000001 14.327850900000001)
4374921990,street_cabinet,,,,,POINT (121.0331996 14.3280513)
4467111789,street_cabinet,,,,,POINT (121.03673920000001 14.328298400000001)
4467111890,street_cabinet,,,,,POINT (121.0369962 14.328530200000001)
4188502994,street_cabinet,,,,,POINT (121.03301330000001 14.328607600000002)
4188502993,street_cabinet,,,,,POINT (121.0371432 14.3287797)
4542839892,street_cabinet,,,,,POINT (121.03296770000001 14.329022400000001)
4542764493,street_cabinet,,,,,POINT (121.03086400000001 14.3292099)
4188359996,street_cabinet,,,,,POINT (121.034485 14.3292581)
4542840189,street_cabinet,,,,,POINT (121.0310747 14.3293201)
4542764495,street_cabinet,,,,,POINT (121.03361960000001 14.329324600000001)
4415688298,street_cabinet,,,,SPR 050:34:(10),POINT (121.0241668 14.329348300000001)
4664917393,street_cabinet,,,,,POINT (121.01236840000001 14.325921000000001)
4641619091,street_cabinet,,,,,POINT (121.01255630000001 14.3260052)
4495517995,street_cabinet,,,,,POINT (121.01834000000001 14.327037700000002)
4415682602,street_cabinet,,,,,POINT (121.0141531 14.3272434)
4664934802,street_cabinet,,,,,POINT (121.01521190000001 14.327356300000002)
4562713699,street_cabinet,,,,,POINT (121.01604660000001 14.3273735)
4415721293,street_cabinet,,,,SPR 141:7,POINT (121.01397700000001 14.3276827)
4415716893,street_cabinet,,,,SPR 141:8,POINT (121.014183 14.3277072)
4627470192,street_cabinet,,,,,POINT (121.0181101 14.3284646)
4627470493,street_cabinet,,,,,POINT (121.0179808 14.331734500000001)
4542766494,street_cabinet,,,,,POINT (121.0334332 14.3294148)
4542839891,street_cabinet,,,,,POINT (121.03132860000001 14.329457000000001)
4394214289,street_cabinet,,,,,POINT (121.02359600000001 14.3295592)
4188335099,street_cabinet,,,,,POINT (121.03220970000001 14.3295793)
9022827756,tower,communication,,,Smart Cellsite,POINT (121.0314553 14.3296852)
4359853689,street_cabinet,,,,,POINT (121.0203393 14.329765700000001)
4188503189,street_cabinet,,,,,POINT (121.032077 14.329793200000001)
4359853589,street_cabinet,,,,,POINT (121.02018600000001 14.330020600000001)
4188330003,street_cabinet,,,,,POINT (121.02425480000001 14.330053500000002)
4357219793,street_cabinet,,,,,POINT (121.0203086 14.330078400000001)
4364391689,street_cabinet,,,,,POINT (121.0201847 14.330273300000002)
4388456590,street_cabinet,,,,,POINT (121.0202795 14.330449300000002)
4562773393,street_cabinet,,,,,POINT (121.0367856 14.330577400000001)
4627494089,street_cabinet,,,,,POINT (121.0250788 14.3306053)
4388456591,street_cabinet,,,,,POINT (121.0205411 14.330717900000002)
4374922190,street_cabinet,,,,,POINT (121.0298374 14.3307491)
4364311392,street_cabinet,,,,,POINT (121.0200142 14.3307639)
4188335103,street_cabinet,,,,SPR 052,POINT (121.03159480000001 14.330802700000001)
4562769294,street_cabinet,,,,,POINT (121.0316104 14.330805100000001)
4374905791,street_cabinet,,,,,POINT (121.03017320000001 14.330828400000001)
4188359627,street_cabinet,,,,,POINT (121.0316121 14.330837200000001)
4562773199,street_cabinet,,,,,POINT (121.0345625 14.330839600000001)
4438422493,street_cabinet,,,,,POINT (121.02194820000001 14.330884300000001)
4562778292,street_cabinet,,,,,POINT (121.03153510000001 14.3309507)
4562769298,street_cabinet,,,,,POINT (121.03559670000001 14.330996500000001)
4438422492,street_cabinet,,,,,POINT (121.02176920000001 14.331031900000001)
4374905891,street_cabinet,,,,,POINT (121.0299767 14.3310887)
4374906891,street_cabinet,,,,,POINT (121.03258980000001 14.331515000000001)
4374905890,street_cabinet,,,,,POINT (121.03235450000001 14.3315298)
4562773198,street_cabinet,,,,,POINT (121.03470080000001 14.3316756)
4394156890,street_cabinet,,,,,POINT (121.02268280000001 14.3316814)
4562713710,street_cabinet,,,,,POINT (121.03832820000001 14.3317724)
4394195992,street_cabinet,,,,,POINT (121.02277090000001 14.33187)
4467111790,street_cabinet,,,,,POINT (121.03642810000001 14.331874000000001)
4562773302,street_cabinet,,,,,POINT (121.03556060000001 14.3321307)
4562713697,street_cabinet,,,,,POINT (121.03596660000001 14.3321564)
4627491893,street_cabinet,,,,,POINT (121.0258778 14.3322658)
4394195991,street_cabinet,,,,,POINT (121.0230935 14.332470500000001)
4576173390,street_cabinet,,,,SPR 053:24,POINT (121.0344883 14.332717700000002)
4395472391,street_cabinet,,,,,POINT (121.02287530000001 14.332733800000002)
4394160595,street_cabinet,,,,,POINT (121.0225688 14.332929100000001)
4188335102,street_cabinet,,,,SPR 052:12,POINT (121.03333110000001 14.333591)
4562773296,street_cabinet,,,,,POINT (121.0335471 14.3336924)
4188330010,street_cabinet,,,,SPR 052:11,POINT (121.0331515 14.333840200000001)
4188502992,street_cabinet,,,,,POINT (121.02892120000001 14.334314500000001)
4595484795,street_cabinet,,,,,POINT (121.0373196 14.334430500000002)
4388456391,street_cabinet,,,,,POINT (121.02393490000001 14.3345388)
9171218413,tower,communication,,,Smart Cellsite,POINT (121.02950290000001 14.3348104)
4357219593,street_cabinet,,,,,POINT (121.0265001 14.3356314)
4395474590,street_cabinet,,,,,POINT (121.0283356 14.335832000000002)
4438427195,street_cabinet,,,,,POINT (121.0254673 14.335938)
4438427194,street_cabinet,,,,,POINT (121.02541780000001 14.336043400000001)
4415688109,street_cabinet,,,,,POINT (121.03329310000001 14.3360906)
4438441290,street_cabinet,,,,,POINT (121.0257615 14.3361744)
4364311391,street_cabinet,,,,,POINT (121.02332790000001 14.336302400000001)
4484678793,street_cabinet,,,,,POINT (121.0261842 14.3363621)
4484677093,street_cabinet,,,,,POINT (121.02634350000001 14.336479200000001)
4495517992,street_cabinet,,,,,POINT (121.0219596 14.337119800000002)
4188502991,street_cabinet,,,,,POINT (121.03303070000001 14.337130700000001)
4438441091,street_cabinet,,,,,POINT (121.03828960000001 14.337472400000001)
4438422490,street_cabinet,,,,,POINT (121.03930530000001 14.337696600000001)
4438441289,street_cabinet,,,,,POINT (121.0391345 14.3377932)
4664936191,street_cabinet,,,,,POINT (121.03199240000001 14.338642900000002)
4562773194,street_cabinet,,,,,POINT (121.02041120000001 14.3389117)
4388455895,street_cabinet,,,,,POINT (121.0202086 14.3391157)
4388456989,street_cabinet,,,,,POINT (121.0199146 14.339393300000001)
4388456592,street_cabinet,,,,,POINT (121.0202522 14.3394571)
4188502791,street_cabinet,,,,,POINT (121.03649990000001 14.340878300000002)
4188359626,street_cabinet,,,,,POINT (121.0364303 14.340923600000002)
4188346493,street_cabinet,,,,,POINT (121.0365206 14.340927)
4438422495,street_cabinet,,,,,POINT (121.01827200000001 14.331761100000001)
4438422494,street_cabinet,,,,,POINT (121.018578 14.3325191)
4495518395,street_cabinet,,,,,POINT (121.01928000000001 14.333980100000002)
4495517996,street_cabinet,,,,,POINT (121.01916370000001 14.334006800000001)
9867030419,tower,communication,,,,POINT (120.9854002 14.3361286)
1044540500,tower,communication,,,,POINT (120.9855878 14.3362244)
4388455990,street_cabinet,,,,,POINT (121.0196791 14.339368200000001)
4388455291,street_cabinet,,,,,POINT (121.01974870000001 14.339547600000001)
4952501524,mast,communication,,gsm;umts;lte,,POINT (121.01633360000001 14.3447092)
4455815889,street_cabinet,,,,,POINT (121.0157599 14.348490700000001)
4188362002,street_cabinet,,,,SPR 038,POINT (121.04703230000001 14.3368268)
4374922089,street_cabinet,,,,,POINT (121.0462217 14.3368769)
4374922289,street_cabinet,,,,,POINT (121.0471272 14.3369219)
4438441090,street_cabinet,,,,,POINT (121.0400663 14.3378782)
4188404995,street_cabinet,,,,,POINT (121.046445 14.3381714)
4438441089,street_cabinet,,,,,POINT (121.04298680000001 14.341019800000002)
4357193896,street_cabinet,,,,,POINT (121.04533590000001 14.3423808)
4357219795,street_cabinet,,,,,POINT (121.04161380000001 14.342885)
4362469192,street_cabinet,,,,,POINT (121.04496510000001 14.343679600000002)
4188505991,street_cabinet,,,,SPR 033,POINT (121.04506620000001 14.343703300000001)
4188342490,street_cabinet,,,,,POINT (121.0358135 14.3409671)
4576148694,street_cabinet,,,,,POINT (121.0383249 14.341517600000001)
4576193790,street_cabinet,,,,,POINT (121.03835720000001 14.3419097)
4595510089,street_cabinet,,,,,POINT (121.030197 14.342464000000001)
4415689596,street_cabinet,,,,SPR 046:19:4 ;SPR 046:18:6,POINT (121.0356869 14.3424887)
4415675412,street_cabinet,,,,SPR 046:18,POINT (121.03606020000001 14.3428745)
