osm_id,pipeline,man_made,amenity,name,geometry
4430518091,,,fuel,Dasmariñas Gas Station,POINT (120.912728 14.2888763)
8202330,,,fuel,Petron,"POLYGON ((120.9336782 14.2917686, 120.9333805 14.291701, 120.9332864 14.2916796, 120.9332404 14.2920804, 120.933696 14.2921881, 120.9337315 14.2920411, 120.9337913 14.2917943, 120.9336782 14.2917686))"
13367212,,,fuel,Petron,"POLYGON ((120.9243485 14.2926646, 120.9243232 14.2925112, 120.9243687 14.2925056, 120.9243292 14.2923237, 120.9244634 14.2922937, 120.9244116 14.292112, 120.9239883 14.2922296, 120.9240897 14.2927182, 120.9242569 14.2926836, 120.9243485 14.2926646))"
16056589,,,fuel,Seaoil,"POLYGON ((120.9120099 14.2926607, 120.9120546 14.2927711, 120.9123981 14.2927695, 120.9124012 14.2923063, 120.9119768 14.2922985, 120.9119765 14.2923687, 120.911976 14.2924801, 120.9119365 14.2924802, 120.9120099 14.2926607))"
17829362,,,fuel,Unioil,"POLYGON ((120.9342872 14.2929596, 120.934265 14.2930612, 120.934561 14.2931327, 120.9346435 14.2929472, 120.9347061 14.2927934, 120.9347186 14.2927628, 120.9343498 14.2926587, 120.9342872 14.2929596))"
,,,fuel,Jetti,"POLYGON ((120.9389428 14.2937362, 120.9389854 14.2936521, 120.9390444 14.293532, 120.9390329 14.2935126, 120.9390206 14.2934919, 120.9388275 14.2934115, 120.9387215 14.2936506, 120.9389428 14.2937362))"
8550725,,,fuel,Shell,"POLYGON ((120.9449643 14.295559, 120.9445113 14.2953204, 120.9442967 14.2956869, 120.9443963 14.2957418, 120.9445944 14.2958509, 120.9447475 14.2959353, 120.9449643 14.295559))"
,,,fuel,Petron,"POLYGON ((120.9082981 14.2967578, 120.9084617 14.2965031, 120.9083216 14.2964185, 120.908158 14.2966732, 120.9082981 14.2967578))"
10057905,,,fuel,Rab13 Fuel,"POLYGON ((120.9227752 14.3021498, 120.9228578 14.3018365, 120.9223981 14.3017, 120.9223133 14.3020144, 120.9226622 14.3021167, 120.9227752 14.3021498))"
,,,fuel,,"POLYGON ((120.9232331 14.302378, 120.9233414 14.3020348, 120.9231071 14.3019654, 120.9229988 14.3023086, 120.9232331 14.302378))"
,,,fuel,Uno Fuel,"POLYGON ((120.859739 14.2860645, 120.8601527 14.2864589, 120.8603775 14.2858515, 120.8600895 14.2856153, 120.8598888 14.285683, 120.8596513 14.2857638, 120.859739 14.2860645))"
7353459885,,,fuel,,POINT (120.8915484 14.286332300000002)
12747288957,,,fuel,Fuel Force,POINT (120.90349710000001 14.290626000000001)
,,,fuel,Uno Fuel,"POLYGON ((120.8679543 14.2927147, 120.868075 14.2924301, 120.8677331 14.2923469, 120.8676097 14.2925874, 120.8679543 14.2927147))"
,,,fuel,Petron,"POLYGON ((120.8639499 14.3005198, 120.8639717 14.3004392, 120.8638886 14.3004181, 120.8638668 14.3004987, 120.8639499 14.3005198))"
,,,fuel,Jetron,"POLYGON ((120.8635777 14.3022929, 120.8635966 14.3022136, 120.8633981 14.3021694, 120.8633793 14.3022487, 120.8635777 14.3022929))"
,,,fuel,Seaoil,"POLYGON ((120.9042559 14.3032539, 120.9043618 14.3030553, 120.9041793 14.3029639, 120.9040734 14.3031625, 120.9042559 14.3032539))"
,,,fuel,Rephil,"POLYGON ((120.8629078 14.3059143, 120.8629224 14.3057837, 120.8628497 14.305776, 120.8628351 14.3059067, 120.8629078 14.3059143))"
,,,fuel,Unioil,"POLYGON ((120.8620886 14.3119732, 120.8618853 14.3119147, 120.8618113 14.3123553, 120.8620208 14.3124353, 120.8620886 14.3119732))"
,,,fuel,Flex Fuel,"POLYGON ((120.8620385 14.3148011, 120.8620421 14.3146565, 120.8621037 14.3146267, 120.8620813 14.314574, 120.8619638 14.3146208, 120.8619369 14.3147315, 120.8617811 14.3147152, 120.8617334 14.3149474, 120.8620385 14.3148011))"
18434456,,,fuel,Shell,"POLYGON ((120.9216943 14.3040223, 120.9215828 14.3043727, 120.9217076 14.3044092, 120.9220488 14.304509, 120.922189 14.3040611, 120.9221379 14.3040459, 120.9217255 14.3039236, 120.9216943 14.3040223))"
,,,fuel,Petron,"POLYGON ((120.9164448 14.3103618, 120.9164998 14.3102965, 120.9164477 14.3102553, 120.9163927 14.3103206, 120.9164448 14.3103618))"
,,,fuel,Jetti,"POLYGON ((120.9162293 14.3120503, 120.9162362 14.3117678, 120.9158788 14.3117595, 120.9158719 14.312042, 120.9162293 14.3120503))"
,,,fuel,Expo Gas,"POLYGON ((120.9158438 14.3143524, 120.9158893 14.3143529, 120.91589 14.3142939, 120.9158445 14.3142933, 120.9158438 14.3143524))"
,,,fuel,Per Gas,"POLYGON ((120.9157624 14.3151408, 120.9157818 14.3150804, 120.9157319 14.3150653, 120.9157124 14.3151257, 120.9157624 14.3151408))"
,,,fuel,Petron,"POLYGON ((120.9445116 14.3158664, 120.9442581 14.3157012, 120.943989 14.3160115, 120.9442215 14.3161903, 120.9445116 14.3158664))"
9355701,,,fuel,Gasso,"POLYGON ((120.9340902 14.3196589, 120.9340788 14.3194471, 120.9338227 14.3194445, 120.9338395 14.3196686, 120.9340902 14.3196589))"
7517444686,,,fuel,Great Oil,POINT (120.9130284 14.3221685)
7428875887,,,fuel,GASSO,POINT (120.91276160000001 14.3232329)
,,,fuel,Gasso,"POLYGON ((120.9130434 14.3234987, 120.9130475 14.3232738, 120.9127257 14.3232706, 120.9126666 14.3234923, 120.9130434 14.3234987))"
12432776550,,,fuel,Hebron,POINT (120.760519 14.2998899)
7855842908,,,fuel,Fuel Force,POINT (120.7624581 14.301657800000001)
12553642669,,,fuel,Flying V,POINT (120.76761020000001 14.307329500000002)
,,,fuel,B-Z Fuels,"POLYGON ((120.7716908 14.3170054, 120.7716991 14.3168793, 120.771622 14.3168745, 120.7716136 14.3170006, 120.7716908 14.3170054))"
,,,fuel,Total,"POLYGON ((120.7715047 14.3191568, 120.771511 14.3190846, 120.7713803 14.3190739, 120.771374 14.319146, 120.7715047 14.3191568))"
923872501,,,fuel,Texxon,POINT (120.7577739 14.320101600000001)
,,,fuel,Shell,"POLYGON ((120.7684967 14.32253, 120.7687156 14.3224786, 120.7686298 14.3222155, 120.7685054 14.3222122, 120.7684967 14.32253))"
,,,fuel,Petron,"POLYGON ((120.7718253 14.3233499, 120.7717308 14.3227671, 120.7713948 14.323127, 120.7717313 14.3234186, 120.7718253 14.3233499))"
,,,fuel,Fuel Express,"POLYGON ((120.7724551 14.3242931, 120.7724006 14.3242497, 120.7723144 14.3243512, 120.7723688 14.3243947, 120.7724551 14.3242931))"
,,,fuel,B-Z Oil,"POLYGON ((120.7915984 14.3429152, 120.7915206 14.3426011, 120.7911847 14.3426855, 120.7913067 14.3430542, 120.7915984 14.3429152))"
12566705382,,,fuel,FUEL Express,POINT (120.8788444 14.316221400000002)
,,,fuel,Fuel Force,"POLYGON ((120.8615593 14.3178409, 120.8615685 14.3177664, 120.861344 14.3177404, 120.8613348 14.3178149, 120.8615593 14.3178409))"
,,,fuel,Goldmin Fuel,"POLYGON ((120.860367 14.3241913, 120.8604959 14.3242073, 120.8605047 14.3241417, 120.8603758 14.3241256, 120.860367 14.3241913))"
,,,fuel,Shell,"POLYGON ((120.8817468 14.3445217, 120.8817513 14.3444708, 120.8816076 14.3444588, 120.8816031 14.3445097, 120.8817468 14.3445217))"
18995291,,,fuel,Petro Gazz,"POLYGON ((120.9058114 14.345237, 120.905748 14.3452112, 120.9055616 14.3451355, 120.9054409 14.3453972, 120.9055724 14.3454502, 120.9056269 14.3454721, 120.9056997 14.3455014, 120.9057576 14.3453615, 120.9058114 14.345237))"
,,,fuel,Rephil,"POLYGON ((120.8812808 14.3477774, 120.881291 14.3476404, 120.8812178 14.3476353, 120.8812076 14.3477723, 120.8812808 14.3477774))"
,,,fuel,Oiland,"POLYGON ((120.8808343 14.3509374, 120.881128 14.3508776, 120.8810878 14.3506905, 120.8808028 14.350738, 120.8808343 14.3509374))"
11066968705,,,fuel,SeaOil,POINT (120.9020213 14.3511494)
7413052985,,,fuel,Petron,POINT (120.8598779 14.3515092)
,,,fuel,Petron,"POLYGON ((120.9007176 14.3529887, 120.9007521 14.3529291, 120.9006895 14.352895, 120.9006549 14.3529546, 120.9007176 14.3529887))"
340029429,,,fuel,Caltex,POINT (120.9334898 14.323882800000002)
,,,fuel,Petron,"POLYGON ((120.9394394 14.3302459, 120.9395758 14.3302324, 120.9396111 14.3302294, 120.9396789 14.3299976, 120.939729 14.3298261, 120.939612 14.3297934, 120.939532 14.3297707, 120.9393937 14.3302503, 120.9394394 14.3302459))"
12943891501,,,fuel,SPIDER,POINT (120.90902870000001 14.3351599)
,,,fuel,,"POLYGON ((120.9371581 14.3373602, 120.9371715 14.3372995, 120.93712 14.3372889, 120.9371066 14.3373495, 120.9371581 14.3373602))"
1444700922,,,fuel,Total,POINT (120.9284564 14.3391713)
,,,fuel,Caltex,"POLYGON ((120.9374645 14.3443146, 120.9378582 14.3442952, 120.9378582 14.3440921, 120.9378454 14.3438504, 120.9374863 14.3439099, 120.9374446 14.3439118, 120.9374645 14.3443146))"
17912195,,,fuel,Shell,"POLYGON ((120.9372701 14.3444558, 120.9372374 14.3439405, 120.9368327 14.3439129, 120.9368382 14.3443801, 120.9372701 14.3444558))"
,,,fuel,,"POLYGON ((120.9464442 14.3453649, 120.9462481 14.3452895, 120.9461749 14.3454681, 120.946371 14.3455435, 120.9464442 14.3453649))"
,,,fuel,,"POLYGON ((120.9244383 14.3491203, 120.9244565 14.3488528, 120.924073 14.3488282, 120.9240547 14.3490957, 120.9244383 14.3491203))"
9769627,,,fuel,Total,"POLYGON ((120.9399971 14.3503872, 120.9397853 14.3503859, 120.9397844 14.3505227, 120.9399962 14.350524, 120.9399971 14.3503872))"
,,,fuel,Caltex,"POLYGON ((120.9378339 14.3563046, 120.9373552 14.3562779, 120.9372787 14.3565443, 120.9374678 14.3566794, 120.9378514 14.3567184, 120.9378339 14.3563046))"
,,,fuel,Phoenix,"POLYGON ((120.9260926 14.3577297, 120.9260233 14.3575797, 120.9258649 14.3576484, 120.9259342 14.3577983, 120.9260926 14.3577297))"
18199014,,,fuel,Petron,"POLYGON ((120.9380166 14.3638182, 120.9379892 14.3638859, 120.9379296 14.3640332, 120.937917 14.3640641, 120.9382714 14.364055, 120.9382576 14.3637246, 120.9382196 14.3637255, 120.9381865 14.3637263, 120.9381635 14.3638263, 120.9381462 14.3638221, 120.9380376 14.3637959, 120.9380267 14.3637933, 120.9380166 14.3638182))"
17655818,,,fuel,Shell,"POLYGON ((120.912813 14.3651359, 120.9133065 14.3653814, 120.913342 14.3650833, 120.9128558 14.3648546, 120.912813 14.3651359))"
18346241,,,fuel,Orange Fuel,"POLYGON ((120.9386206 14.3672243, 120.9388056 14.3672151, 120.9388166 14.3672145, 120.9389524 14.3672522, 120.9389496 14.3672238, 120.9389323 14.3670494, 120.9387632 14.3670331, 120.9387028 14.3670273, 120.9386446 14.3670216, 120.9386359 14.3670208, 120.9386095 14.3670183, 120.9386206 14.3672243))"
18346240,,,fuel,Shell,"POLYGON ((120.9389617 14.3679083, 120.9389615 14.3678154, 120.9389611 14.3675757, 120.9389166 14.3675773, 120.9386403 14.3675874, 120.9386468 14.3677066, 120.9386485 14.3677384, 120.9386553 14.3678626, 120.9389617 14.3679083))"
18467013,,,fuel,Gasso,"POLYGON ((120.9250298 14.3679542, 120.9250566 14.3679596, 120.925132 14.3679746, 120.9251929 14.3679867, 120.9252836 14.3680051, 120.9253243 14.3680133, 120.9253285 14.367944, 120.9253344 14.3678427, 120.9253369 14.3677995, 120.9252212 14.3677977, 120.9251514 14.3677949, 120.9250861 14.3677888, 120.9250117 14.3677792, 120.9249862 14.367831, 120.9249613 14.3678813, 120.9249214 14.3679326, 120.9250298 14.3679542))"
,,,fuel,Great Oil,"POLYGON ((120.9273583 14.3692135, 120.9272771 14.3690308, 120.9271742 14.3690445, 120.9272409 14.369231, 120.9273583 14.3692135))"
18346236,,,fuel,Caltex,"POLYGON ((120.9389899 14.3697759, 120.9391306 14.3697803, 120.9391812 14.3697819, 120.9392082 14.3697828, 120.9392078 14.3697235, 120.9392075 14.3697004, 120.9392062 14.369613, 120.9392055 14.3695674, 120.9387436 14.369561, 120.9387443 14.3695741, 120.938749 14.3697682, 120.9389899 14.3697759))"
,,,fuel,ELA Gas Station,"POLYGON ((120.9285771 14.3716791, 120.9285465 14.3715361, 120.9284431 14.3715568, 120.9284737 14.3716999, 120.9285771 14.3716791))"
,,,fuel,Petron,"POLYGON ((121.1364384 14.1849692, 121.1364598 14.1845999, 121.1359609 14.1845843, 121.1359341 14.1849588, 121.1364384 14.1849692))"
378645605,,,fuel,Flying V,POINT (121.13678530000001 14.1849301)
,,,fuel,Shell,"POLYGON ((121.1364144 14.1869949, 121.1363359 14.1870114, 121.136071 14.1870548, 121.1357699 14.1871218, 121.1360658 14.1875655, 121.1365036 14.1874655, 121.1364144 14.1869949))"
,,,fuel,,"POLYGON ((121.1711017 14.1875678, 121.1711819 14.1874646, 121.1709684 14.1873069, 121.1708731 14.1874362, 121.1711017 14.1875678))"
13509312,,,fuel,Equator,"POLYGON ((121.1703404 14.1878095, 121.1704029 14.1877208, 121.1704056 14.1876714, 121.1703855 14.1876207, 121.1702447 14.1875102, 121.1701441 14.1876587, 121.1703404 14.1878095))"
12539093011,,,fuel,Cleanfuel,POINT (121.16815120000001 14.1902354)
,,,fuel,Shell,"POLYGON ((121.1674569 14.1909187, 121.1675627 14.1910076, 121.1678156 14.1907247, 121.1676181 14.1905587, 121.1674312 14.1904017, 121.1671783 14.1906846, 121.1673607 14.1908379, 121.1674569 14.1909187))"
,,,fuel,Petron,"POLYGON ((121.1668648 14.1921537, 121.167034 14.1922953, 121.1671006 14.1923511, 121.1673039 14.1921251, 121.1670689 14.1919304, 121.1668648 14.1921537))"
,,,fuel,Total,"POLYGON ((121.1666431 14.1923416, 121.1663692 14.192652, 121.1665952 14.1928395, 121.1668691 14.192529, 121.1666431 14.1923416))"
,,,fuel,Shell,"POLYGON ((121.1554782 14.195395, 121.155024 14.1957231, 121.1556012 14.1959994, 121.155876 14.1957652, 121.1554782 14.195395))"
,,,fuel,Petron,"POLYGON ((121.1442061 14.1958174, 121.1438721 14.1955805, 121.1437478 14.1957646, 121.144089 14.195986, 121.1442061 14.1958174))"
,,,fuel,Shell,"POLYGON ((121.1464143 14.1979116, 121.1466225 14.1975271, 121.146303 14.1973394, 121.1461029 14.1976988, 121.146088 14.1977256, 121.1464143 14.1979116))"
,,,fuel,Zenex Oil,"POLYGON ((121.1410464 14.2016647, 121.1412415 14.2014795, 121.1410789 14.2013317, 121.1408837 14.2015209, 121.1410464 14.2016647))"
12526407372,,,fuel,Rephil,POINT (121.15200150000001 14.2021507)
,,,fuel,Flying V,"POLYGON ((121.1424289 14.2024222, 121.1425764 14.2025067, 121.1426513 14.2023838, 121.1425038 14.2022993, 121.1424289 14.2024222))"
12802324136,,,fuel,Bay Fuels,POINT (121.13142010000001 14.202648600000002)
,,,fuel,Jetti,"POLYGON ((121.163657 14.2037596, 121.1633928 14.2037218, 121.1633396 14.2039577, 121.1636073 14.2040593, 121.163657 14.2037596))"
2126011158,,,fuel,,POINT (121.12821360000001 14.2059385)
,,,fuel,Petron,"POLYGON ((121.1544235 14.2068272, 121.1540959 14.2067557, 121.1540387 14.2068239, 121.1540179 14.2069873, 121.1543462 14.2071652, 121.1544235 14.2068272))"
,,,fuel,,"POLYGON ((121.1177431 14.2087118, 121.1178103 14.2085884, 121.1175401 14.2084501, 121.1174729 14.2085734, 121.1177431 14.2087118))"
,,,fuel,Petron,"POLYGON ((121.1609223 14.2089354, 121.1610462 14.2090029, 121.1610922 14.2090298, 121.1611097 14.2090017, 121.1612039 14.2088492, 121.1610431 14.2087555, 121.1609223 14.2089354))"
,,,fuel,Flying V,"POLYGON ((121.1497839 14.2089495, 121.1497356 14.2088767, 121.1496815 14.2089104, 121.1497298 14.2089832, 121.1497839 14.2089495))"
,,,fuel,Shell,"POLYGON ((121.1606402 14.2094325, 121.1606379 14.209494, 121.1607875 14.209547, 121.1609155 14.2093185, 121.1607501 14.2092303, 121.1606402 14.2094325))"
,,,fuel,Petron,"POLYGON ((121.1188292 14.2107882, 121.1186554 14.2107627, 121.1185904 14.2111783, 121.1187643 14.2112038, 121.1188292 14.2107882))"
,,,fuel,Eastern,"POLYGON ((121.155935 14.2115, 121.1560181 14.2115214, 121.1561686 14.2115257, 121.1562855 14.2114768, 121.1562461 14.2114461, 121.1561807 14.2113951, 121.1560828 14.2113159, 121.1559885 14.2113646, 121.1558285 14.2114669, 121.155935 14.2115))"
,,,fuel,Seaoil,"POLYGON ((121.1250815 14.2119203, 121.1251601 14.2119288, 121.1253194 14.2119461, 121.1253511 14.2117341, 121.1251133 14.2117014, 121.1250495 14.2118652, 121.1250306 14.2119136, 121.1250815 14.2119203))"
,,,fuel,Jetti,"POLYGON ((121.1652272 14.2131585, 121.165281 14.2129881, 121.165154 14.2129455, 121.1651215 14.2130364, 121.1651036 14.2130865, 121.1650936 14.2131145, 121.1652272 14.2131585))"
,,,fuel,Petron,"POLYGON ((121.1510633 14.2133534, 121.1511449 14.2133978, 121.1514459 14.2130408, 121.151385 14.2129971, 121.1512224 14.2128694, 121.1511592 14.2128274, 121.1508249 14.2132179, 121.1510633 14.2133534))"
12526407369,,,fuel,Rephil,POINT (121.1364291 14.213792300000001)
,,,fuel,Shell,"POLYGON ((121.1173504 14.2149015, 121.1173519 14.2148332, 121.1171824 14.2148297, 121.1171809 14.214898, 121.1173504 14.2149015))"
,,,fuel,Shell,"POLYGON ((121.1493556 14.215048, 121.1493182 14.2149622, 121.1492362 14.2147581, 121.1489788 14.2148634, 121.1491182 14.2151598, 121.1493556 14.215048))"
,,,fuel,Shell,"POLYGON ((121.1387374 14.2156437, 121.1386705 14.2155974, 121.1385156 14.2158077, 121.1385824 14.2158539, 121.1387374 14.2156437))"
,,,fuel,Shell,"POLYGON ((121.140039 14.2238244, 121.1403313 14.2237724, 121.1404378 14.2233746, 121.1399126 14.2231756, 121.140039 14.2238244))"
,,,fuel,Phoenix,"POLYGON ((121.1346202 14.2336499, 121.1343558 14.233587, 121.1342903 14.2338453, 121.1343787 14.2338664, 121.1345342 14.2339004, 121.1346196 14.2339191, 121.1347194 14.2339409, 121.1347591 14.2339496, 121.1347822 14.2339546, 121.1348892 14.2337158, 121.1346202 14.2336499))"
12534001338,,,fuel,Phoenix,POINT (121.15491850000001 14.235258900000002)
4273659489,,,fuel,Phoenix Petroleum  ,POINT (121.1194109 14.2433633)
,,,fuel,Caltex,"POLYGON ((121.1231876 14.2449212, 121.1232994 14.2445749, 121.1228942 14.244441, 121.1226971 14.2447934, 121.1231876 14.2449212))"
,,,fuel,Petron,"POLYGON ((121.1280649 14.2537005, 121.1280173 14.2539942, 121.1281538 14.2540232, 121.1284911 14.2540767, 121.1285418 14.253778, 121.1280649 14.2537005))"
,,,fuel,Phoenix,"POLYGON ((121.1268753 14.267988, 121.1268937 14.2677848, 121.1267986 14.2677349, 121.1267434 14.2677396, 121.1266558 14.2677622, 121.1265276 14.2679984, 121.1265923 14.2680465, 121.1268753 14.267988))"
,,,fuel,RePhil,"POLYGON ((121.1235783 14.2705231, 121.1238819 14.2702267, 121.1236984 14.2701236, 121.1235977 14.2702594, 121.123487 14.2702565, 121.1233609 14.2702533, 121.1232941 14.2702516, 121.1235783 14.2705231))"
7612704429,,,fuel,Bay Fuels,POINT (121.2868452 14.1801177)
,,,fuel,Seaoil,"POLYGON ((121.2276986 14.1809763, 121.2276887 14.1812472, 121.2279602 14.1812491, 121.2279804 14.1809968, 121.2276986 14.1809763))"
,,,fuel,Shell,"POLYGON ((121.2288561 14.1816085, 121.2291276 14.1817487, 121.229129 14.1816938, 121.2291613 14.1813837, 121.2288717 14.1813702, 121.2288561 14.1816085))"
9644563236,,,fuel,Shell,POINT (121.18411900000001 14.2144954)
,,,fuel,V Energy,"POLYGON ((121.1915059 14.4635061, 121.191526 14.4634964, 121.1915367 14.4634821, 121.1915387 14.4634509, 121.191528 14.4634288, 121.1913838 14.4634334, 121.1913872 14.4635139, 121.1915059 14.4635061))"
,,,fuel,Power Fill,"POLYGON ((121.1936992 14.4687867, 121.1936681 14.4686964, 121.1936162 14.4687132, 121.1936473 14.4688035, 121.1936992 14.4687867))"
,,,fuel,Petron,"POLYGON ((121.1903392 14.4690717, 121.1903687 14.4690021, 121.1901769 14.468926, 121.1901474 14.4689956, 121.1903392 14.4690717))"
12709174050,,,fuel,Caltex,POINT (121.08159160000001 14.272206200000001)
12709174049,,,fuel,Cleanfuel,POINT (121.0812238 14.2724749)
,,,fuel,Petron,"POLYGON ((121.0824372 14.2756181, 121.0825765 14.2755762, 121.0825566 14.2755139, 121.0824172 14.2755558, 121.0824372 14.2756181))"
,,,fuel,Shell,"POLYGON ((121.0831832 14.2774251, 121.0830101 14.27751, 121.0830436 14.2775742, 121.0832167 14.2774893, 121.0831832 14.2774251))"
,,,fuel,Caltex,"POLYGON ((121.1097781 14.2847602, 121.1101158 14.2848888, 121.1102157 14.2846423, 121.1098781 14.2845137, 121.1097781 14.2847602))"
,,,fuel,Shell,"POLYGON ((121.0911876 14.2871295, 121.0913757 14.2867433, 121.0911155 14.2866055, 121.0908952 14.2869545, 121.0911876 14.2871295))"
,,,fuel,Caltex,"POLYGON ((121.0949045 14.2886854, 121.094877 14.2886699, 121.0946853 14.2885601, 121.0946414 14.2885441, 121.0944181 14.2889359, 121.0944022 14.2889699, 121.0944126 14.2889945, 121.0944286 14.2890156, 121.0946554 14.2891455, 121.0949045 14.2886854))"
,,,fuel,Shell,"POLYGON ((121.1080585 14.2894229, 121.1080306 14.2894848, 121.1082229 14.2895661, 121.1082508 14.2895042, 121.1080585 14.2894229))"
,,,fuel,Petron - Balibago,"POLYGON ((121.0951701 14.2899222, 121.0952613 14.2897814, 121.0953244 14.2896884, 121.0953322 14.2896768, 121.0952243 14.2896166, 121.0950369 14.2895121, 121.0950195 14.2895024, 121.0948839 14.2894268, 121.0948798 14.2894336, 121.0948108 14.2895502, 121.0947299 14.2896861, 121.0946831 14.2897594, 121.0948103 14.2898477, 121.0949528 14.2899325, 121.0951255 14.2899947, 121.0951701 14.2899222))"
,,,fuel,Caltex,"POLYGON ((121.1077348 14.2906807, 121.1077637 14.2906149, 121.1075634 14.2905324, 121.1075345 14.2905983, 121.1077348 14.2906807))"
,,,fuel,Shell,"POLYGON ((121.0719394 14.2606469, 121.0722602 14.2610515, 121.0726528 14.2607591, 121.072332 14.2603545, 121.0719394 14.2606469))"
,,,fuel,,"POLYGON ((121.0551388 14.285745, 121.0554872 14.2857217, 121.055458 14.2853112, 121.0551096 14.2853345, 121.0551388 14.285745))"
12598095912,,,fuel,Shell,POINT (121.06370260000001 14.309943400000002)
,,,fuel,Petron,"POLYGON ((121.0471049 14.3134621, 121.0470721 14.3135489, 121.0471341 14.3135709, 121.0471665 14.3134853, 121.0472068 14.3133787, 121.0471448 14.3133566, 121.0471049 14.3134621))"
,,,fuel,Total,"POLYGON ((121.0474279 14.3135512, 121.0474663 14.3134543, 121.0474732 14.313437, 121.0474113 14.313414, 121.0474045 14.3134312, 121.0473661 14.3135282, 121.0474279 14.3135512))"
,,,fuel,Petron,"POLYGON ((121.0614315 14.3184295, 121.0615093 14.318321, 121.0614475 14.3182793, 121.0613697 14.3183878, 121.0614315 14.3184295))"
,,,fuel,Petron,"POLYGON ((121.0660938 14.3249913, 121.0660532 14.3249228, 121.0659216 14.324996, 121.0659622 14.3250645, 121.0660938 14.3249913))"
,,,fuel,Seaoil,"POLYGON ((121.0723482 14.3297049, 121.0723459 14.3295652, 121.0722584 14.3295665, 121.0722607 14.3297063, 121.0723482 14.3297049))"
,,,fuel,PTT,"POLYGON ((121.0706733 14.3301179, 121.0707467 14.3301323, 121.0707867 14.3299399, 121.0707133 14.3299255, 121.0706733 14.3301179))"
,,,fuel,Shell,"POLYGON ((121.0485923 14.3326862, 121.0487896 14.3327104, 121.048819 14.3321736, 121.0485899 14.3321603, 121.0484599 14.3322999, 121.0485331 14.3324969, 121.0485923 14.3326862))"
,,,fuel,Caltex,"POLYGON ((121.1074001 14.2907038, 121.1077451 14.290839, 121.1078431 14.2906042, 121.1074981 14.2904689, 121.1074001 14.2907038))"
,,,fuel,Shell,"POLYGON ((121.1066105 14.2941858, 121.106696 14.2942109, 121.1067167 14.2941448, 121.1066311 14.2941197, 121.1066105 14.2941858))"
,,,fuel,Caltex,"POLYGON ((121.0815269 14.2985264, 121.0817799 14.2981615, 121.0821804 14.2973359, 121.0812195 14.297386, 121.0812188 14.2984167, 121.0815269 14.2985264))"
,,,fuel,Shell,"POLYGON ((121.1040763 14.3008405, 121.1042034 14.3004121, 121.1037089 14.3004072, 121.1035576 14.3008288, 121.1040763 14.3008405))"
,,,fuel,Uno Fuel,"POLYGON ((121.1024627 14.3054136, 121.1025271 14.3052187, 121.1021972 14.3051381, 121.1021489 14.3053383, 121.1024627 14.3054136))"
,,,fuel,Eagle Delta,"POLYGON ((121.1149867 14.3071397, 121.1152428 14.3072494, 121.1153052 14.3071061, 121.1150491 14.3069934, 121.1149867 14.3071397))"
,,,fuel,Fuel Express,"POLYGON ((121.1014333 14.3093619, 121.1015031 14.3091852, 121.1012751 14.3090994, 121.1012027 14.3093048, 121.1014333 14.3093619))"
,,,fuel,PTT,"POLYGON ((121.1009131 14.3101609, 121.1012083 14.3102672, 121.1013623 14.3102695, 121.1013826 14.3102073, 121.1015441 14.31021, 121.1016295 14.3101251, 121.1016688 14.3099632, 121.1015537 14.3099313, 121.1014774 14.3099101, 121.1010364 14.3097953, 121.1009131 14.3101609))"
,,,fuel,Shell,"POLYGON ((121.0732641 14.3108456, 121.0732227 14.31081, 121.0732693 14.3107566, 121.0737675 14.3103304, 121.0742999 14.3098769, 121.0737488 14.3092554, 121.0731431 14.309747, 121.0731339 14.3097103, 121.0731499 14.3096257, 121.0731628 14.3095581, 121.0731382 14.3095384, 121.0727024 14.3100307, 121.0723692 14.3104142, 121.07247 14.3104991, 121.0724959 14.3105209, 121.0729602 14.3109119, 121.0730602 14.3110106, 121.0732641 14.3108456))"
,,,fuel,Petron,"POLYGON ((121.1005757 14.3105349, 121.100687 14.31026, 121.100591 14.3101917, 121.1004155 14.3101476, 121.1002847 14.3104505, 121.1005757 14.3105349))"
12536168474,,,fuel,Weego,POINT (121.11500050000001 14.313324000000001)
,,,fuel,Flying V,"POLYGON ((121.1086107 14.3163658, 121.1086358 14.3161978, 121.1085137 14.3161605, 121.1083958 14.3161989, 121.1084945 14.3164161, 121.1086107 14.3163658))"
,,,fuel,Shell,"POLYGON ((121.0976909 14.3187392, 121.0978259 14.3183639, 121.0975952 14.3182744, 121.0975313 14.3184335, 121.0975114 14.3184829, 121.0974991 14.3185136, 121.0974537 14.3186268, 121.0974437 14.3186517, 121.0976909 14.3187392))"
7217495102,,,fuel,Full Tank,POINT (121.09948460000001 14.320377800000001)
5395272933,,,fuel,MCC GAS CENTER,POINT (121.09822000000001 14.320975)
,,,fuel,Caltex,"POLYGON ((121.0970168 14.3213351, 121.0971013 14.3213957, 121.0971666 14.3213128, 121.0971831 14.3212918, 121.0970731 14.3212112, 121.0970527 14.3212383, 121.0969927 14.3213178, 121.0970168 14.3213351))"
,,,fuel,Mighty Five Petron,"POLYGON ((121.1123663 14.3238506, 121.1123643 14.3237817, 121.1123331 14.3237826, 121.1123351 14.3238515, 121.1123663 14.3238506))"
