osm_id,man_made,pump,pipeline,emergency,name,geometry
9401996414,,,,fire_hydrant,,POINT (120.5931843 14.1312709)
7125592548,,,,fire_hydrant,,POINT (120.5930089 14.131827000000001)
8945629937,,,,fire_hydrant,,POINT (120.592966 14.131997400000001)
9658167293,,,,fire_hydrant,,POINT (120.5954308 14.132306000000002)
8724064650,,,,fire_hydrant,,POINT (120.59129320000001 14.132554500000001)
9658167308,,,,fire_hydrant,,POINT (120.59276790000001 14.132873300000002)
8724129114,,,,fire_hydrant,,POINT (120.58158700000001 14.132936800000001)
8686651094,,,,fire_hydrant,,POINT (120.5953427 14.1342946)
1739372129,water_tower,,,,,POINT (120.86296150000001 14.076115300000001)
7965980436,water_tower,,,,,POINT (120.85983660000001 14.0794613)
6078614185,water_tower,,,,,POINT (120.8598056 14.0795261)
7959815852,water_tower,,,,,POINT (120.87258920000001 14.0807999)
2188387644,water_tower,,,,,POINT (120.87509490000001 14.082884100000001)
7965980476,water_tower,,,,,POINT (120.85616470000001 14.085145800000001)
2188387712,water_tower,,,,,POINT (120.88699930000001 14.086597200000002)
11368945866,storage_tank,,,,,POINT (120.89604770000001 14.088543300000001)
2188387744,water_tower,,,,,POINT (120.87603670000001 14.0896232)
376301656,water_tower,,,,,"LINESTRING (120.9266588 14.0982095, 120.9266624 14.0982195, 120.9266624 14.0982301, 120.926659 14.0982402, 120.9266525 14.0982487, 120.9266434 14.0982547, 120.9266329 14.0982576, 120.926622 14.0982571, 120.9266118 14.0982533, 120.9266031 14.0982462, 120.9265974 14.0982367, 120.9265952 14.0982259, 120.9265968 14.098215, 120.9266021 14.0982052, 120.9266104 14.0981977, 120.9266207 14.0981933, 120.9266321 14.0981924, 120.926643 14.0981952, 120.9266521 14.0982011, 120.9266588 14.0982095)"
407864437,water_works,,,,TCWD,"LINESTRING (120.9396599 14.1085509, 120.9396466 14.1085936, 120.9397042 14.1086092, 120.9397068 14.1085912, 120.9397246 14.1085932, 120.9397242 14.1085697, 120.9396599 14.1085509)"
1660920746,water_tower,,,,,POINT (120.93635830000001 14.1147705)
5144583621,,,,fire_hydrant,,POINT (120.94139510000001 14.267616400000001)
996592376,water_tower,,,water_tank,,"LINESTRING (120.9355339 14.275384, 120.9355463 14.2753663, 120.9355659 14.2753564, 120.9355879 14.2753566, 120.9356072 14.2753669, 120.9356192 14.2753848, 120.9356211 14.2754061, 120.9356151 14.2754219, 120.9356033 14.2754343, 120.9355875 14.2754415, 120.9355701 14.2754425, 120.9355515 14.2754356, 120.9355376 14.2754216, 120.9355314 14.2754032, 120.9355339 14.275384)"
5258720321,,,,fire_hydrant,,POINT (120.94119760000001 14.2762647)
353737228,water_tower,,,,Water Tank,"LINESTRING (120.9379795 14.2812608, 120.9379886 14.2812502, 120.9380013 14.2812438, 120.9380155 14.2812427, 120.938029 14.2812471, 120.9380398 14.2812562, 120.938046 14.2812687, 120.9380468 14.2812819, 120.9380425 14.2812945, 120.9380337 14.2813046, 120.9380216 14.2813107, 120.938008 14.2813121, 120.9379944 14.2813082, 120.9379834 14.2812996, 120.9379767 14.2812875, 120.9379753 14.2812739, 120.9379795 14.2812608)"
996592557,water_tower,,,water_tank,,"LINESTRING (120.9321228 14.2844831, 120.9321352 14.2844654, 120.9321547 14.2844555, 120.9321767 14.2844557, 120.9321961 14.284466, 120.9322081 14.2844839, 120.9322099 14.2845052, 120.9322039 14.284521, 120.9321921 14.2845334, 120.9321764 14.2845407, 120.932159 14.2845416, 120.9321403 14.2845347, 120.9321265 14.2845207, 120.9321202 14.2845023, 120.9321228 14.2844831)"
12145169412,,,,fire_hydrant,,POINT (120.93384110000001 14.2850082)
11166685207,storage_tank,,,,,POINT (120.90819880000001 14.0900543)
6402072785,water_tower,,,,,POINT (120.84757080000001 14.091074500000001)
7965231323,water_tower,,,,,POINT (120.8398133 14.091125600000002)
10860916733,water_tower,,,,,POINT (120.9113238 14.0929148)
414074081,water_works,,,,Tagaytay Water District,"LINESTRING (120.9023488 14.1068084, 120.9024025 14.1068513, 120.9024464 14.1067997, 120.9023928 14.1067568, 120.9023488 14.1068084)"
2173348406,water_tower,,,,,POINT (120.8490622 14.151431100000002)
12695709082,storage_tank,,,,,POINT (120.88022590000001 14.196405100000002)
910570905,water_tower,,,,,POINT (120.90308060000001 14.2001784)
672323151,water_tower,,,water_tank,,"LINESTRING (120.8902328 14.2160841, 120.8902351 14.2160992, 120.890245 14.2161111, 120.8902596 14.2161166, 120.8902751 14.2161144, 120.8902874 14.2161048, 120.8902931 14.2160906, 120.8902908 14.2160756, 120.8902809 14.2160637, 120.8902663 14.2160581, 120.8902508 14.2160604, 120.8902385 14.21607, 120.8902328 14.2160841)"
745297038,water_tower,,,water_tank,,"LINESTRING (120.9145389 14.2397331, 120.9145428 14.2397211, 120.914552 14.2397122, 120.9145644 14.2397085, 120.9145789 14.2397117, 120.9145895 14.2397218, 120.9145929 14.2397359, 120.9145881 14.2397495, 120.9145765 14.2397587, 120.9145617 14.2397604, 120.9145497 14.2397555, 120.9145414 14.2397456, 120.9145389 14.2397331)"
1006615663,water_tower,,,water_tank,,"LINESTRING (120.9560801 14.1097889, 120.9560937 14.1097925, 120.9561026 14.1098032, 120.9561033 14.1098169, 120.9560955 14.1098284, 120.9560823 14.1098332, 120.9560686 14.1098296, 120.9560598 14.1098189, 120.9560591 14.1098052, 120.9560669 14.1097937, 120.9560801 14.1097889)"
6542761094,storage_tank,,,,,POINT (120.95583560000001 14.112074900000001)
1815552409,water_tower,,,,,POINT (120.9497874 14.116650600000002)
419177162,water_tower,,,,,"LINESTRING (120.9566815 14.1478269, 120.9566899 14.1478212, 120.9567 14.1478191, 120.9567101 14.1478209, 120.9567187 14.1478263, 120.9567245 14.1478343, 120.9567267 14.1478439, 120.956725 14.1478535, 120.9567197 14.1478619, 120.9567116 14.1478676, 120.9567018 14.14787, 120.9566915 14.1478685, 120.9566826 14.1478633, 120.9566765 14.1478551, 120.9566742 14.1478453, 120.9566759 14.1478354, 120.9566815 14.1478269)"
6601803328,,,,fire_hydrant,,POINT (120.94519790000001 14.206215400000001)
11930880532,,,,fire_hydrant,,POINT (120.94906030000001 14.251231800000001)
5141142828,,,,fire_hydrant,,POINT (120.94323100000001 14.2640857)
5141165326,,,,fire_hydrant,,POINT (120.94325500000001 14.2649582)
5144583622,,,,fire_hydrant,,POINT (120.94185130000001 14.267574100000001)
5258777222,,,,fire_hydrant,,POINT (120.94182900000001 14.276359000000001)
672297869,water_tower,,,water_tank,,"LINESTRING (120.8792345 14.2501603, 120.8792365 14.2501731, 120.8792436 14.2501841, 120.8792546 14.2501915, 120.8792745 14.2501933, 120.8792917 14.2501836, 120.8793001 14.2501661, 120.8792966 14.2501471, 120.8792823 14.2501335, 120.8792626 14.2501304, 120.8792487 14.2501357, 120.8792386 14.2501464, 120.8792345 14.2501603)"
683803278,water_tower,,,,,"LINESTRING (120.8787074 14.2533265, 120.8786758 14.2533205, 120.8786959 14.2532041, 120.8787706 14.253213, 120.878759 14.2533325, 120.8787074 14.2533265)"
410129922,water_tower,,,,,"LINESTRING (120.8266932 14.2548307, 120.8266894 14.2548196, 120.8266814 14.2548108, 120.8266705 14.2548057, 120.8266585 14.2548052, 120.8266472 14.2548093, 120.8266384 14.2548173, 120.8266336 14.2548281, 120.8266335 14.2548398, 120.8266377 14.2548499, 120.8266455 14.2548579, 120.8266558 14.2548625, 120.826667 14.2548632, 120.8266782 14.2548596, 120.826687 14.2548521, 120.8266923 14.254842, 120.8266932 14.2548307)"
917839652,water_tower,,,,,POINT (120.8979518 14.258270000000001)
1318877344,water_tower,,,,,"LINESTRING (120.8659939 14.2647803, 120.8659771 14.264727, 120.8660273 14.2647121, 120.8660441 14.2647654, 120.8659939 14.2647803)"
997070632,water_tower,,,water_tank,,"LINESTRING (120.8919018 14.2671698, 120.8919097 14.2671546, 120.8919243 14.2671452, 120.8919418 14.267144, 120.8919577 14.2671513, 120.8919678 14.2671652, 120.8919695 14.2671821, 120.8919618 14.2671984, 120.8919464 14.2672085, 120.8919279 14.2672094, 120.8919122 14.2672014, 120.8919026 14.2671869, 120.8919018 14.2671698)"
997069038,water_tower,,,water_tank,,"LINESTRING (120.889005 14.2697764, 120.8890111 14.2697584, 120.8890259 14.269746, 120.8890452 14.269743, 120.8890633 14.2697501, 120.8890749 14.2697653, 120.8890767 14.2697842, 120.8890694 14.2697997, 120.8890553 14.2698101, 120.8890378 14.2698128, 120.8890208 14.2698068, 120.8890088 14.2697936, 120.889005 14.2697764)"
12878462399,storage_tank,,,,,POINT (120.87704550000001 14.2711582)
997077276,water_tower,,,water_tank,,"LINESTRING (120.8867878 14.2732315, 120.8867939 14.2732134, 120.8868087 14.2732011, 120.886828 14.2731981, 120.8868461 14.2732052, 120.8868578 14.2732204, 120.8868596 14.2732393, 120.8868522 14.2732548, 120.8868381 14.2732652, 120.8868207 14.2732678, 120.8868036 14.2732619, 120.8867916 14.2732487, 120.8867878 14.2732315)"
1070562197,water_tower,,,,,POINT (120.90088490000001 14.276286)
421916927,water_tower,,,water_tank,,"LINESTRING (120.8909433 14.2787171, 120.8909606 14.2787062, 120.8909807 14.2787016, 120.8910012 14.2787038, 120.8910198 14.2787125, 120.8910366 14.2787304, 120.8910447 14.2787533, 120.8910425 14.2787775, 120.8910304 14.2787987, 120.8910105 14.2788134, 120.8909862 14.2788191, 120.8909622 14.278815, 120.8909418 14.2788021, 120.8909282 14.2787825, 120.8909238 14.2787593, 120.8909291 14.2787362, 120.8909433 14.2787171)"
1341833473,water_tower,,,,,"LINESTRING (120.8557486 14.2791054, 120.8556917 14.2790202, 120.8557862 14.2789609, 120.8558431 14.2790461, 120.8557486 14.2791054)"
634019019,water_tower,,,water_tank,,"LINESTRING (120.8668033 14.2795873, 120.8667981 14.2795853, 120.8667938 14.2795819, 120.8667908 14.2795773, 120.8667895 14.2795721, 120.8667899 14.2795667, 120.8667923 14.2795615, 120.8667963 14.2795573, 120.8668016 14.2795547, 120.8668074 14.2795539, 120.8668132 14.279555, 120.8668182 14.279558, 120.866822 14.2795624, 120.866824 14.2795678, 120.866824 14.2795735, 120.8668222 14.2795786, 120.8668189 14.2795829, 120.8668143 14.279586, 120.8668089 14.2795875, 120.8668033 14.2795873)"
917839664,water_tower,,,water_tank,,POINT (120.8907058 14.279928700000001)
11194938191,water_tower,,,,,POINT (120.9162019 14.2803663)
625012101,water_tower,,,water_tank,,"LINESTRING (120.8697865 14.2810769, 120.8697935 14.2810867, 120.869797 14.2810981, 120.8697967 14.28111, 120.869792 14.2811225, 120.8697831 14.2811325, 120.8697713 14.2811391, 120.8697578 14.2811413, 120.8697444 14.2811389, 120.8697326 14.2811322, 120.8697239 14.281122, 120.8697193 14.2811096, 120.8697193 14.2810963, 120.8697234 14.2810851, 120.8697309 14.2810756, 120.869741 14.2810688, 120.8697528 14.2810654, 120.8697651 14.2810657, 120.8697767 14.2810696, 120.8697865 14.2810769)"
5444042762,water_tower,,,,,POINT (120.9200945 14.281369600000001)
745298249,water_tower,,,water_tank,,"LINESTRING (120.901604 14.282423, 120.9016057 14.2824353, 120.9016014 14.282447, 120.9015919 14.2824555, 120.9015776 14.2824587, 120.9015636 14.2824542, 120.9015542 14.2824432, 120.901552 14.2824296, 120.9015572 14.2824169, 120.9015684 14.2824084, 120.9015825 14.2824066, 120.9015955 14.282412, 120.901604 14.282423)"
1058775644,water_tower,,,water_tank,,"LINESTRING (120.9003125 14.2838994, 120.9003094 14.2839156, 120.9002984 14.2839282, 120.9002824 14.2839338, 120.9002656 14.2839308, 120.9002526 14.2839201, 120.9002469 14.2839045, 120.90025 14.2838883, 120.900261 14.2838757, 120.9002771 14.2838702, 120.9002938 14.2838731, 120.9003068 14.2838838, 120.9003125 14.2838994)"
422116254,water_tower,,,,,"LINESTRING (120.9133725 14.2839198, 120.9133649 14.2839022, 120.9133482 14.2838923, 120.9133286 14.2838939, 120.9133137 14.2839063, 120.9133092 14.2839248, 120.9133138 14.2839384, 120.9133242 14.2839485, 120.9133382 14.2839529, 120.9133528 14.2839508, 120.9133638 14.2839435, 120.9133708 14.2839326, 120.9133725 14.2839198)"
5258745721,,,,fire_hydrant,,POINT (120.942924 14.2764126)
5258761721,,,,fire_hydrant,,POINT (120.94164980000001 14.2792007)
693630539,water_tower,,,water_tank,,"LINESTRING (120.9462492 14.2823584, 120.9462354 14.28236, 120.9462237 14.2823671, 120.9462162 14.2823785, 120.9462145 14.2823918, 120.9462204 14.2824067, 120.9462332 14.2824167, 120.9462494 14.2824192, 120.9462661 14.2824122, 120.9462761 14.2823975, 120.9462761 14.2823799, 120.946266 14.2823653, 120.9462492 14.2823584)"
5174752121,,,,fire_hydrant,,POINT (120.95713090000001 14.285852100000001)
5174717323,,,,fire_hydrant,,POINT (120.95420910000001 14.289297300000001)
5174751822,,,,fire_hydrant,,POINT (120.95638770000001 14.289339)
412317620,water_tower,,,,,"LINESTRING (120.9565577 14.2899905, 120.9565449 14.2899965, 120.9565346 14.2900061, 120.9565278 14.2900183, 120.9565253 14.290032, 120.9565273 14.2900457, 120.9565335 14.2900581, 120.9565434 14.2900681, 120.956556 14.2900746, 120.9565717 14.290077, 120.9565872 14.2900741, 120.9566008 14.2900663, 120.9566108 14.2900543, 120.956616 14.2900398, 120.9566158 14.2900245, 120.9566101 14.2900101, 120.9565998 14.2899985, 120.9565859 14.289991, 120.9565719 14.2899886, 120.9565577 14.2899905)"
618551576,water_tower,,,,,"LINESTRING (120.944166 14.2933268, 120.9441791 14.2933175, 120.9441954 14.2933163, 120.9442099 14.2933235, 120.9442184 14.293337, 120.9442183 14.2933528, 120.9442099 14.293366, 120.9441957 14.2933731, 120.9441797 14.2933722, 120.9441678 14.2933648, 120.9441608 14.2933529, 120.9441601 14.2933393, 120.944166 14.2933268)"
,pumping_station,powered,,,,"POLYGON ((120.9564941 14.2961433, 120.9565276 14.296118, 120.9565091 14.2961014, 120.9564743 14.2961313, 120.9564941 14.2961433))"
1125965487,pipeline,,,,,"LINESTRING (120.9564961 14.2961294, 120.9566035 14.2961993)"
12412878775,water_tower,,,,,POINT (120.8514306 14.2842815)
1070562316,water_tower,,,,,POINT (120.9032073 14.284526000000001)
421917457,water_tower,,,,,"LINESTRING (120.8889491 14.2851459, 120.8889424 14.2851511, 120.8889378 14.2851581, 120.8889357 14.2851661, 120.8889365 14.2851744, 120.88894 14.285182, 120.8889459 14.285188, 120.8889534 14.2851919, 120.8889619 14.2851932, 120.8889703 14.2851918, 120.8889778 14.2851878, 120.8889836 14.2851816, 120.888987 14.285174, 120.8889876 14.2851657, 120.8889854 14.2851577, 120.8889807 14.2851508, 120.8889739 14.2851457, 120.8889658 14.2851431, 120.8889572 14.2851431, 120.8889491 14.2851459)"
619349737,water_tower,,,,,"LINESTRING (120.9086877 14.285611, 120.9086996 14.2855992, 120.9087156 14.2855936, 120.9087325 14.2855952, 120.908747 14.2856038, 120.9087563 14.2856177, 120.9087584 14.285634, 120.908753 14.2856497, 120.9087411 14.2856615, 120.9087251 14.2856671, 120.9087081 14.2856655, 120.9086936 14.2856569, 120.9086844 14.285643, 120.9086823 14.2856266, 120.9086877 14.285611)"
738147767,water_tower,,,water_tank,,"LINESTRING (120.8923544 14.2861582, 120.8923629 14.2861618, 120.8923687 14.2861688, 120.8923705 14.2861777, 120.8923652 14.2861899, 120.8923531 14.2861959, 120.8923401 14.2861929, 120.8923321 14.2861827, 120.8923326 14.2861699, 120.8923413 14.2861602, 120.8923544 14.2861582)"
412614383,water_tower,,,water_tank,,"LINESTRING (120.914866 14.2866074, 120.9148691 14.2866238, 120.9148808 14.2866361, 120.9148974 14.2866405, 120.9149138 14.2866356, 120.914925 14.286623, 120.9149276 14.2866066, 120.9149209 14.2865914, 120.9149068 14.2865819, 120.914893 14.2865806, 120.9148801 14.2865851, 120.9148704 14.2865947, 120.914866 14.2866074)"
997827135,water_tower,,,water_tank,,"LINESTRING (120.9007591 14.2868743, 120.9007631 14.2868855, 120.9007619 14.2868974, 120.9007557 14.2869077, 120.9007457 14.2869145, 120.9007297 14.2869163, 120.9007153 14.2869096, 120.9007068 14.2868964, 120.900707 14.2868806, 120.900716 14.2868674, 120.900731 14.2868611, 120.900747 14.2868637, 120.9007591 14.2868743)"
940639407,water_tower,,,,,"LINESTRING (120.8346373 14.2874825, 120.8346511 14.2874723, 120.8346684 14.2874704, 120.8346842 14.2874773, 120.8346943 14.2874912, 120.8346955 14.2875081, 120.8346875 14.2875232, 120.8346727 14.2875322, 120.8346551 14.2875325, 120.83464 14.287524, 120.834632 14.2875112, 120.834631 14.2874962, 120.8346373 14.2874825)"
940639396,water_tower,,,water_tank,,"LINESTRING (120.8418766 14.2889101, 120.8418874 14.2889171, 120.8418944 14.2889277, 120.8418962 14.2889402, 120.8418927 14.2889524, 120.841882 14.2889635, 120.8418671 14.2889683, 120.8418518 14.2889654, 120.8418381 14.2889529, 120.8418343 14.2889351, 120.8418418 14.2889184, 120.8418578 14.2889089, 120.8418766 14.2889101)"
412621374,water_tower,,,water_tank,,"LINESTRING (120.9126653 14.2896723, 120.912665 14.2896852, 120.9126714 14.2896966, 120.9126828 14.2897033, 120.9126962 14.2897036, 120.9127079 14.2896974, 120.9127149 14.2896863, 120.9127152 14.2896734, 120.9127087 14.289662, 120.9126973 14.2896553, 120.9126839 14.289655, 120.9126722 14.2896612, 120.9126653 14.2896723)"
5287194722,,,,fire_hydrant,,POINT (120.93939040000001 14.285588)
11535311994,,,,fire_hydrant,,POINT (120.93350830000001 14.287002500000002)
11535310818,,,,fire_hydrant,,POINT (120.9333811 14.2881558)
5224609421,,,,fire_hydrant,,POINT (120.93697940000001 14.288350300000001)
11535310118,,,,fire_hydrant,,POINT (120.9332617 14.289190900000001)
5224609521,,,,fire_hydrant,,POINT (120.93663880000001 14.289204900000001)
5224592022,,,,fire_hydrant,,POINT (120.9412037 14.2895391)
5887233185,,,,fire_hydrant,,POINT (120.93775140000001 14.289560600000002)
5127977236,,,,fire_hydrant,,POINT (120.9367414 14.2896283)
5224609522,,,,fire_hydrant,,POINT (120.93802360000001 14.2896976)
555176446,pipeline,,,,,"LINESTRING (120.970331 14.2779986, 120.9714557 14.2778227, 120.9721412 14.2777236, 120.9722205 14.2777424, 120.9740854 14.2781853)"
555235471,pipeline,,,,,"LINESTRING (120.9741339 14.2779716, 120.9740854 14.2781853, 120.9740664 14.2782687, 120.9738677 14.2791432, 120.9738373 14.2791743, 120.9735129 14.279429, 120.9733645 14.2796375, 120.973309 14.2797448, 120.9732615 14.2798607, 120.9732466 14.2799288, 120.9732387 14.2800339, 120.9732914 14.280457, 120.973304 14.2809092, 120.973278 14.2810324, 120.9732079 14.2812635, 120.9731514 14.2813669, 120.9731224 14.2813904, 120.9730911 14.281404, 120.9730406 14.2814067, 120.9730157 14.2813987, 120.9729817 14.2813714, 120.9729571 14.2813362, 120.9728091 14.2808466, 120.9725581 14.2805304, 120.9723622 14.280275, 120.9723494 14.2802368, 120.9723017 14.2800706, 120.9722949 14.2800226, 120.9722923 14.2799718, 120.9722943 14.2799432, 120.9723013 14.2799152, 120.9725206 14.2795084, 120.9724616 14.2784738, 120.9724255 14.2783611, 120.9721905 14.2778443, 120.9721642 14.2778183, 120.9721291 14.2778063, 120.9702772 14.2780875, 120.9701211 14.2776274, 120.9701079 14.2775955, 120.9700939 14.2775803, 120.9700797 14.277571)"
579091621,pipeline,,,,,"LINESTRING (120.9692229 14.2627, 120.9678963 14.2683022, 120.9677032 14.2691175, 120.9676051 14.2694763, 120.9675385 14.2696679, 120.9674525 14.2698669, 120.9670416 14.2707102, 120.9668532 14.2710899, 120.9664404 14.2718524, 120.9660889 14.2725627, 120.9658689 14.273044, 120.9657257 14.2734036, 120.9652226 14.2750996, 120.9646665 14.2770843, 120.9645079 14.2775266, 120.9642459 14.2779139, 120.9600242 14.2840939, 120.9599481 14.2842211, 120.9598803 14.2843438, 120.9598133 14.284494, 120.9597434 14.2846997, 120.9596848 14.2850175, 120.9593963 14.2874012, 120.9592738 14.2886001, 120.9592145 14.2897277, 120.9591998 14.2901175, 120.9591837 14.2902436, 120.9591528 14.2903762, 120.9590322 14.2907192, 120.9587639 14.2914782, 120.9579714 14.2936654, 120.9575798 14.2946894, 120.9573612 14.2952398, 120.9572569 14.2954281, 120.9571319 14.295642, 120.9569294 14.2959734, 120.9565592 14.2965383, 120.9553358 14.2984488)"
1246013050,pipeline,,,,,"LINESTRING (120.9594147 14.2992029, 120.9594053 14.299162, 120.9583657 14.2989948, 120.9553358 14.2984488, 120.9552046 14.2984004, 120.9554319 14.2979991, 120.9566035 14.2961993, 120.956995 14.2955978, 120.957066 14.2954724, 120.9572008 14.2951969, 120.9573235 14.2949234, 120.9579054 14.2934628, 120.958904 14.2906945, 120.9590174 14.2903442, 120.9590469 14.2902208, 120.9590569 14.2901155, 120.9590743 14.2897243, 120.959122 14.2885839, 120.9591887 14.2879059, 120.9595551 14.2849898, 120.9596208 14.2846623, 120.9596805 14.284468, 120.9597489 14.2843049, 120.9598301 14.2841736, 120.9599233 14.2840365, 120.9643771 14.2774375, 120.9644414 14.2772997, 120.9644971 14.2771483, 120.9655908 14.2733642, 120.965745 14.2730062, 120.9659676 14.2725201, 120.9663297 14.2718124, 120.9667147 14.271029, 120.9673081 14.2698284, 120.9673892 14.2696347, 120.9674529 14.2694345, 120.9675514 14.2690872, 120.9677539 14.2682469, 120.9685517 14.2649014, 120.969089 14.2626875)"
1150708764,water_tower,,,water_tank,,"LINESTRING (120.9646443 14.2819294, 120.9646526 14.2819193, 120.9646655 14.2819158, 120.9646781 14.2819203, 120.9646855 14.2819312, 120.9646849 14.2819441, 120.9646766 14.2819543, 120.9646637 14.2819578, 120.9646511 14.2819533, 120.9646437 14.2819424, 120.9646443 14.2819294)"
5751164926,,,,fire_hydrant,,POINT (120.9643853 14.2847319)
581027560,water_tower,,,,,"LINESTRING (120.9705973 14.2868448, 120.9706011 14.2868525, 120.9706022 14.2868611, 120.9706004 14.2868695, 120.9705959 14.2868769, 120.9705893 14.2868826, 120.9705811 14.2868859, 120.9705723 14.2868866, 120.9705637 14.2868845, 120.9705559 14.2868795, 120.9705502 14.2868724, 120.9705474 14.2868638, 120.9705476 14.2868548, 120.9705509 14.2868463, 120.970557 14.2868395, 120.970565 14.2868349, 120.9705741 14.2868332, 120.9705833 14.2868346, 120.9705912 14.2868386, 120.9705973 14.2868448)"
6574208985,,,,fire_hydrant,,POINT (120.9629438 14.2871766)
5174751821,,,,fire_hydrant,,POINT (120.9583314 14.287210100000001)
5115692126,,,,fire_hydrant,,POINT (120.96382870000001 14.2873002)
646400664,water_tower,,,water_tank,,"LINESTRING (120.9772664 14.2815691, 120.9772636 14.2815805, 120.9772556 14.2815892, 120.9772443 14.2815932, 120.9772319 14.2815912, 120.9772221 14.2815837, 120.9772175 14.2815724, 120.9772229 14.2815543, 120.9772402 14.2815457, 120.9772585 14.281552, 120.9772664 14.2815691)"
5187545521,,,,fire_hydrant,,POINT (120.9800814 14.282990700000001)
623293917,water_tower,,,,,"LINESTRING (120.9799768 14.2836824, 120.9799794 14.2836935, 120.9799759 14.2837044, 120.9799674 14.2837122, 120.9799538 14.2837149, 120.9799411 14.2837095, 120.9799339 14.283698, 120.9799359 14.2836822, 120.9799482 14.2836717, 120.9799646 14.2836718, 120.9799768 14.2836824)"
5187495021,,,,fire_hydrant,,POINT (120.97699460000001 14.285477100000001)
1008752807,water_well,,,water_tank,,"LINESTRING (120.981167 14.2882688, 120.9811658 14.2882774, 120.9811601 14.2882842, 120.9811516 14.2882873, 120.9811436 14.2882861, 120.981137 14.2882814, 120.9811335 14.2882743, 120.9811361 14.2882616, 120.9811473 14.2882546, 120.9811603 14.2882576, 120.981167 14.2882688)"
1095326365,pipeline,,,,,"LINESTRING (120.9932256 14.2873408, 120.992618 14.2859216, 120.9812106 14.290586, 120.9810637 14.2906056, 120.980255 14.2906508)"
5183381722,,,,fire_hydrant,,POINT (120.9857489 14.290265000000002)
5183242827,,,,fire_hydrant,,POINT (120.97988590000001 14.2904251)
1095326364,pipeline,,,,,"LINESTRING (120.980255 14.2906508, 120.9800164 14.2906491)"
1246788669,pipeline,,,,,"LINESTRING (120.9800164 14.2906491, 120.9798778 14.2906007, 120.9790992 14.2906396, 120.9755416 14.2906563, 120.9752864 14.2906699, 120.975033 14.2907044, 120.9747283 14.2907723, 120.9744942 14.2908463, 120.9743453 14.2909018, 120.9741874 14.2910016, 120.9737967 14.2911869, 120.9736506 14.2912699, 120.9735081 14.2913657, 120.9733617 14.291482, 120.9732533 14.2915974, 120.973193 14.2916827, 120.972488 14.2928162, 120.9723965 14.2929449)"
5751164925,,,,fire_hydrant,,POINT (120.96723390000001 14.2889733)
,water_works,,,,,"POLYGON ((120.9594956 14.2896173, 120.9594983 14.2895379, 120.9593541 14.2895332, 120.9593513 14.2896126, 120.9594956 14.2896173))"
,water_works,,,,,"POLYGON ((120.9594944 14.2899885, 120.9594989 14.289806, 120.959257 14.2898004, 120.9592525 14.289983, 120.9594944 14.2899885))"
5174717322,,,,fire_hydrant,,POINT (120.95783420000001 14.290892600000001)
5751165524,,,,fire_hydrant,,POINT (120.95892930000001 14.291073)
992966365,pipeline,,,,,"LINESTRING (120.9723965 14.2929449, 120.9722687 14.2931634)"
10562246065,,,,fire_hydrant,,POINT (120.95805530000001 14.293543300000001)
622788323,water_tower,,,,,"LINESTRING (120.9622261 14.2956905, 120.9622243 14.2957053, 120.9622307 14.2957189, 120.9622435 14.2957272, 120.9622564 14.2957283, 120.9622684 14.2957238, 120.9622771 14.2957147, 120.9622808 14.2957027, 120.9622773 14.2956878, 120.9622662 14.295677, 120.9622508 14.2956736, 120.962236 14.2956786, 120.9622261 14.2956905)"
579091622,pipeline,,,,,"LINESTRING (120.9722687 14.2931634, 120.9722563 14.2931631, 120.9721192 14.2932917, 120.97202 14.2933801, 120.9719189 14.2934447, 120.9718441 14.2934821, 120.9717528 14.2935218, 120.9716381 14.29355, 120.9715238 14.2935571, 120.9712666 14.2935472, 120.9690596 14.2933918, 120.968949 14.293393, 120.968833 14.2934039, 120.968721 14.2934262, 120.9685754 14.2934788, 120.9684627 14.2935451, 120.9683834 14.2936029, 120.9683 14.2936698, 120.9682135 14.2937586, 120.9681421 14.2938551, 120.9671531 14.2955346, 120.9648126 14.2995611, 120.9647918 14.2995951, 120.9647524 14.2996472, 120.964697 14.2997136, 120.9646351 14.2997666, 120.9645797 14.2998177, 120.964498 14.2998726, 120.9644176 14.2999122, 120.9643109 14.2999479, 120.9642002 14.299962, 120.9640776 14.2999645, 120.9638961 14.29997)"
5174801722,,,,fire_hydrant,,POINT (120.95981300000001 14.2973996)
5181712424,,,,fire_hydrant,,POINT (120.98723210000001 14.290988800000001)
5553535896,water_tower,,,,,POINT (121.00072770000001 14.291334500000001)
773755633,water_tower,,,water_tank,,"LINESTRING (120.9907874 14.2913709, 120.9907774 14.29137, 120.9907684 14.2913746, 120.9907637 14.2913832, 120.9907646 14.291393, 120.990771 14.2914005, 120.9907805 14.2914035, 120.9907901 14.2914008, 120.9907976 14.2913912, 120.9907965 14.2913792, 120.9907874 14.2913709)"
5181712423,,,,fire_hydrant,,POINT (120.98895350000001 14.294684700000001)
1000432508,water_tower,,,water_tank,,"LINESTRING (120.9950642 14.2947902, 120.9950694 14.2947767, 120.9950811 14.2947678, 120.9950958 14.294766, 120.9951094 14.2947718, 120.9951179 14.2947837, 120.995119 14.2947972, 120.9951131 14.2948095, 120.9951018 14.2948174, 120.995088 14.294819, 120.9950752 14.2948139, 120.9950665 14.2948034, 120.9950642 14.2947902)"
12117639117,,,,fire_hydrant,,POINT (121.0070938 14.295401)
