osm_id,man_made,pipeline,utility,name,geometry
18140874,,,gas,Caimol LPG Refilling Station,"POLYGON ((120.8948554 14.4289138, 120.8949258 14.4289723, 120.8952342 14.4292413, 120.8954557 14.4290968, 120.8956763 14.4288902, 120.8959511 14.4283608, 120.8952651 14.427963, 120.8951608 14.4282047, 120.8948554 14.4289138))"
