osm_id,amenity,building,healthcare,name,geometry
,clinic,yes,yes,Sumilang Super Health Center,"POLYGON ((121.0732793 14.5587325, 121.0731657 14.5588268, 121.0732036 14.558871, 121.0732607 14.5588869, 121.0733502 14.5588137, 121.0732793 14.5587325))"
,clinic,,,Sumilang Super Health Center,"POLYGON ((121.073278 14.559134, 121.0732518 14.5591176, 121.073205 14.5591148, 121.0731466 14.559164, 121.0731717 14.5591996, 121.073278 14.559134))"
,,hospital,hospital,Sabater General Hospital,"POLYGON ((121.082982 14.5602044, 121.0829219 14.55998, 121.0827834 14.5600148, 121.0828436 14.5602391, 121.082982 14.5602044))"
,hospital,,hospital,St. Luke's Medical Center Global City,"POLYGON ((121.0471607 14.5548678, 121.0471506 14.5548834, 121.0471477 14.5549044, 121.047155 14.5549343, 121.0472148 14.5549844, 121.0473356 14.5550726, 121.0475301 14.5552092, 121.0476967 14.5553144, 121.0478799 14.5554149, 121.0481038 14.55553, 121.0483699 14.5556451, 121.0486717 14.5557544, 121.0490581 14.5558648, 121.049076 14.5558635, 121.049084 14.5558468, 121.0486013 14.554431, 121.048554 14.5544041, 121.0471904 14.5548529, 121.0471607 14.5548678))"
,,hospital,,,"POLYGON ((121.0474001 14.5549928, 121.0474312 14.5550871, 121.0474575 14.5551176, 121.0474784 14.5551355, 121.0477019 14.5552722, 121.0477702 14.555314, 121.0479466 14.5554095, 121.0481528 14.5555149, 121.0482552 14.5554825, 121.0482797 14.5554952, 121.0483174 14.5555088, 121.0483419 14.5555138, 121.0485416 14.5554439, 121.0486163 14.5556555, 121.048675 14.5556827, 121.0487294 14.5557005, 121.0487848 14.5557049, 121.0488138 14.5557326, 121.0488468 14.5557562, 121.0488858 14.5557762, 121.0489193 14.5557841, 121.0489285 14.5558026, 121.0489772 14.5558154, 121.0490691 14.5558431, 121.0490535 14.5558006, 121.0490352 14.5557426, 121.048933 14.5554394, 121.0488881 14.5554509, 121.0488339 14.5554539, 121.0487786 14.5554199, 121.0487388 14.5553748, 121.0488317 14.5553423, 121.0488925 14.555321, 121.0488369 14.5551601, 121.0486292 14.5545585, 121.0485892 14.5545712, 121.0484713 14.5545112, 121.0484589 14.5544744, 121.0481608 14.5545698, 121.0473466 14.5548302, 121.0474001 14.5549928))"
8345877665,doctors,,doctor,Clinic 1276,POINT (121.04862530000001 14.5553381)
6464036185,doctors,,doctor,Alejandro Doctors Medical Clinic,POINT (121.04561330000001 14.5585746)
7328511685,,,clinic,,POINT (121.04663690000001 14.559357700000001)
2963820180,clinic,,,,POINT (121.0593776 14.561682000000001)
,clinic,yes,,Guadalupe Primary Health Care Centre,"POLYGON ((121.0454836 14.5619835, 121.045542 14.5619059, 121.0454323 14.5618287, 121.045374 14.5619062, 121.0454836 14.5619835))"
12968298120,clinic,,,Guadahealth,POINT (121.04510950000001 14.563640600000001)
11051028661,doctors,,,Saint Michael's Medical Center,POINT (121.04537300000001 14.564223900000002)
,,yes,hospital,Cembo Health Center,"POLYGON ((121.0519025 14.5642379, 121.0518861 14.564213, 121.0518675 14.5641815, 121.0518009 14.5642158, 121.051785 14.5642753, 121.0518013 14.5643002, 121.0519025 14.5642379))"
8477556251,doctors,,,Alvez-Cunanan Family Care Clinic,POINT (121.08901060000001 14.556001400000001)
2388085677,doctors,,,Dr. De Leon,POINT (121.1346426 14.560454100000001)
2388085701,clinic,,,Well-Family Midwife Clinic,POINT (121.1338518 14.5618543)
7344354385,clinic,,clinic,Palatiw Barangay Health Clinic 2,POINT (121.0903564 14.563271700000001)
11513103932,doctors,,,"Dr. Leila P. Cruz, Pediatrician",POINT (121.13221920000001 14.565339000000002)
2428038933,clinic,,clinic,Geremillo Children's Clinic,POINT (121.12840650000001 14.566186400000001)
6467699186,clinic,,,,POINT (121.1298033 14.5663084)
,clinic,yes,,Rural Health Unit,"POLYGON ((121.1295179 14.5671234, 121.1295889 14.5671244, 121.1295903 14.5670252, 121.1295193 14.5670242, 121.1295179 14.5671234))"
6522443118,clinic,,yes,ARDI Health Care Center,POINT (121.0860791 14.568145200000002)
1998698325,hospital,,,Alfonso Clinic,POINT (121.0861052 14.5681954)
7354923482,clinic,,clinic,Singapore Diagnostics,POINT (121.0171871 14.5575951)
7355043129,clinic,,clinic,Kaiser Medical Center,POINT (121.013563 14.557690500000001)
4198257889,clinic,,,Aventus,POINT (121.0145111 14.5579253)
7834107586,clinic,,,,POINT (121.0032848 14.558239200000001)
10975922966,clinic,,clinic,MediCard Clinic,POINT (121.0146782 14.5585433)
10571434885,clinic,,,Associated Medical Services,POINT (121.01569760000001 14.558603100000001)
5109117922,clinic,,,Philippine Orthopedic Institute,POINT (121.0151211 14.5586231)
7154387721,clinic,,,Health Port,POINT (121.0031491 14.558881800000002)
8345877662,doctors,,,,POINT (121.0150976 14.559150500000001)
9756234470,doctors,,,Elizabeth Rondain,POINT (121.01500240000001 14.5591687)
,,hospital,,Makati Medical Center,"POLYGON ((121.0148952 14.5588228, 121.0146426 14.558779, 121.0145203 14.5587586, 121.0142152 14.5586988, 121.0141857 14.5587079, 121.0141642 14.5587248, 121.0141481 14.5587507, 121.0141437 14.5588231, 121.0141417 14.5589781, 121.0141696 14.5591025, 121.0143137 14.559431, 121.0145046 14.5594632, 121.0145754 14.5594751, 121.0146735 14.5593213, 121.014858 14.5593263, 121.0146674 14.5596612, 121.0148961 14.5598056, 121.0149283 14.559826, 121.0152046 14.5594212, 121.0154722 14.5592, 121.0155923 14.5590934, 121.0154847 14.5589407, 121.0148952 14.5588228))"
,hospital,,hospital,Makati Medical Center,"POLYGON ((121.0148952 14.5588228, 121.0146426 14.558779, 121.0145203 14.5587586, 121.0142152 14.5586988, 121.0141857 14.5587079, 121.0141642 14.5587248, 121.0141481 14.5587507, 121.0141437 14.5588231, 121.0141417 14.5589781, 121.0141696 14.5591025, 121.0143137 14.559431, 121.0144378 14.5595204, 121.0146674 14.5596612, 121.0148961 14.5598056, 121.0149283 14.559826, 121.0152046 14.5594212, 121.0154722 14.5592, 121.0155923 14.5590934, 121.0154847 14.5589407, 121.0148952 14.5588228))"
4406617206,clinic,,,Supercare Medical Services,POINT (121.01882400000001 14.5608532)
5182908321,clinic,,,JAPANESE Clinic,POINT (121.01761710000001 14.5613106)
4580287291,clinic,,,Cangco medical clinic,POINT (121.0111653 14.561805900000001)
7182488374,doctors,,birthing_centre,Rapha Maternity Clinic,POINT (121.0057615 14.562208)
,,hospital,,Saint Clare's Medical Center,"POLYGON ((121.0010183 14.5628301, 121.0013492 14.5631522, 121.0014031 14.5630766, 121.001437 14.563028, 121.0014336 14.562971, 121.0011456 14.5626863, 121.0010183 14.5628301))"
,hospital,,hospital,Makati Life Medical Center,"POLYGON ((121.0179621 14.5625421, 121.0174392 14.562488, 121.0172699 14.5636086, 121.017639 14.5636131, 121.0178992 14.5635531, 121.0179621 14.5625421))"
,,hospital,,,"POLYGON ((121.0178692 14.5633213, 121.0177343 14.5630204, 121.017766 14.5626912, 121.0174419 14.5626484, 121.0173803 14.5631668, 121.0173346 14.5631887, 121.0174057 14.5633795, 121.0174499 14.5633548, 121.0174826 14.5634636, 121.0178692 14.5633213))"
7550364094,doctors,,,Jeremillo Clinic,POINT (121.0011455 14.563371700000001)
10127491575,clinic,,clinic,IOM Manila Health Centre,POINT (121.026363 14.560868600000001)
4194467590,clinic,,,,POINT (121.0225614 14.562662600000001)
5000972824,doctors,,,"Dr. Kim, Hyun TCM Acupuncture Clinic",POINT (121.03047740000001 14.562744700000001)
6581201132,clinic,,clinic,Makati Ilchim Oriental Medical Clinic,POINT (121.0322215 14.5627551)
7055193526,doctors,,,CaraDERMe,POINT (121.02593540000001 14.562938200000001)
5783078557,clinic,,,Aesthetic Science,POINT (121.02508110000001 14.563111500000002)
7123675285,doctors,,,,POINT (121.03643790000001 14.5639661)
6583274953,clinic,,clinic,Guadalupe Viejo Health Center - Makati Health Department,POINT (121.039715 14.564325700000001)
,,hospital,,Centuria Medical Center,"POLYGON ((121.0287594 14.5667039, 121.0287067 14.5665971, 121.0286376 14.566629, 121.0285651 14.566482, 121.0286262 14.5664538, 121.0285793 14.5663588, 121.028085 14.5665875, 121.0281317 14.5666822, 121.0282079 14.5666469, 121.0282814 14.5667957, 121.0282098 14.5668288, 121.0282616 14.5669339, 121.0287594 14.5667039))"
12981854733,,,hospital,Poblacion Health Center - Makati City Health Department,POINT (121.03013490000001 14.5701871)
,,hospital,,Bagong Ospital ng Maynila,"POLYGON ((120.9867726 14.5645664, 120.9867588 14.5645931, 120.9868982 14.5646606, 120.9869247 14.5646095, 120.9868539 14.5645753, 120.9869214 14.5644485, 120.9872016 14.5639227, 120.9871016 14.5638729, 120.9870199 14.5640263, 120.9869403 14.5639866, 120.9866928 14.5644512, 120.9866544 14.5644318, 120.9866058 14.5645217, 120.9866671 14.5645526, 120.9866836 14.564522, 120.9867726 14.5645664))"
10177450518,doctors,,,Dermaesthetique Skin Clinic & Hair Restoration Center,POINT (120.99353520000001 14.5665104)
4491639392,clinic,,,Marine medical and laboratory clinic inc.,POINT (120.99346240000001 14.5683398)
1268095743,clinic,,clinic,Nordic Medical Clinic Manila,POINT (120.98477170000001 14.5685771)
,clinic,yes,,Rosario Reyes Health Center,"POLYGON ((120.9877981 14.5694675, 120.9877072 14.5696509, 120.9878065 14.569697, 120.9878974 14.5695136, 120.9877981 14.5694675))"
4563764593,doctors,,,El Roi Medical Clinic Diagnostics Center,POINT (120.99292510000001 14.570101900000001)
4885421324,clinic,,,Merita Medical Center,POINT (120.99166450000001 14.5708763)
6351454485,clinic,,,MMC,POINT (120.98846320000001 14.571559400000002)
,clinic,,clinic,Hannah Medical Clinic,"POLYGON ((120.9928012 14.5723848, 120.9928481 14.5722867, 120.9927424 14.5722393, 120.9926954 14.5723375, 120.9928012 14.5723848))"
6351454287,doctors,,doctor,"Prosperity Medical Clinic and Laboratory, Inc.",POINT (120.99081910000001 14.572560900000001)
8346330039,doctors,,,,POINT (121.01195680000001 14.564536)
8344517353,doctors,,,,POINT (121.0004555 14.5646781)
4319070289,clinic,,,Transglobal Medical Clinic,POINT (121.00870730000001 14.5653672)
11530098195,doctors,,doctor,Zest Skin Lounge,POINT (121.00899570000001 14.566491800000001)
12981854729,,,hospital,Sta. Cruz Health Center - Makati City Health Department,POINT (121.016074 14.5682048)
6568964452,clinic,,clinic,St. Camillus Polyclinic,POINT (121.00835730000001 14.5686189)
6556682426,clinic,,clinic,Lord's Grace Medical Clinic,POINT (121.0143299 14.572095500000001)
6556682421,clinic,,clinic,Pimentel Medical Clinic,POINT (121.0137492 14.572387500000001)
9816815262,doctors,,,R.B. Jonga Medical Clinic,POINT (120.99892260000001 14.572597100000001)
6556824464,,,hospital,Tejeros Barangay Health Center,POINT (121.0138256 14.574355200000001)
5746203921,hospital,,,Micah Clinic,POINT (120.99267200000001 14.5728051)
1590273133,clinic,,,RITM Satellite Clinic,POINT (120.9910052 14.573374900000001)
7091568385,clinic,,clinic,Sea Landers Diagnostic and Treatment Center,POINT (120.98411920000001 14.5734142)
7039841986,doctors,,,,POINT (120.9841128 14.573443900000001)
7039926886,clinic,,laboratory,S M Lazo Medical Clinic,POINT (120.9892164 14.5737325)
,clinic,yes,clinic,S. M. Lazo Medical Clinic,"POLYGON ((120.9892476 14.5738154, 120.9893564 14.5738717, 120.9894083 14.5737777, 120.9894368 14.5737262, 120.9893529 14.5736829, 120.9893463 14.5736949, 120.9893204 14.5736815, 120.989327 14.5736696, 120.9891892 14.5735983, 120.9891089 14.5737437, 120.9892476 14.5738154))"
8346330032,doctors,,,,POINT (120.989215 14.573765600000002)
7123860186,clinic,,clinic,Agoncillo Medical Clinic,POINT (120.9912946 14.5753298)
8347739287,doctors,,,,POINT (120.991167 14.5753319)
11399863870,hospital,,,,POINT (120.99240700000001 14.575603300000001)
8347945988,doctors,,,,POINT (120.98188390000001 14.575721300000001)
7039933087,clinic,,,Calpe Medical Services and Supplies,POINT (120.98192 14.575747600000001)
8346330025,doctors,,,,POINT (120.98161900000001 14.576301500000001)
8346330037,doctors,,laboratory,,POINT (120.98846350000001 14.5763455)
2575964,,hospital,,,"POLYGON ((120.9848941 14.5770296, 120.9852896 14.5772399, 120.985595 14.5767018, 120.9851995 14.5764916, 120.9848941 14.5770296), (120.9853834 14.5767614, 120.9852281 14.5770351, 120.9851057 14.5769701, 120.985261 14.5766964, 120.9853834 14.5767614))"
,clinic,,clinic,Healthway Qualimed Manila,"POLYGON ((120.9873455 14.5770737, 120.9869481 14.5768663, 120.9867135 14.5772692, 120.9871135 14.5774829, 120.9873455 14.5770737))"
,,hospital,,,"POLYGON ((120.9852173 14.5772479, 120.9848868 14.577082, 120.9847563 14.5773254, 120.9850867 14.5774914, 120.9852173 14.5772479))"
12998173252,doctors,,,Acupuncturist Manila,POINT (120.9868483 14.5772896)
,,hospital,,Central Block,"POLYGON ((120.9858524 14.5770449, 120.9855358 14.576883, 120.9849455 14.5779642, 120.9852621 14.5781261, 120.9858524 14.5770449))"
,,hospital,,,"POLYGON ((120.9855703 14.5785755, 120.9858176 14.5781358, 120.9860724 14.57827, 120.9862406 14.577971, 120.9864131 14.5776643, 120.9862758 14.5775919, 120.9862611 14.577618, 120.9862523 14.5776337, 120.9861422 14.5775757, 120.9864066 14.5771057, 120.9859946 14.5768886, 120.9856775 14.5774524, 120.9857917 14.5775126, 120.985656 14.5777539, 120.9857944 14.5778269, 120.9857427 14.5779188, 120.9855082 14.5777952, 120.9851838 14.5783718, 120.9855703 14.5785755))"
,hospital,,hospital,,"POLYGON ((121.0146541 14.5747047, 121.0147705 14.574416, 121.0146203 14.5743652, 121.014617 14.5743728, 121.0144975 14.5746502, 121.0146541 14.5747047))"
,,hospital,hospital,Makati Center for Elderly Healthcare,"POLYGON ((121.0146434 14.574706, 121.0147615 14.5744181, 121.014617 14.5743728, 121.0144893 14.5746516, 121.0146434 14.574706))"
,,hospital,hospital,Carmona Health Center - Makati City Health Department,"POLYGON ((121.0181467 14.5773, 121.0181031 14.5772482, 121.0179495 14.5773683, 121.017994 14.5774184, 121.0181467 14.5773))"
5694600424,clinic,,,Dr. Tuquero,POINT (121.0139889 14.5778046)
,clinic,public,clinic,Namayan Barangay Health Center,"POLYGON ((121.0192553 14.580215, 121.0192197 14.5801635, 121.0191556 14.580205, 121.0191913 14.5802566, 121.0192553 14.580215))"
,doctors,yes,doctor,Victoria Medics Family Clinic,"POLYGON ((121.0107645 14.5803045, 121.0106596 14.5802795, 121.0106399 14.5803569, 121.0107448 14.5803813, 121.0107645 14.5803045))"
3074418266,clinic,,,St. Anne Orthopedic,POINT (121.0132327 14.5807824)
6603179440,clinic,,clinic,Skintelligence Dermatology,POINT (121.01012340000001 14.580793600000002)
3074418276,clinic,,laboratory,Adoracion Diagnostic Center,POINT (121.01328330000001 14.580796800000002)
6554476250,clinic,,clinic,A.H. Lacson Health Center,POINT (121.01361840000001 14.580846200000002)
7091095985,clinic,,clinic,Avs Medical Clinic,POINT (120.98016020000001 14.577759400000001)
,hospital,,hospital,Philippine General Hospital,"POLYGON ((120.9838905 14.5787076, 120.9839655 14.5787462, 120.984396 14.5789675, 120.9849801 14.5792678, 120.985244 14.5794035, 120.9856524 14.5796134, 120.9859758 14.5797797, 120.9860682 14.5796209, 120.9868029 14.5783543, 120.986845 14.5782807, 120.9871306 14.5777826, 120.9871439 14.5777594, 120.9872968 14.5774931, 120.9874977 14.5771611, 120.9875149 14.577139, 120.9858898 14.5762893, 120.9854054 14.5760421, 120.9848504 14.5757609, 120.9846113 14.5762051, 120.9846827 14.5762437, 120.9849446 14.5763917, 120.9847552 14.5767564, 120.9843206 14.5776857, 120.9838124 14.5786696, 120.9838905 14.5787076))"
2575966,,hospital,,,"POLYGON ((120.9844118 14.577987, 120.9847788 14.5781808, 120.9847918 14.5781876, 120.9851366 14.577576, 120.9847414 14.5773673, 120.9843966 14.577979, 120.9844118 14.577987), (120.9847808 14.5775669, 120.9849022 14.577631, 120.9847068 14.5779777, 120.9845854 14.5779136, 120.9847808 14.5775669))"
7039932485,doctors,,doctor,,POINT (120.98015840000001 14.577796600000001)
11389903384,clinic,,,Healthway,POINT (120.9826939 14.578001800000001)
8346330057,doctors,,,DOH HIV Treatment Hub,POINT (120.9859756 14.578012800000002)
7039956885,clinic,,clinic,CBZ Medical Clinic,POINT (120.98967830000001 14.578084800000001)
,clinic,yes,clinic,"St. Martin Polyclinic, Inc.","POLYGON ((120.9878526 14.577985, 120.9878013 14.5780937, 120.9880411 14.5782184, 120.9881033 14.5780894, 120.9878526 14.577985))"
5563317021,clinic,,,St. Martin Polyclinic. Inc,POINT (120.98805530000001 14.578102600000001)
8347739296,doctors,,,,POINT (120.9897045 14.5781082)
7039937886,clinic,,clinic,Makati Social Hygiene Clinic,POINT (121.02725740000001 14.570428900000001)
8347739286,doctors,,,,POINT (121.027297 14.570472400000002)
,,hospital,,,"POLYGON ((121.0354419 14.5761089, 121.0352162 14.5763013, 121.0353516 14.5764501, 121.0354109 14.5765151, 121.0356365 14.5763227, 121.0354419 14.5761089))"
,clinic,yes,,TB DOTS Clinic,"POLYGON ((121.0421664 14.5791542, 121.0420156 14.5788774, 121.0420653 14.5788503, 121.0419902 14.5787125, 121.0419405 14.5787396, 121.0418776 14.5786242, 121.0420282 14.5785421, 121.0419621 14.5784209, 121.0416732 14.5785783, 121.0417832 14.5787801, 121.0416929 14.5788293, 121.0417132 14.5788665, 121.0416834 14.5788827, 121.0417555 14.5790141, 121.0418882 14.5789384, 121.0420428 14.5792215, 121.0421664 14.5791542))"
,clinic,public,clinic,Mauway Health Center,"POLYGON ((121.0440697 14.5790239, 121.0439473 14.5790933, 121.0440281 14.5792266, 121.0441504 14.5791572, 121.0440697 14.5790239))"
7303980773,doctors,,clinic,Mandaluyong Social Hygiene Clinic,POINT (121.0272896 14.580147)
,clinic,public,clinic,San Jose Barangay Health Center,"POLYGON ((121.0294599 14.5802707, 121.0294356 14.5802278, 121.0293382 14.5802795, 121.0293625 14.5803224, 121.0294599 14.5802707))"
,,hospital,,Pavilion 2,"POLYGON ((121.043595 14.5800178, 121.0437028 14.5803767, 121.0434578 14.5808836, 121.0431468 14.5807349, 121.0431712 14.5806838, 121.0430252 14.5806162, 121.0430069 14.5806734, 121.0426207 14.580499, 121.0428653 14.579992, 121.0432438 14.5798752, 121.0435237 14.5800025, 121.0435773 14.5798987, 121.0432362 14.5797397, 121.0427864 14.5798849, 121.0427369 14.5799468, 121.042436 14.5805474, 121.0425527 14.5806035, 121.0425243 14.5806587, 121.0426403 14.5807146, 121.0426687 14.5806594, 121.0434384 14.5810299, 121.043563 14.5809847, 121.0438509 14.5803983, 121.0437293 14.5799733, 121.043595 14.5800178))"
9449209,hospital,,hospital,National Center for Mental Health,"POLYGON ((121.0442345 14.5814601, 121.0441205 14.5814822, 121.0439019 14.5814357, 121.0438617 14.5813952, 121.0438453 14.5813452, 121.0439743 14.5809033, 121.0442307 14.5809186, 121.0442172 14.5807596, 121.0440339 14.5807461, 121.0439871 14.5802093, 121.044197 14.5801735, 121.0441549 14.5796794, 121.0439242 14.5798159, 121.0438433 14.5796938, 121.0438865 14.5795171, 121.0438617 14.5794801, 121.0438417 14.5794189, 121.0435497 14.5788489, 121.0434815 14.5786066, 121.042892 14.579081, 121.0419707 14.5781621, 121.0420205 14.5780547, 121.041741 14.5779766, 121.0415049 14.5779869, 121.0388683 14.5788219, 121.0389922 14.5792243, 121.0386823 14.5793272, 121.0385391 14.5789812, 121.0376296 14.5792585, 121.037833 14.5797439, 121.0380185 14.5797268, 121.0380224 14.5800172, 121.0380425 14.5801832, 121.0381453 14.5804094, 121.0383621 14.5808094, 121.0386692 14.5809629, 121.0388671 14.5812008, 121.0389495 14.5814292, 121.0386618 14.5814757, 121.0393129 14.5821857, 121.0386138 14.5828133, 121.0387842 14.5829903, 121.0396421 14.583019, 121.0398165 14.5833304, 121.0407821 14.5849289, 121.0409054 14.5851478, 121.0411379 14.5852006, 121.0413102 14.5849393, 121.0419052 14.585264, 121.0420056 14.5852272, 121.0419613 14.5851396, 121.0426717 14.5849274, 121.0429523 14.5848244, 121.043128 14.5848633, 121.0436323 14.5846011, 121.0439447 14.584409, 121.0440079 14.5844729, 121.0442358 14.5842202, 121.0441225 14.5839223, 121.043894 14.5839597, 121.0437356 14.5830629, 121.0436687 14.5829655, 121.0440842 14.5825027, 121.0440816 14.582318, 121.0439555 14.5822123, 121.0435666 14.5818863, 121.0437691 14.5815527, 121.0442488 14.5817677, 121.0442345 14.5814601))"
,,hospital,,Pavilion 1,"POLYGON ((121.0425125 14.5823081, 121.0429812 14.5821319, 121.0432584 14.5815651, 121.0432401 14.5814611, 121.0427659 14.5812347, 121.0422267 14.5809732, 121.0418907 14.5816064, 121.0420453 14.5820907, 121.0423999 14.5822609, 121.0424667 14.5821457, 121.0421636 14.5819998, 121.042036 14.5816416, 121.0422937 14.5811477, 121.0426456 14.5813178, 121.042613 14.5813892, 121.0427445 14.5814541, 121.0427818 14.5813828, 121.0431234 14.5815513, 121.0428802 14.5820519, 121.042539 14.5821798, 121.0424997 14.5821671, 121.0424414 14.5822769, 121.0425125 14.5823081))"
12697593243,doctors,,,Pasig Doctors Polyclinic,POINT (121.07612130000001 14.5611277)
12541315,hospital,,hospital,Pasig City Children's Hospital,"POLYGON ((121.074678 14.5622192, 121.0745757 14.5616936, 121.0746043 14.5616403, 121.0742076 14.561694, 121.0743448 14.5622909, 121.074678 14.5622192))"
,,hospital,,,"POLYGON ((121.0742994 14.5620002, 121.0743588 14.5622394, 121.0743649 14.5622639, 121.0746302 14.5622051, 121.0746254 14.5621825, 121.0745216 14.5616973, 121.0742955 14.5617448, 121.0742445 14.5617555, 121.0742994 14.5620002))"
4351604803,clinic,,,Pasig Base,POINT (121.07113910000001 14.562044)
8345260761,doctors,,,,POINT (121.06586250000001 14.5636702)
,hospital,,hospital,Rizal Medical Center,"POLYGON ((121.0658895 14.5632331, 121.0657255 14.5632791, 121.0656513 14.563319, 121.0656013 14.5633626, 121.0655526 14.563418, 121.0655127 14.5634737, 121.0654887 14.5635365, 121.0654732 14.5635937, 121.0654666 14.5636523, 121.0654747 14.5637486, 121.0654891 14.5638193, 121.0654974 14.5638562, 121.0655648 14.5638438, 121.0655835 14.5639688, 121.0655222 14.5639802, 121.0656043 14.5644326, 121.0656734 14.5648488, 121.0658779 14.5648028, 121.0659678 14.5647398, 121.0661703 14.5646814, 121.0661642 14.5646437, 121.0664237 14.5646016, 121.0664164 14.5645613, 121.0667771 14.564486, 121.0667697 14.5644468, 121.0667139 14.5641104, 121.0666524 14.5637241, 121.0665435 14.5630467, 121.0658895 14.5632331))"
2780910513,clinic,,yes,Santo Tomas Health Center,POINT (121.0805957 14.564380400000001)
,clinic,yes,clinic,Immaculate Conception Clinic,"POLYGON ((121.085145 14.5647623, 121.0850407 14.5647001, 121.0849909 14.5647783, 121.0850952 14.5648405, 121.085145 14.5647623))"
,hospital,yes,,Javillonar Clinic and Hospital,"POLYGON ((121.0784612 14.5654102, 121.0784525 14.5654713, 121.0784966 14.5654772, 121.0785118 14.5653701, 121.0783676 14.565351, 121.0783611 14.565397, 121.0784612 14.5654102))"
4361866602,doctors,,,Orthopeadae Frey,POINT (121.0627762 14.566868600000001)
3424300910,doctors,,,Taytay Eye Specialists,POINT (121.131729 14.570007100000002)
5651792239,clinic,,midwife,,POINT (121.11244690000001 14.570017700000001)
4983752122,doctors,,,My Skin,POINT (121.1317231 14.5700795)
12870982378,clinic,,,Zen Miracle Medical Center,POINT (121.1321209 14.570160900000001)
,,hospital,,Rizal Provincial Hospital System - Taytay Annex,"POLYGON ((121.1318018 14.5705364, 121.1315323 14.5701369, 121.1314551 14.5702041, 121.1313372 14.5703101, 121.1315726 14.5706515, 121.1318018 14.5705364))"
10087347434,clinic,,doctor,AccuQuest Diagnostic Specialist,POINT (121.13233720000001 14.570572700000001)
,hospital,hospital,hospital,Taytay Emergency Hospital,"POLYGON ((121.131515 14.5710511, 121.13144 14.5709, 121.1315438 14.5708626, 121.1315217 14.570803, 121.1313694 14.5708561, 121.1314737 14.5710677, 121.131515 14.5710511))"
3879597117,clinic,,,GRT Diagnostic Center,POINT (121.1307625 14.571033900000002)
,library,hospital,,,"POLYGON ((121.131515 14.5710511, 121.1314737 14.5710677, 121.1315262 14.5711652, 121.13165 14.5710961, 121.1316123 14.5710119, 121.131515 14.5710511))"
,clinic,yes,dialysis,Pasig City Mega Dialysis Center,"POLYGON ((121.1008733 14.571961, 121.1008288 14.571786, 121.1003511 14.5718998, 121.1003956 14.5720748, 121.1008733 14.571961))"
7328653085,clinic,,clinic,CliniKaya,POINT (121.0463435 14.5660041)
10209272487,clinic,,,Pediatric Clinic,POINT (121.05820530000001 14.573373700000001)
4640167489,clinic,,clinic,Refinity Dermatology And Laser Clinic,POINT (121.0591387 14.5734072)
4726955560,clinic,,clinic,The Medical City,POINT (121.04890610000001 14.573946600000001)
8346330020,doctors,,doctor,Hi-Precision Diagnostics,POINT (121.0580063 14.5739684)
6560992643,clinic,,clinic,Xanderm,POINT (121.0475624 14.575313800000002)
,hospital,,hospital,Victor R. Potenciano Medical Center,"POLYGON ((121.0503297 14.5770783, 121.0499599 14.5765903, 121.049638 14.5768149, 121.049998 14.577306, 121.0503297 14.5770783))"
,,hospital,,,"POLYGON ((121.0502832 14.5770771, 121.0500939 14.5768158, 121.0499609 14.576906, 121.0501502 14.5771673, 121.0502832 14.5770771))"
,,hospital,,,"POLYGON ((121.0501535 14.5771763, 121.0499203 14.5768568, 121.0498854 14.576806, 121.049724 14.5769155, 121.049757 14.576961, 121.0499921 14.5772858, 121.0501535 14.5771763))"
12737619543,clinic,,dialysis,Novus-Renal Care,POINT (121.05016610000001 14.578280000000001)
5578300821,clinic,,midwife,lia-anne maternity clinic,POINT (121.12706580000001 14.572179100000001)
,,hospital,,,"POLYGON ((121.0990787 14.5724362, 121.0990882 14.5724674, 121.0992502 14.5724215, 121.0992388 14.5723838, 121.099327 14.5723588, 121.0993384 14.5723965, 121.0994363 14.5723687, 121.0993841 14.5721964, 121.0993239 14.5722134, 121.0993114 14.5721721, 121.098724 14.5723387, 121.0987792 14.5725211, 121.0990787 14.5724362))"
,hospital,,hospital,Pasig City General Hospital,"POLYGON ((121.0987145 14.5724119, 121.0987591 14.5726189, 121.0987834 14.5728102, 121.0997857 14.5724693, 121.0994411 14.5720642, 121.0986686 14.572278, 121.0987145 14.5724119))"
,,hospital,,,"POLYGON ((121.1254057 14.5737939, 121.1254481 14.5738469, 121.1254922 14.5738138, 121.1254097 14.5737108, 121.1253373 14.5736202, 121.1251637 14.5737504, 121.1252762 14.573891, 121.1254057 14.5737939))"
6460634091,clinic,,,Health Center,POINT (121.10423460000001 14.573757200000001)
6997838385,doctors,,,,POINT (121.12535260000001 14.5737953)
,hospital,,,Taytay Doctors Multispecialty Hospital,"POLYGON ((121.1254938 14.5739139, 121.1254684 14.5738772, 121.1256055 14.5737618, 121.1254982 14.5736383, 121.1254097 14.5737108, 121.1253373 14.5736202, 121.1252745 14.5735592, 121.125014 14.5737463, 121.1250564 14.5738268, 121.1251598 14.5740227, 121.1252065 14.5741113, 121.1254938 14.5739139))"
12221741912,,,clinic,St. Raphael Archangel Orthopedic and Physical Therapy,POINT (121.1320807 14.5743632)
5162477121,clinic,,,Avalon Diagnostic Center and Medical Clinic,POINT (121.1155566 14.5757151)
16107507,hospital,,hospital,Cainta Municipal Hospital Annex,"POLYGON ((121.1164778 14.5764592, 121.1164848 14.5762369, 121.1161482 14.5762338, 121.11615 14.5764391, 121.1164778 14.5764592))"
