osm_id,amenity,building,healthcare,name,geometry
6351453894,doctors,,,"PMP Diagnostic Center, Inc.",POINT (120.98726730000001 14.578369200000001)
,,hospital,,,"POLYGON ((120.9859435 14.5783356, 120.9857989 14.5782571, 120.9856632 14.5784913, 120.9858078 14.5785698, 120.9859435 14.5783356))"
5800311853,clinic,,,IHADS - International Health Aide Diagnostic Services Inc.,POINT (120.98723860000001 14.5784154)
2575965,,hospital,,Cancer Institute,"POLYGON ((120.9846142 14.5788985, 120.9847424 14.5789637, 120.9847598 14.5789317, 120.9848826 14.5789941, 120.985135 14.5785372, 120.9847695 14.578349, 120.9845142 14.5788068, 120.9846316 14.5788665, 120.9846142 14.5788985), (120.984868 14.5785068, 120.9848517 14.5785368, 120.9849292 14.5785762, 120.9849455 14.5785462, 120.9849938 14.5785708, 120.9848385 14.5788569, 120.9848087 14.5788417, 120.9848526 14.5787608, 120.9847243 14.5786956, 120.9846804 14.5787765, 120.984659 14.5787656, 120.9848143 14.5784795, 120.984868 14.5785068))"
11546812443,clinic,,clinic,New World Diagnostics,POINT (120.9870525 14.578679300000001)
11608235124,clinic,,clinic,Unlab Medical Clinic,POINT (120.98735760000001 14.578870100000001)
,,hospital,,PGH Out-Patient Department,"POLYGON ((120.9853366 14.5793112, 120.9852965 14.5793825, 120.9856303 14.5795584, 120.9857261 14.5793882, 120.9854752 14.579256, 120.985741 14.5787835, 120.9856315 14.5787258, 120.9852414 14.5785202, 120.9849199 14.5790916, 120.9853366 14.5793112))"
8347945981,doctors,,doctor,,POINT (120.98045830000001 14.5790538)
7039898986,clinic,,,St. Cecilia Polyclinic,POINT (120.98047810000001 14.579069700000002)
1377329390,clinic,,clinic,St. Luke's Medical Center Extension Clinic,POINT (120.98184730000001 14.5791471)
7785286854,doctors,,doctor,,POINT (120.9817766 14.579162)
4624145989,clinic,,clinic,St.Peter-Paul Medical Clinic,POINT (120.9813189 14.5792774)
9800614046,doctors,,doctor,JNCE Medical and Diagnostic Clinic,POINT (120.9826493 14.579289000000001)
7091739288,clinic,,clinic,Centerport Medical Services Inc.,POINT (120.9787381 14.579475)
8347945980,doctors,,doctor,,POINT (120.98032950000001 14.579495000000001)
7039960085,doctors,,doctor,,POINT (120.97876310000001 14.579500800000002)
8344517349,doctors,,laboratory,,POINT (120.97984340000001 14.5796696)
7091616585,clinic,,clinic,Vizcarra Diagnostic Center,POINT (120.97981010000001 14.579679100000002)
4406639303,doctors,,,Supercare Medical Services,POINT (120.9823757 14.5796817)
9032519417,doctors,,,Shiphealth,POINT (120.98241030000001 14.579729500000001)
11389493069,clinic,,,,POINT (120.9799248 14.579884600000002)
12683935558,clinic,,clinic,Healthline Multispecialty Center,POINT (120.9820689 14.580284200000001)
4614249389,clinic,,clinic,Medisense Diagnostic Clinic,POINT (120.9809261 14.581475600000001)
,,hospital,,,"POLYGON ((120.9829623 14.5817842, 120.9830271 14.5816668, 120.982669 14.5814756, 120.9825504 14.5816951, 120.9828137 14.5818222, 120.9829145 14.5818709, 120.9829623 14.5817842))"
,,hospital,,,"POLYGON ((120.9829145 14.5818709, 120.9828137 14.5818222, 120.9827889 14.5818739, 120.9830234 14.5819979, 120.9830573 14.5819565, 120.9831257 14.581874, 120.9829623 14.5817842, 120.9829145 14.5818709))"
,,hospital,,,"POLYGON ((120.9830998 14.5819943, 120.9830708 14.5820229, 120.983164 14.5820703, 120.983282 14.5819074, 120.983166 14.5818254, 120.9831257 14.581874, 120.9830573 14.5819565, 120.9830998 14.5819943))"
,hospital,,hospital,Manila Doctors Hospital,"POLYGON ((120.9832303 14.5817754, 120.9832073 14.5817627, 120.9831663 14.5817409, 120.9831028 14.5817066, 120.9830698 14.5816889, 120.9830476 14.5816778, 120.9830271 14.5816668, 120.982669 14.5814756, 120.9826416 14.581461, 120.9823876 14.5818836, 120.9823746 14.5819061, 120.9822901 14.5820609, 120.9821536 14.5823117, 120.9821481 14.582322, 120.9823658 14.5824329, 120.9825811 14.5825445, 120.9826967 14.5823443, 120.9827383 14.5822671, 120.9829775 14.582416, 120.9830965 14.5824872, 120.9834552 14.5818954, 120.9832303 14.5817754))"
8345260779,doctors,,doctor,,POINT (120.9829715 14.582044100000001)
,,hospital,,,"POLYGON ((120.9831917 14.5822605, 120.9833289 14.5820338, 120.9832502 14.5819892, 120.983113 14.5822159, 120.9831917 14.5822605))"
,,hospital,,,"POLYGON ((120.9825811 14.5825445, 120.9826967 14.5823443, 120.9824451 14.5822177, 120.9825702 14.581998, 120.9825838 14.5819742, 120.9823876 14.5818836, 120.9823746 14.5819061, 120.9822901 14.5820609, 120.9821536 14.5823117, 120.9821481 14.582322, 120.9823658 14.5824329, 120.9825811 14.5825445))"
3076961798,clinic,,,Herran Laboratory & Medical Clinic,POINT (121.0126518 14.5815026)
7880412218,clinic,,clinic,"Javier's Ears, Nose, Throat",POINT (121.0124605 14.581800200000002)
,,hospital,,,"POLYGON ((121.0164992 14.5836409, 121.0165109 14.5836201, 121.01654 14.5836355, 121.016672 14.5834012, 121.0166345 14.5833814, 121.0166169 14.5834128, 121.0164312 14.5833148, 121.0164475 14.5832859, 121.0163943 14.5832579, 121.0163174 14.5833942, 121.0159307 14.5831902, 121.0158652 14.5833064, 121.0164992 14.5836409))"
,hospital,,hospital,Santa Ana Hospital,"POLYGON ((121.0161182 14.5835991, 121.0166394 14.5838946, 121.0166951 14.5837947, 121.0168151 14.5831403, 121.0163301 14.5830221, 121.0162877 14.5831428, 121.0162466 14.5832479, 121.0156484 14.5829675, 121.015497 14.5832579, 121.0161182 14.5835991))"
8345877645,doctors,,,,POINT (121.01652990000001 14.583474500000001)
,,hospital,,,"POLYGON ((121.0175014 14.5842674, 121.0177687 14.5838593, 121.0177739 14.5838043, 121.0177274 14.5837736, 121.0174319 14.5842248, 121.0175014 14.5842674))"
,hospital,,,Trinity Woman and Child Hospital,"POLYGON ((121.0175445 14.5844232, 121.0177074 14.5842103, 121.0180045 14.5843746, 121.018056 14.5842792, 121.0177474 14.58415, 121.0177812 14.5837779, 121.0177174 14.5837653, 121.0173685 14.5843058, 121.0175445 14.5844232))"
,,hospital,,,"POLYGON ((121.0176021 14.5843301, 121.0177398 14.5841198, 121.0177494 14.5840128, 121.0177067 14.5839866, 121.0175162 14.5842775, 121.0176021 14.5843301))"
4443278691,pharmacy,,hospital,,POINT (121.00168160000001 14.588022100000002)
,hospital,hospital,hospital,"Ygeia Medical Center, Inc.","POLYGON ((121.0017195 14.5881544, 121.001724 14.5879285, 121.0016028 14.588044, 121.0017195 14.5881544))"
,doctors,yes,dialysis,Mandaluyong City Dialysis Center,"POLYGON ((121.0367036 14.582503, 121.0366767 14.5824057, 121.0364836 14.5824559, 121.0365105 14.5825532, 121.0367036 14.582503))"
,,hospital,,,"POLYGON ((121.0367321 14.5828795, 121.036696 14.5827393, 121.0366886 14.5827105, 121.0367531 14.5826949, 121.0367324 14.5826145, 121.0366461 14.5826353, 121.036651 14.5826544, 121.0363754 14.5827209, 121.0364347 14.5829512, 121.0367321 14.5828795))"
,clinic,,clinic,Mandaluyong City Medical Center Annex - Maternity and Child Section,"POLYGON ((121.0366847 14.5823987, 121.0363964 14.5824718, 121.0363756 14.582379, 121.0360618 14.5824556, 121.0359428 14.5825297, 121.0361356 14.5832033, 121.0368306 14.5829522, 121.0366847 14.5823987))"
,,hospital,,,"POLYGON ((121.0361738 14.5831267, 121.0365063 14.5830411, 121.03648 14.5829454, 121.03642 14.5829609, 121.0363524 14.582715, 121.0361383 14.5827702, 121.036144 14.5827907, 121.0361143 14.5827983, 121.0361246 14.5828359, 121.0360959 14.5828433, 121.0361738 14.5831267))"
,,hospital,,,"POLYGON ((121.036508 14.5829977, 121.0367467 14.5829425, 121.036734 14.582891, 121.0364953 14.5829462, 121.036508 14.5829977))"
11145935782,clinic,,dialysis,TMS dialysis center,POINT (121.0436753 14.588269)
4445659743,clinic,,,A.C. Lim Polyclinic,POINT (121.02394570000001 14.588923900000001)
5994521603,clinic,,clinic,,POINT (121.0269932 14.5889565)
4445664435,clinic,,,Animal Bite Center,POINT (121.02392130000001 14.588961500000002)
12289386809,doctors,,doctor,Global Multispecialty Health & Wellness Clinic,POINT (121.02374640000001 14.5891403)
3891431078,doctors,,clinic,,POINT (121.03630790000001 14.5892634)
6525878404,clinic,,clinic,Burol Puericulture & Health Center,POINT (121.0274184 14.589314900000002)
13022733210,doctors,,doctor,"Dazo, Pascual",POINT (121.03570420000001 14.591294900000001)
10137317151,doctors,,,"Advanced Hyperbaric Life-Support, Incorporated",POINT (121.0328262 14.591406600000001)
10136717221,doctors,,,Skin+Nutrition Clinic,POINT (121.03290260000001 14.5915148)
8346330038,clinic,,,Health Cube,POINT (121.0329763 14.591550400000001)
6522507069,clinic,,,,POINT (121.02621810000001 14.5921351)
,,hospital,,Main Building,"POLYGON ((121.0229829 14.5947717, 121.0232957 14.5949448, 121.0233742 14.5948319, 121.023071 14.5946532, 121.0231902 14.5943808, 121.0230484 14.594318, 121.0229256 14.5946164, 121.0229829 14.5947717))"
,,hospital,,Main Building,"POLYGON ((121.0228083 14.5948368, 121.0228284 14.5948293, 121.022957 14.5947813, 121.0229829 14.5947717, 121.0229256 14.5946164, 121.0227429 14.5946891, 121.0228083 14.5948368))"
11082277452,hospital,,hospital,Our Lady of Lourdes Hospital,POINT (121.0230978 14.594734200000001)
4614208591,clinic,,,OurHealth Medical and Diagnostic Clinic,POINT (120.98374940000001 14.582220000000001)
,hospital,,hospital,Medical Center Manila,"POLYGON ((120.9852247 14.5823196, 120.9850226 14.5824216, 120.9850263 14.5824544, 120.9853829 14.5825695, 120.9855044 14.5826087, 120.9856363 14.5826513, 120.9856638 14.5826214, 120.9858047 14.5824689, 120.985781 14.5824465, 120.9854792 14.582192, 120.9852247 14.5823196))"
,,hospital,,,"POLYGON ((120.9853219 14.5823633, 120.9852247 14.5823196, 120.9850226 14.5824216, 120.9850263 14.5824544, 120.9853829 14.5825695, 120.9855044 14.5826087, 120.9856363 14.5826513, 120.9856638 14.5826214, 120.9858047 14.5824689, 120.985781 14.5824465, 120.9854792 14.582192, 120.9853219 14.5823633))"
,hospital,hospital,hospital,AMOSUP Seamen's Hospital,"POLYGON ((120.9778621 14.5874574, 120.9776924 14.5873199, 120.9776836 14.5873305, 120.9776517 14.5873039, 120.9776101 14.5872692, 120.9776052 14.5872742, 120.977593 14.5872652, 120.9775889 14.5872701, 120.9775635 14.5872926, 120.9775383 14.5873229, 120.9774885 14.5873907, 120.977462 14.5874225, 120.977469 14.5874283, 120.9774176 14.58749, 120.9774717 14.5875339, 120.9776458 14.5876853, 120.9776531 14.5876946, 120.9778621 14.5874574))"
,,hospital,,,"POLYGON ((120.9913768 14.5919774, 120.9913784 14.5915562, 120.9912592 14.5915558, 120.9912585 14.5917352, 120.9910487 14.5917344, 120.9910494 14.5915334, 120.9909572 14.591533, 120.9909554 14.5919759, 120.9913768 14.5919774))"
,hospital,,hospital,National Center for Geriatric Health,"POLYGON ((120.9914521 14.5920605, 120.9914726 14.5916348, 120.9909167 14.5914978, 120.9909167 14.5920539, 120.9914521 14.5920605))"
4177404041,clinic,,,St. John of God,POINT (120.98793850000001 14.5989587)
4730236391,doctors,,,Dr. Tan,POINT (120.97862130000001 14.6014943)
,,hospital,,CWC Medical Tower,"POLYGON ((120.9803143 14.6025701, 120.9804265 14.6025154, 120.9804814 14.6024907, 120.9804768 14.6024822, 120.9804081 14.6023544, 120.9802196 14.6024494, 120.9802235 14.6024565, 120.9802777 14.6025542, 120.9802914 14.6025801, 120.9803143 14.6025701))"
3601533587,clinic,,,Far Estern University Health Services,POINT (120.9871021 14.6028879)
,clinic,yes,clinic,,"POLYGON ((121.0054131 14.5918088, 121.0054983 14.5915625, 121.0054031 14.5915317, 121.0053179 14.5917779, 121.0054131 14.5918088))"
2126363196,clinic,,,Clinica Dela Luz,POINT (121.0185673 14.592435700000001)
7328508989,clinic,,doctor,Isidro Mendoza Health Center,POINT (121.0045606 14.5924531)
,hospital,,hospital,Presidential Security Group Station Hospital,"POLYGON ((121.0009755 14.5934529, 121.0004678 14.5934302, 121.0004043 14.5939644, 121.0008928 14.594018, 121.0009755 14.5934529))"
,,hospital,,,"POLYGON ((121.0007305 14.5942305, 121.0008039 14.5942422, 121.0008277 14.5940704, 121.0007563 14.5940612, 121.000741 14.59413, 121.0007305 14.5942305))"
,doctors,commercial,,Tzu Chi Eye Center,"POLYGON ((121.0146815 14.5954231, 121.0145308 14.5951591, 121.0143713 14.5952444, 121.0145221 14.5955083, 121.0146815 14.5954231))"
,hospital,yes,,De Ocampo Memorial Medical Center,"POLYGON ((120.9997231 14.5999762, 120.9998056 14.5998191, 120.9997024 14.5997705, 120.9995312 14.5996851, 120.9994493 14.5998439, 120.9997231 14.5999762))"
,clinic,yes,,Esperanza Health Center & Lying In,"POLYGON ((121.0127725 14.6006487, 121.0127149 14.6005851, 121.0127546 14.6005515, 121.0128122 14.600615, 121.0128772 14.6005598, 121.0127618 14.6004323, 121.0125951 14.6005736, 121.0127106 14.6007011, 121.0127725 14.6006487))"
11082277451,hospital,,hospital,Esperanza Health Center,POINT (121.0126889 14.600614)
,hospital,hospital,,Unciano Paramedical General Hospital,"POLYGON ((121.0163617 14.600634, 121.0161722 14.6005713, 121.0160981 14.600781, 121.0162876 14.6008437, 121.0163617 14.600634))"
8347739288,doctors,,,,POINT (121.0227258 14.594876800000002)
,hospital,hospital,,Main Building,"POLYGON ((121.0227429 14.5946891, 121.0222937 14.5948752, 121.0223034 14.5948971, 121.022366 14.5950419, 121.0223793 14.5950686, 121.0228285 14.5948825, 121.0228083 14.5948368, 121.0227429 14.5946891))"
,hospital,,,Our Lady of Lourdes Hospital,"POLYGON ((121.0231309 14.5942362, 121.0220561 14.5946907, 121.0221235 14.5948434, 121.021463 14.5951172, 121.0216787 14.5956256, 121.0234319 14.5949181, 121.0231309 14.5942362))"
,,hospital,,Medical Arts Building,"POLYGON ((121.0222384 14.5950022, 121.0222201 14.5949581, 121.0221626 14.5948323, 121.0219097 14.5949402, 121.0220322 14.5952413, 121.0222955 14.5951392, 121.0222704 14.5950795, 121.0222384 14.5950022))"
11633197220,doctors,,doctor,Skeen,POINT (121.03968370000001 14.5972953)
,clinic,civic,,Batis Health Center,"POLYGON ((121.0247497 14.5983777, 121.0248272 14.5982429, 121.0247506 14.5982016, 121.0246731 14.5983365, 121.0247497 14.5983777))"
,clinic,yes,,,"POLYGON ((121.0362595 14.5983779, 121.036293 14.5983326, 121.0362541 14.5983059, 121.0362208 14.5983511, 121.0362595 14.5983779))"
7123670686,clinic,,clinic,San Juan City Social Hygiene Clinic,POINT (121.02491690000001 14.5983756)
18157387,hospital,,,Saint Martin de Porres Charity Hospital,"POLYGON ((121.0314785 14.5988147, 121.0313162 14.5989999, 121.0316693 14.5993066, 121.0317786 14.5990856, 121.0317472 14.5988596, 121.0317723 14.598774, 121.0316307 14.5986214, 121.0314785 14.5988147))"
,,hospital,,,"POLYGON ((121.0315141 14.5990064, 121.0315331 14.5989855, 121.0315793 14.5990248, 121.0315724 14.5990325, 121.0316433 14.5990929, 121.0315521 14.5991933, 121.0316626 14.599292, 121.0317146 14.5991536, 121.0317542 14.5990683, 121.0317359 14.5989632, 121.0316969 14.598931, 121.0317437 14.5988795, 121.0316123 14.5987676, 121.031447 14.5989493, 121.0315141 14.5990064))"
,,hospital,,,"POLYGON ((121.0315765 14.599065, 121.0314724 14.5989763, 121.0314038 14.5990517, 121.0314317 14.5990755, 121.0314222 14.5990859, 121.0314983 14.5991508, 121.0315765 14.599065))"
5004079922,clinic,,,Water Cress,POINT (121.03341750000001 14.603106)
,clinic,civic,,San Juan City Health Office Ⅰ,"POLYGON ((121.0271993 14.6037654, 121.0273226 14.6038003, 121.0273482 14.6037156, 121.0270849 14.6036411, 121.0270593 14.6037258, 121.0271993 14.6037654))"
9222802752,clinic,,,The Medical City Clinic,POINT (121.0341989 14.604274)
,clinic,yes,,,"POLYGON ((121.0210872 14.6045551, 121.0209987 14.6044954, 121.0209341 14.604585, 121.0210227 14.6046447, 121.0210872 14.6045551))"
12383985514,doctors,,doctor,Caritas Manila Health & Wellness Clinic,POINT (121.0286178 14.604853700000001)
,clinic,yes,,,"POLYGON ((121.0223061 14.6050395, 121.0222927 14.6050278, 121.0222712 14.6050509, 121.0222846 14.6050626, 121.0223061 14.6050395))"
5868381612,clinic,,clinic,,POINT (121.02233860000001 14.605137500000001)
,,hospital,,San Juan Medical Center,"POLYGON ((121.0233205 14.6064495, 121.0232799 14.6064256, 121.0232515 14.6064691, 121.0231932 14.6065606, 121.0236393 14.6068163, 121.0236797 14.6068395, 121.0236917 14.6068195, 121.0237599 14.6068531, 121.0239134 14.6065628, 121.0238522 14.6065298, 121.0236618 14.6064192, 121.0234975 14.6063238, 121.0234272 14.6062838, 121.0233205 14.6064495))"
,hospital,,hospital,San Juan Medical Center,"POLYGON ((121.0236706 14.607025, 121.0237574 14.6068663, 121.0239746 14.6064669, 121.023476 14.6061859, 121.0233475 14.6063188, 121.0232569 14.6064025, 121.0231865 14.6064824, 121.0230594 14.6066163, 121.0229756 14.6067258, 121.0236706 14.607025))"
11082277450,hospital,,hospital,Unciano Paramedical General Hospital,POINT (121.016232 14.600722000000001)
7843264985,clinic,,,Safeway Diagnostics and Medical Clinic Inc.,POINT (121.0007147 14.600984100000002)
3736295048,clinic,,,Citimed Polyclinic,POINT (121.00439080000001 14.601309100000002)
944867878,clinic,,,DermaClinic,POINT (121.0018538 14.6033182)
6192293400,clinic,,clinic,The Medical City,POINT (121.01800080000001 14.6041571)
4443255689,clinic,,,Smile Savers Dental Clinic,POINT (120.99937440000001 14.606074000000001)
,hospital,yes,hospital,University of the East - Ramon Magsaysay Memorial Medical Center,"POLYGON ((121.0203165 14.6069896, 121.0206315 14.6066823, 121.0207914 14.6068358, 121.0209692 14.6066624, 121.0208525 14.6065504, 121.0209118 14.6064926, 121.020736 14.6063238, 121.020184 14.6068624, 121.0203165 14.6069896))"
4611804690,doctors,,,Realty bldg.,POINT (121.01535240000001 14.6076575)
,,hospital,,,"POLYGON ((120.9967967 14.6078866, 120.9968802 14.607608, 120.9967932 14.6075821, 120.9967171 14.6078375, 120.9965362 14.6080203, 120.9966043 14.6080867, 120.9967967 14.6078866))"
,hospital,,,Ospital ng Sampaloc,"POLYGON ((120.9967852 14.6075266, 120.9966989 14.6078145, 120.9964453 14.6080587, 120.9965458 14.6081564, 120.9968038 14.6078856, 120.9969915 14.6076067, 120.9967852 14.6075266))"
,hospital,hospital,,Mary Chiles General Hospital,"POLYGON ((120.9901018 14.6029668, 120.9899422 14.602924, 120.9898384 14.6032737, 120.9897702 14.6032552, 120.9897378 14.6033672, 120.9899589 14.6034271, 120.9901018 14.6029668))"
,hospital,,,Clinica Arellano,"POLYGON ((120.9790149 14.605457, 120.978975 14.605217, 120.9789313 14.6049241, 120.9784464 14.6050577, 120.9785975 14.6055286, 120.9790149 14.605457))"
9935374,hospital,,,Jose Fabella Memorial Hospital,"POLYGON ((120.983827 14.6064935, 120.9842992 14.6064625, 120.9848206 14.6063979, 120.985143 14.6063826, 120.985082 14.6061127, 120.9849807 14.6057509, 120.9842835 14.6059013, 120.9833231 14.6061103, 120.9833604 14.606281, 120.9834138 14.6065239, 120.983827 14.6064935))"
7123728687,doctors,,,,POINT (120.9843448 14.606141000000001)
4916564521,hospital,,,Perpetual Succor Maternity Hospital,POINT (120.9923296 14.608099800000002)
,,hospital,,Metropolitan Medical Center Annex,"POLYGON ((120.9790994 14.6090761, 120.9790908 14.6090815, 120.9789628 14.609162, 120.9789179 14.6090943, 120.9787554 14.6092058, 120.9788567 14.6093471, 120.9788817 14.6093187, 120.9788885 14.6093313, 120.9789505 14.6092889, 120.9789591 14.6093029, 120.9791698 14.6091809, 120.9790994 14.6090761))"
,,hospital,,Metropolitan Hospital Building 1,"POLYGON ((120.9787554 14.6092058, 120.9786385 14.6090463, 120.9786149 14.6090201, 120.9782007 14.6093406, 120.9778547 14.609571, 120.9780912 14.6098591, 120.9783328 14.6096975, 120.9788567 14.6093471, 120.9787554 14.6092058))"
7564639005,clinic,,clinic,Rockford Clinic,POINT (120.97948090000001 14.609503900000002)
,hospital,,hospital,Metropolitan Medical Center,"POLYGON ((120.9790908 14.6090815, 120.9789628 14.609162, 120.9789179 14.6090943, 120.9787554 14.6092058, 120.9786385 14.6090463, 120.9786149 14.6090201, 120.9782007 14.6093406, 120.9778547 14.609571, 120.9778485 14.6095753, 120.9776869 14.6096872, 120.9777432 14.6098396, 120.9777984 14.6099947, 120.9778675 14.6101851, 120.9781759 14.6099771, 120.9784047 14.6098779, 120.9784526 14.6099944, 120.9785939 14.6099076, 120.9786813 14.6098448, 120.9790947 14.6095202, 120.9791363 14.6094796, 120.9791426 14.6094672, 120.9792741 14.6093802, 120.9792539 14.6093415, 120.9791698 14.6091809, 120.9790994 14.6090761, 120.9790908 14.6090815))"
,,hospital,,Metropolitan Hospital Building 2,"POLYGON ((120.9784047 14.6098779, 120.9784526 14.6099944, 120.9785939 14.6099076, 120.9786813 14.6098448, 120.9790947 14.6095202, 120.979048 14.6094624, 120.978633 14.6097825, 120.9785364 14.6098475, 120.9784047 14.6098779))"
,,hospital,,UST Health Service,"POLYGON ((120.9898255 14.6105584, 120.9899438 14.6104295, 120.9899366 14.6104216, 120.9899604 14.6104136, 120.9899479 14.6103489, 120.9899239 14.6103536, 120.9899223 14.6103399, 120.9898546 14.6102855, 120.9898385 14.6102867, 120.9898362 14.6102632, 120.9898282 14.6102639, 120.9897636 14.6102693, 120.9897651 14.6102923, 120.9897544 14.6102849, 120.9896455 14.6103963, 120.9898255 14.6105584))"
4214709565,doctors,,doctor,,POINT (120.99020610000001 14.6107802)
6031834029,clinic,,,Benavides Cancer Institute,POINT (120.99046560000001 14.6109077)
,,hospital,,Benavides Cancer Institute,"POLYGON ((120.99029 14.6108775, 120.9903393 14.6109233, 120.9905374 14.6111076, 120.9906532 14.6109934, 120.9904931 14.610843, 120.9904322 14.6107858, 120.9903603 14.610778, 120.9903491 14.61079, 120.9903292 14.6107874, 120.9903024 14.6108175, 120.9903024 14.6108486, 120.9902826 14.6108705, 120.99029 14.6108775))"
105158,,hospital,,UST Hospital,"POLYGON ((120.9900931 14.6115247, 120.9905139 14.6111018, 120.9899576 14.6105836, 120.9895369 14.6110065, 120.9900931 14.6115247), (120.9898146 14.6111148, 120.9897044 14.6110143, 120.9899127 14.6108003, 120.990023 14.6109007, 120.9898146 14.6111148), (120.990077 14.6113564, 120.9899567 14.6112408, 120.990165 14.6110377, 120.9902854 14.6111532, 120.990077 14.6113564))"
7039951486,doctors,,,,POINT (120.99028860000001 14.6112528)
,hospital,,hospital,University of Santo Tomas Hospital,"POLYGON ((120.989308 14.6112414, 120.9902858 14.6121245, 120.9910805 14.6113512, 120.9906743 14.6109746, 120.9900619 14.610414, 120.9895059 14.6110139, 120.989308 14.6112414))"
,,hospital,,UST Hospital Extension Building,"POLYGON ((120.9909663 14.6113648, 120.9906665 14.6110803, 120.9901569 14.6115831, 120.9904567 14.6118676, 120.9909663 14.6113648))"
6011953702,hospital,,hospital,Ambulatory CPU Lingap Bata – UST Medical Social Service Dapartment,POINT (120.99007100000001 14.6115031)
,,hospital,,,"POLYGON ((120.9903458 14.6119342, 120.9903304 14.6118953, 120.9903023 14.611841, 120.9902624 14.6118013, 120.9902175 14.6117691, 120.9901714 14.6117401, 120.9901254 14.6117193, 120.9900541 14.6117878, 120.9900672 14.6118376, 120.9900952 14.6118812, 120.9901353 14.6119227, 120.9901813 14.6119632, 120.9902258 14.6119897, 120.9902745 14.6120026, 120.9903458 14.6119342))"
255051235,hospital,,hospital,UST Hospital Clinical Division,POINT (120.98981930000001 14.612247700000001)
,,hospital,,Hospital Clinical and OPD,"POLYGON ((120.9896268 14.6127531, 120.990225 14.6121409, 120.9899131 14.6118555, 120.9898044 14.6119668, 120.9899876 14.6121344, 120.9898672 14.6122576, 120.9896824 14.6120885, 120.9895364 14.6122379, 120.9897239 14.6124094, 120.9895944 14.6125419, 120.9894052 14.6123688, 120.9893115 14.6124647, 120.9896268 14.6127531))"
8345877668,doctors,,,,POINT (120.9816411 14.6129879)
8345877669,clinic,,,Manila Social Hygiene Clinic,POINT (120.9816425 14.613035900000002)
,hospital,hospital,hospital,Perpetual Help Hospital,"POLYGON ((120.9884754 14.6134327, 120.9882907 14.6132663, 120.98821 14.6133516, 120.9883925 14.6135175, 120.9884754 14.6134327))"
,,hospital,,,"POLYGON ((120.9802949 14.6134535, 120.9802967 14.6135329, 120.9806589 14.6135251, 120.9806597 14.6135627, 120.9810566 14.6135542, 120.981054 14.6134373, 120.9802949 14.6134535))"
,,hospital,,,"POLYGON ((120.9802394 14.6135548, 120.9802401 14.6135067, 120.980161 14.6135057, 120.9801603 14.6135537, 120.9802394 14.6135548))"
,,hospital,,,"POLYGON ((120.9802394 14.6135548, 120.9801603 14.6135537, 120.9801588 14.6136498, 120.9802387 14.6136505, 120.9802394 14.6135548))"
,,hospital,,,"POLYGON ((120.9822453 14.613779, 120.9822476 14.6137312, 120.9822457 14.6136724, 120.9822388 14.6134597, 120.9820918 14.6134642, 120.9821001 14.6137185, 120.9820387 14.6137203, 120.9820401 14.6137827, 120.9822453 14.613779))"
,,hospital,,,"POLYGON ((120.9810078 14.6137531, 120.9810058 14.6135807, 120.9807892 14.613583, 120.9807911 14.6137553, 120.9810078 14.6137531))"
,hospital,yes,hospital,,"POLYGON ((121.0036733 14.6088479, 121.0036616 14.6087791, 121.0035959 14.6087896, 121.0036076 14.6088584, 121.0036733 14.6088479))"
,hospital,yes,hospital,St. Francis General Hospital,"POLYGON ((121.0039931 14.6088221, 121.0038427 14.6089368, 121.003873 14.6090529, 121.0039106 14.6090674, 121.0039733 14.6090145, 121.0040726 14.6089242, 121.0039931 14.6088221))"
4175928492,clinic,,,Cebu Health Center,POINT (121.00708580000001 14.6106645)
11499298247,clinic,,clinic,Mothercare Women’s Clinic,POINT (120.99827020000001 14.6140857)
6997908886,doctors,,speech_therapist,"S.i.b.o.l. Therapy Center, Inc.",POINT (120.9999837 14.615069)
7735520987,clinic,,,Kalayaan Health Center,POINT (121.01767790000001 14.615538800000001)
9283649383,doctors,,,WLK Medical Clinic,POINT (120.99987340000001 14.615852)
,hospital,,hospital,Quezon Institute Compound,"POLYGON ((121.0135044 14.6186161, 121.0135644 14.6183265, 121.0140771 14.6160518, 121.0139671 14.6160311, 121.0141978 14.6151123, 121.0107484 14.6143765, 121.0107646 14.6146972, 121.0104667 14.6146949, 121.010507 14.6165943, 121.0105124 14.617321, 121.0105365 14.6183643, 121.0135044 14.6186161))"
,hospital,,,United Doctors Medical Center,"POLYGON ((121.0019511 14.6174688, 121.0019863 14.6168597, 121.0017275 14.6166351, 121.0016799 14.6174507, 121.0019511 14.6174688))"
7123727685,doctors,,,,POINT (121.0017985 14.617089400000001)
,,hospital,,,"POLYGON ((120.981245 14.6139203, 120.9812303 14.613434, 120.981054 14.6134373, 120.9810566 14.6135542, 120.9810669 14.6139253, 120.981245 14.6139203))"
,,hospital,,,"POLYGON ((120.9807557 14.6135809, 120.9802524 14.6135939, 120.9802578 14.6137907, 120.9807611 14.6137778, 120.9807557 14.6135809))"
,,hospital,,,"POLYGON ((120.9892989 14.6137354, 120.9892187 14.613668, 120.9890623 14.6138372, 120.9891343 14.6139014, 120.9892989 14.6137354))"
