osm_id,power,voltage,utility,name,geometry
100132769,line,230000,,Bay-Batangas,"LINESTRING (121.2121991 14.0907381, 121.2125883 14.0880205, 121.2130695 14.0852675, 121.2129898 14.0820364, 121.2129253 14.07828, 121.2128877 14.0766045, 121.21284810563324 14.075338118147869)"
1085435442,tower,,,,POINT (121.09921070000001 14.0931051)
1085435445,tower,,,,POINT (121.0960349 14.0940104)
1085435451,tower,,,,POINT (121.09221550000001 14.094707600000001)
1103229059,tower,,,,POINT (121.12002930000001 14.0757258)
1085435486,tower,,,,POINT (121.08071410000001 14.1022928)
1085435485,tower,,,,POINT (121.07790320000001 14.102896300000001)
1085435488,tower,,,,POINT (121.07497420000001 14.1051023)
1085435463,tower,,,,POINT (121.0718623 14.1074128)
4943364787,pole,,,,POINT (121.0705047 14.2206197)
4943364786,pole,,,,POINT (121.07152760000001 14.221134600000001)
4943364785,pole,,,,POINT (121.07237110000001 14.2215877)
4943364784,pole,,,,POINT (121.0739898 14.2224202)
4943364783,pole,,,,POINT (121.07573730000001 14.2231339)
1103229044,tower,,,,POINT (121.1176786 14.0778607)
1103229061,tower,,,,POINT (121.1145364 14.0798778)
1103229054,tower,,,,POINT (121.11004430000001 14.0826357)
1085435478,tower,,,,POINT (121.10743230000001 14.0865904)
1085435438,tower,,,,POINT (121.10510620000001 14.0901399)
1085435475,tower,,,,POINT (121.1034051 14.092459900000001)
,generator,,,,"POLYGON ((121.119287 14.1265492, 121.1192881 14.1265154, 121.118956 14.1265091, 121.118956 14.1265429, 121.119287 14.1265492))"
,generator,,,,"POLYGON ((121.1193678 14.1266039, 121.1193687 14.1265701, 121.118956 14.1265597, 121.118956 14.1265935, 121.1193678 14.1266039))"
,generator,,,,"POLYGON ((121.118866 14.1266172, 121.1188655 14.126651, 121.1193664 14.1266621, 121.1193672 14.1266283, 121.118866 14.1266172))"
,generator,,,,"POLYGON ((121.1194732 14.1266634, 121.1194736 14.1266296, 121.1193932 14.1266289, 121.1193921 14.1266627, 121.1194732 14.1266634))"
,generator,,,,"POLYGON ((121.1188653 14.1266666, 121.1188649 14.1267003, 121.1193652 14.1267114, 121.119366 14.1266776, 121.1188653 14.1266666))"
,generator,,,,"POLYGON ((121.119551 14.1267181, 121.1195513 14.1266843, 121.1193914 14.1266822, 121.1193903 14.126716, 121.119551 14.1267181))"
,generator,,,,"POLYGON ((121.1188647 14.1267187, 121.1188643 14.1267524, 121.1193639 14.1267635, 121.1193647 14.1267298, 121.1188647 14.1267187))"
,generator,,,,"POLYGON ((121.1196371 14.1267687, 121.1196378 14.1267349, 121.1193897 14.1267321, 121.1193886 14.1267659, 121.1196371 14.1267687))"
,generator,,,,"POLYGON ((121.1193624 14.1268226, 121.1193633 14.1267888, 121.118773 14.1267768, 121.1187723 14.1268106, 121.1193624 14.1268226))"
,generator,,,,"POLYGON ((121.1197183 14.126826, 121.1197195 14.1267922, 121.1193879 14.1267859, 121.1193868 14.1268197, 121.1197183 14.126826))"
,generator,,,,"POLYGON ((121.1193611 14.1268759, 121.119362 14.1268421, 121.1187719 14.1268301, 121.1187713 14.1268639, 121.1193611 14.1268759))"
,generator,,,,"POLYGON ((121.1198051 14.126885, 121.1198063 14.1268512, 121.119386 14.1268418, 121.1193849 14.1268756, 121.1198051 14.126885))"
,generator,,,,"POLYGON ((121.1193599 14.1269266, 121.1193607 14.1268928, 121.118771 14.1268808, 121.1187703 14.1269146, 121.1193599 14.1269266))"
,generator,,,,"POLYGON ((121.1198871 14.12694, 121.1198898 14.1269063, 121.1193843 14.1268921, 121.1193832 14.1269259, 121.1198871 14.12694))"
,generator,,,,"POLYGON ((121.1193585 14.1269812, 121.1193594 14.1269474, 121.1187699 14.1269355, 121.1187693 14.1269693, 121.1193585 14.1269812))"
,generator,,,,"POLYGON ((121.1198827 14.1269951, 121.1198854 14.1269615, 121.1193823 14.1269506, 121.1193812 14.1269844, 121.1198827 14.1269951))"
,generator,,,,"POLYGON ((121.1193572 14.1270351, 121.119358 14.1270014, 121.1187689 14.1269894, 121.1187682 14.1270232, 121.1193572 14.1270351))"
,generator,,,,"POLYGON ((121.120048 14.1270535, 121.1200492 14.1270197, 121.1193805 14.1270045, 121.1193794 14.1270383, 121.120048 14.1270535))"
,generator,,,,"POLYGON ((121.11885 14.1270473, 121.1188486 14.127081, 121.1193558 14.1270923, 121.1193566 14.1270586, 121.11885 14.1270473))"
,generator,,,,"POLYGON ((121.1201403 14.1271059, 121.1201413 14.1270721, 121.1193787 14.1270565, 121.1193776 14.1270902, 121.1201403 14.1271059))"
,generator,,,,"POLYGON ((121.1189332 14.1271019, 121.1189319 14.1271357, 121.1193544 14.1271475, 121.1193553 14.1271137, 121.1189332 14.1271019))"
,generator,,,,"POLYGON ((121.120223 14.1271637, 121.1202241 14.1271299, 121.1193768 14.1271123, 121.1193757 14.1271461, 121.120223 14.1271637))"
,generator,,,,"POLYGON ((121.1190205 14.1271602, 121.1190192 14.127194, 121.119353 14.127206, 121.1193538 14.1271722, 121.1190205 14.1271602))"
,generator,,,,"POLYGON ((121.1203011 14.1272213, 121.1203021 14.1271875, 121.119375 14.127167, 121.1193739 14.1272008, 121.1203011 14.1272213))"
,generator,,,,"POLYGON ((121.1191025 14.1272168, 121.1191012 14.1272506, 121.1193517 14.1272597, 121.1193525 14.1272259, 121.1191025 14.1272168))"
,generator,,,,"POLYGON ((121.1193732 14.1272191, 121.1193721 14.1272529, 121.1202994 14.127275, 121.1203003 14.1272412, 121.1193732 14.1272191))"
,generator,,,,"POLYGON ((121.120403 14.1272766, 121.1204033 14.1272428, 121.1203226 14.1272421, 121.120322 14.1272759, 121.120403 14.1272766))"
,generator,,,,"POLYGON ((121.1191887 14.1272754, 121.1191885 14.1273092, 121.1193504 14.12731, 121.1193513 14.1272762, 121.1191887 14.1272754))"
,generator,,,,"POLYGON ((121.1193714 14.1272737, 121.1193702 14.1273075, 121.1202977 14.1273296, 121.1202986 14.1272959, 121.1193714 14.1272737))"
,generator,,,,"POLYGON ((121.1204845 14.1273336, 121.1204854 14.1272998, 121.1203216 14.1272958, 121.120321 14.1273296, 121.1204845 14.1273336))"
,generator,,,,"POLYGON ((121.119267 14.1273292, 121.1192669 14.127363, 121.1193491 14.1273633, 121.1193499 14.1273296, 121.119267 14.1273292))"
,generator,,,,"POLYGON ((121.1193695 14.1273279, 121.1193684 14.1273617, 121.120296 14.1273839, 121.1202968 14.1273501, 121.1193695 14.1273279))"
,generator,,,,"POLYGON ((121.1205717 14.1273921, 121.1205726 14.1273583, 121.1203205 14.1273517, 121.1203199 14.1273855, 121.1205717 14.1273921))"
,generator,,,,"POLYGON ((121.1193675 14.1273872, 121.1193664 14.127421, 121.1202943 14.1274386, 121.120295 14.1274048, 121.1193675 14.1273872))"
,generator,,,,"POLYGON ((121.1206588 14.1274458, 121.1206599 14.1274121, 121.1203196 14.127402, 121.1203189 14.1274358, 121.1206588 14.1274458))"
,generator,,,,"POLYGON ((121.1194492 14.1274441, 121.1194486 14.1274779, 121.1202926 14.1274934, 121.1202933 14.1274596, 121.1194492 14.1274441))"
,generator,,,,"POLYGON ((121.1207433 14.127507, 121.1207443 14.1274732, 121.1203185 14.1274605, 121.1203178 14.1274943, 121.1207433 14.127507))"
,generator,,,,"POLYGON ((121.1195326 14.127501, 121.1195319 14.1275348, 121.1202908 14.1275492, 121.1202915 14.1275154, 121.1195326 14.127501))"
,generator,,,,"POLYGON ((121.1207419 14.1275609, 121.120743 14.1275271, 121.1203174 14.1275145, 121.1203168 14.1275483, 121.1207419 14.1275609))"
,generator,,,,"POLYGON ((121.1196255 14.1275524, 121.1196246 14.1275862, 121.1202891 14.1276011, 121.1202899 14.1275673, 121.1196255 14.1275524))"
,generator,,,,"POLYGON ((121.1209122 14.1276194, 121.1209134 14.1275856, 121.1203164 14.1275666, 121.1203158 14.1276004, 121.1209122 14.1276194))"
,generator,,,,"POLYGON ((121.1197907 14.1276091, 121.1197898 14.1276429, 121.1202874 14.127655, 121.1202882 14.1276213, 121.1197907 14.1276091))"
,generator,,,,"POLYGON ((121.1209954 14.1276767, 121.1209965 14.1276429, 121.1203154 14.1276224, 121.1203147 14.1276562, 121.1209954 14.1276767))"
,generator,,,,"POLYGON ((121.1198754 14.1276699, 121.1198745 14.1277036, 121.1202855 14.1277136, 121.1202864 14.1276798, 121.1198754 14.1276699))"
,generator,,,,"POLYGON ((121.1210745 14.1277339, 121.1210756 14.1277001, 121.1203143 14.1276771, 121.1203137 14.1277109, 121.1210745 14.1277339))"
,generator,,,,"POLYGON ((121.1200352 14.1277245, 121.1200344 14.1277583, 121.1202839 14.1277639, 121.1202847 14.1277301, 121.1200352 14.1277245))"
,generator,,,,"POLYGON ((121.1211577 14.1277899, 121.1211587 14.1277561, 121.1203133 14.1277316, 121.1203126 14.1277654, 121.1211577 14.1277899))"
,generator,,,,"POLYGON ((121.1201226 14.1277827, 121.1201218 14.1278165, 121.1202822 14.1278198, 121.1202829 14.127786, 121.1201226 14.1277827))"
,generator,,,,"POLYGON ((121.1211563 14.1278432, 121.1211574 14.1278094, 121.1203122 14.127785, 121.1203116 14.1278187, 121.1211563 14.1278432))"
,generator,,,,"POLYGON ((121.1202044 14.1278391, 121.1202041 14.1278729, 121.1202807 14.1278736, 121.120281 14.1278398, 121.1202044 14.1278391))"
,generator,,,,"POLYGON ((121.1211537 14.1278998, 121.1211547 14.127866, 121.1203112 14.1278415, 121.1203105 14.1278753, 121.1211537 14.1278998))"
,generator,,,,"POLYGON ((121.1210847 14.1279448, 121.1210855 14.127911, 121.1203252 14.1278927, 121.1203243 14.1279265, 121.1210847 14.1279448))"
,generator,,,,"POLYGON ((121.1211076 14.1280015, 121.1211082 14.1279677, 121.120435 14.1279557, 121.1204344 14.1279895, 121.1211076 14.1280015))"
,generator,,,,"POLYGON ((121.1210411 14.1280554, 121.121042 14.1280216, 121.1205432 14.1280085, 121.1205422 14.1280423, 121.1210411 14.1280554))"
4894621668,pole,,,,POINT (121.0408096 14.094567300000001)
3649924031,tower,,,,POINT (121.04636110000001 14.119580500000001)
3649924032,tower,,,,POINT (121.04774800000001 14.120609000000002)
3649924033,tower,,,,POINT (121.0491719 14.12151)
1103229077,tower,,,,POINT (121.0505737 14.1383202)
1103229060,tower,,,,POINT (121.04936900000001 14.140099200000002)
1103229043,tower,,,,POINT (121.04963310000001 14.142830300000002)
1103229058,tower,,,,POINT (121.0498917 14.1452114)
4894621667,pole,,,,POINT (121.04208870000001 14.094677500000001)
497966843,line,69000,,Tanauan Disconnect Switch - Canyon Woods 69 kV Line,"LINESTRING (121.0441952 14.0948359, 121.0430686 14.0947549, 121.0420887 14.0946775, 121.0408096 14.0945673)"
4894621666,pole,,,,POINT (121.04306860000001 14.094754900000002)
4894621669,pole,,,,POINT (121.0441952 14.094835900000001)
4368246924,tower,,,,POINT (121.0395227 14.1149681)
3649924030,tower,,,,POINT (121.04290700000001 14.1171951)
1103229070,tower,,,,POINT (121.04456160000001 14.151433500000001)
1103229049,tower,,,,POINT (121.0411842 14.154334100000002)
1103229056,tower,,,,POINT (121.03926320000001 14.155681600000001)
3649924046,tower,,,,POINT (121.04343370000001 14.166753900000002)
4368246923,tower,,,,POINT (121.03100400000001 14.1091101)
6832016665,tower,,,,POINT (121.03576000000001 14.1124269)
1103229046,tower,,,,POINT (121.0338753 14.1561164)
403749756,tower,,,,POINT (121.0315049 14.156307600000002)
3649924049,tower,,,,POINT (121.0356469 14.178358900000001)
3649924050,tower,,,,POINT (121.03513860000001 14.1817902)
3649924051,tower,,,,POINT (121.0341003 14.1890373)
3649924052,tower,,,,POINT (121.0337374 14.191604600000002)
3649924053,tower,,,,POINT (121.0334717 14.193759400000001)
3649924054,tower,,,,POINT (121.03305680000001 14.1963799)
1103229055,tower,,,,POINT (121.0485919 14.148113200000001)
3649924044,tower,,,,POINT (121.04904400000001 14.1583962)
3649924045,tower,,,,POINT (121.04676 14.161783100000001)
1056357556,tower,,,,POINT (121.04626010000001 14.2203329)
2388131762,tower,,,,POINT (121.04707110000001 14.2215913)
1056357342,tower,,,,POINT (121.04778160000001 14.2226937)
1056357822,tower,,,,POINT (121.04954110000001 14.225454800000001)
10235466433,pole,,power,,POINT (121.0495037 14.283247000000001)
10235466431,pole,,power,,POINT (121.04979730000001 14.2832567)
10235466430,pole,,power,,POINT (121.05009910000001 14.283266800000002)
3649924047,tower,,,,POINT (121.04210540000001 14.1686744)
3649924048,tower,,,,POINT (121.0397372 14.1722435)
1076631640,tower,,,,POINT (121.03855480000001 14.2053559)
1076631701,tower,,,,POINT (121.03944000000001 14.2082005)
1076631605,tower,,,,POINT (121.04048900000001 14.2113981)
1076631680,tower,,,,POINT (121.04291610000001 14.215033600000002)
2387172524,tower,,,,POINT (121.0439503 14.2167326)
1056358348,tower,,,,POINT (121.0441287 14.217025600000001)
1118502678,minor_line,34500,,,"LINESTRING (121.0460155 14.2869977, 121.0459886 14.2873889, 121.0458968 14.287734, 121.0457379 14.2889517, 121.0457895 14.2892883, 121.0459337 14.2895515, 121.0460919 14.2898699, 121.0462891 14.2900271, 121.0464694 14.290367, 121.0463615 14.2908114, 121.0461141 14.2912871, 121.0458344 14.2917842, 121.0454629 14.2919759, 121.0451585 14.2921221, 121.0450318 14.2921858, 121.0448594 14.2922819, 121.0447622 14.2925081, 121.0448108 14.2927439)"
10542227147,pole,,power,,POINT (121.0446885 14.290886)
1076631828,tower,,,,POINT (121.0337664 14.198385100000001)
1076631779,tower,,,,POINT (121.03485880000001 14.201814400000002)
1076631459,tower,,,,POINT (121.03664380000001 14.203519100000001)
10205620581,pole,,power,,POINT (121.03531070000001 14.2985719)
10229727599,pole,,power,,POINT (121.03553470000001 14.2987564)
10229727601,pole,,power,,POINT (121.03571310000001 14.2991632)
10229727600,pole,,power,,POINT (121.0358848 14.2996362)
10229727602,pole,,power,,POINT (121.035976 14.299887100000001)
10205620582,pole,,power,,POINT (121.036224 14.300578400000001)
10205620583,pole,,power,,POINT (121.036326 14.3009176)
3649924034,tower,,,,POINT (121.05138710000001 14.124061600000001)
3649924035,tower,,,,POINT (121.0528264 14.125730500000001)
3649924036,tower,,,,POINT (121.0545848 14.1277106)
1103229079,tower,,,,POINT (121.0568635 14.130491000000001)
10962635008,tower,,,,POINT (121.05522300000001 14.130917100000001)
10962635007,tower,,,,POINT (121.05567070000001 14.131789300000001)
1103229068,tower,,,,POINT (121.05495020000001 14.1325643)
10962635009,tower,,,,POINT (121.05583010000001 14.1335587)
1103229062,tower,,,,POINT (121.0530102 14.134632300000002)
1085435472,tower,,,,POINT (121.0692659 14.110295)
1085435469,tower,,,,POINT (121.06724530000001 14.113086200000001)
1103229064,tower,,,,POINT (121.06509820000001 14.1158604)
1103229063,tower,,,,POINT (121.0628559 14.119356400000001)
4943364788,pole,,,,POINT (121.06919040000001 14.2199489)
,substation,,,Wyeth Substation,"POLYGON ((121.0688831 14.2206498, 121.0691428 14.2201539, 121.0690229 14.2200813, 121.0687586 14.2205836, 121.0688831 14.2206498))"
6910781652,pole,,,,POINT (121.0638796 14.2406412)
6163060282,pole,,,,POINT (121.06302400000001 14.2406646)
6163060887,pole,,,,POINT (121.0646655 14.2410195)
1103229069,tower,,,,POINT (121.0609582 14.122299900000002)
1103229050,tower,,,,POINT (121.0591169 14.125203800000001)
1103229047,tower,,,,POINT (121.0574778 14.127800700000002)
6163060281,pole,,,,POINT (121.0622462 14.240828400000002)
6163060280,pole,,,,POINT (121.06117060000001 14.241114300000001)
6163060279,pole,,,,POINT (121.0604088 14.2413457)
6163060278,pole,,,,POINT (121.05960950000001 14.241587500000001)
6163060277,pole,,,,POINT (121.05920180000001 14.241712300000001)
3649924037,tower,,,,POINT (121.0565361 14.137049600000001)
3649924038,tower,,,,POINT (121.05574100000001 14.139381100000001)
3649924039,tower,,,,POINT (121.05451160000001 14.143004600000001)
3649924040,tower,,,,POINT (121.05366020000001 14.145679800000002)
3649924041,tower,,,,POINT (121.0533499 14.149715700000002)
3649924042,tower,,,,POINT (121.0530348 14.1523126)
3649924043,tower,,,,POINT (121.05147500000001 14.1547)
403652907,tower,,,,POINT (121.0514715 14.228403400000001)
403652906,tower,,,,POINT (121.052114 14.2319413)
2271586986,tower,,,,POINT (121.05258520000001 14.2350025)
403652903,tower,,,,POINT (121.05293460000001 14.2371186)
403652902,tower,,,,POINT (121.053831 14.2395227)
1056358323,tower,,,,POINT (121.05461340000001 14.2418928)
1056358156,tower,,,,POINT (121.05552780000001 14.2442775)
1056358280,tower,,,,POINT (121.0565014 14.246747300000001)
1056357451,tower,,,,POINT (121.05635930000001 14.249435400000001)
1056358397,tower,,,,POINT (121.05624660000001 14.2521286)
1056358546,tower,,,,POINT (121.05621830000001 14.2547548)
5585628182,pole,,,,POINT (121.0568073 14.256490800000002)
1058278342,tower,,,,POINT (121.0561387 14.2571291)
6163060276,pole,,,,POINT (121.0588304 14.2418384)
6163060275,pole,,,,POINT (121.0584991 14.241945000000001)
6163060274,pole,,,,POINT (121.05800090000001 14.24211)
7516167663,pole,,,,POINT (121.05807870000001 14.242236700000001)
7516167662,pole,,,,POINT (121.0584448 14.242735900000001)
7516167661,pole,,,,POINT (121.05888870000001 14.2433312)
5585628144,pole,,,,POINT (121.05963440000001 14.2526954)
5585628147,pole,,,,POINT (121.05854280000001 14.2527097)
5585628145,pole,,,,POINT (121.059216 14.252828000000001)
5585628146,pole,,,,POINT (121.0588378 14.2528345)
5585628148,pole,,,,POINT (121.0576281 14.253396)
6329874535,pole,,,,POINT (121.05845420000001 14.2537924)
675899355,minor_line,34500,,,"LINESTRING (121.0584542 14.2537924, 121.0582772 14.2538288)"
5585628185,pole,,,,POINT (121.0582772 14.2538288)
5585628149,pole,,,,POINT (121.0576187 14.2538678)
675899354,cable,34500,,,"LINESTRING (121.0582772 14.2538288, 121.0581645 14.2541889)"
5585628186,pole,,,,POINT (121.0581645 14.2541889)
5585628191,pole,,,,POINT (121.0581324 14.254474900000002)
5585628150,pole,,,,POINT (121.05753750000001 14.254482600000001)
5585628190,pole,,,,POINT (121.05812030000001 14.254876500000002)
5585628181,pole,,,,POINT (121.0564157 14.2574371)
5585628167,pole,,,,POINT (121.0568757 14.2577172)
460149346,line,115000,,,"LINESTRING (121.057294 14.2634843, 121.0573496 14.2637228, 121.0571263 14.2636461, 121.0563082 14.2635629, 121.0557224 14.2632633, 121.054974 14.2629624, 121.0541627 14.26267, 121.0548761 14.2610739, 121.0553053 14.2601094, 121.0556218 14.2594154, 121.0559504 14.2585887, 121.0564157 14.2574371, 121.0568073 14.2564908, 121.057105 14.2558084, 121.0573505 14.2551975, 121.0575375 14.2544826, 121.0576187 14.2538678, 121.0576281 14.253396, 121.0585428 14.2527097, 121.0588378 14.2528345, 121.059216 14.252828, 121.0596344 14.2526954)"
5585628168,tower,,,,POINT (121.0565693 14.258497100000001)
5585628180,pole,,,,POINT (121.05595040000001 14.2585887)
5585628169,tower,,,,POINT (121.0563393 14.2590111)
5585628179,pole,,,,POINT (121.05562180000001 14.259415400000002)
460149347,line,115000,,,"LINESTRING (121.0571879 14.2633789, 121.0569358 14.2632821, 121.0564262 14.2633107, 121.0556325 14.2629845, 121.0547957 14.262605, 121.0551712 14.261677, 121.0555547 14.2607827, 121.0559115 14.2599613, 121.0563393 14.2590111, 121.0565693 14.2584971, 121.0568757 14.2577172, 121.0571735 14.2570218, 121.0578145 14.2555628)"
1058278129,tower,,,,POINT (121.0565598 14.2598531)
5585628170,pole,,,,POINT (121.05591150000001 14.2599613)
7472566562,pole,,,,POINT (121.1390291 14.1126649)
7472566565,pole,,,,POINT (121.14033 14.112732500000002)
7472566564,pole,,,,POINT (121.1399236 14.1129809)
7472566563,pole,,,,POINT (121.1392933 14.1130238)
6950217389,pole,,,,POINT (121.1395494 14.113134400000002)
6950217390,pole,,,,POINT (121.1393094 14.1133269)
6950217391,pole,,,,POINT (121.1389515 14.11354)
6950217392,pole,,,,POINT (121.1385819 14.113760200000002)
6950217393,pole,,,,POINT (121.13822440000001 14.1139731)
6950217394,pole,,,,POINT (121.13786180000001 14.114189000000001)
6950217395,pole,,,,POINT (121.13752670000001 14.114388600000002)
742385587,line,69000,,,"LINESTRING (121.1395494 14.1131344, 121.1393094 14.1133269, 121.1389515 14.11354, 121.1385819 14.1137602, 121.1382244 14.1139731, 121.1378618 14.114189, 121.1375267 14.1143886, 121.1371492 14.1146135, 121.1368121 14.1148142, 121.136456 14.1150263, 121.1360935 14.1152422, 121.1357364 14.1154549, 121.1353765 14.1156692, 121.1350138 14.1158852)"
6950217396,pole,,,,POINT (121.13714920000001 14.1146135)
6950217397,pole,,,,POINT (121.13681210000001 14.114814200000001)
6950217398,pole,,,,POINT (121.13645600000001 14.1150263)
6950217399,pole,,,,POINT (121.1360935 14.1152422)
6950217400,pole,,,,POINT (121.13573640000001 14.115454900000001)
6950217401,pole,,,,POINT (121.1353765 14.115669200000001)
6950217402,pole,,,,POINT (121.13501380000001 14.115885200000001)
7555411829,pole,,,,POINT (121.1409751 14.127118900000001)
5769360624,pole,,,,POINT (121.1620438 14.1186789)
5769360623,pole,,,,POINT (121.1618828 14.119026100000001)
5769360622,pole,,,,POINT (121.16171790000001 14.119363000000002)
5769360621,pole,,,,POINT (121.1615074 14.1196686)
5769360620,pole,,,,POINT (121.1612874 14.119820800000001)
609067874,minor_line,34500,,,"LINESTRING (121.1603852 14.1212063, 121.1607429 14.1210993, 121.1609039 14.1207377, 121.1610393 14.1204178, 121.1611667 14.1200952, 121.1612874 14.1198208, 121.1615074 14.1196686, 121.1617179 14.119363, 121.1618828 14.1190261, 121.1620438 14.1186789)"
5769360619,pole,,,,POINT (121.16116670000001 14.120095200000002)
5769360618,pole,,,,POINT (121.16103930000001 14.1204178)
,generator,,,Maibarara Steamfield,"POLYGON ((121.1650647 14.1392592, 121.1654348 14.1392358, 121.1669315 14.1387182, 121.1670388 14.1384789, 121.1667839 14.1377946, 121.1661295 14.1378258, 121.1657942 14.1377454, 121.1650164 14.1379324, 121.1650647 14.1392592))"
6312063839,pole,,,,POINT (121.1626111 14.1385927)
7555411830,pole,,,,POINT (121.1408289 14.127739)
7555411739,pole,,,,POINT (121.14074240000001 14.128178900000002)
7555411841,tower,,,,POINT (121.1407209 14.1285261)
7555411867,tower,,,,POINT (121.14067730000001 14.128982)
7555411853,tower,,,,POINT (121.14057000000001 14.129238800000001)
7555411866,pole,,,,POINT (121.14044670000001 14.129620500000001)
7555411854,pole,,,,POINT (121.14026360000001 14.1304464)
7555411855,pole,,,,POINT (121.14008890000001 14.131241600000001)
7555411856,pole,,,,POINT (121.13992990000001 14.1320528)
7555411857,pole,,,,POINT (121.13978080000001 14.1328133)
7555411852,pole,,,,POINT (121.13962120000001 14.133624800000002)
7555411858,pole,,,,POINT (121.13944350000001 14.134412300000001)
7555411825,pole,,,,POINT (121.13928560000001 14.135197100000001)
5298839968,pole,,,,POINT (121.12849650000001 14.135683100000001)
548497998,line,115000,,,"LINESTRING (121.1283862 14.1358262, 121.1284965 14.1356831)"
548498001,line,115000,,,"LINESTRING (121.1284965 14.1356831, 121.1289002 14.1358366)"
548497997,line,115000,,,"LINESTRING (121.1284643 14.1358483, 121.1284965 14.1356831)"
5298839969,pole,,,,POINT (121.1289002 14.135836600000001)
5298839962,pole,,,,POINT (121.1314617 14.1358457)
5298839963,pole,,,,POINT (121.13228110000001 14.1359165)
548497999,line,115000,,,"LINESTRING (121.1289002 14.1358366, 121.1287147 14.1360986)"
,substation,115000;34500,,FPIP Substation,"POLYGON ((121.1281079 14.136101, 121.1288857 14.1364038, 121.1291016 14.1358822, 121.1283238 14.1355795, 121.1281079 14.136101))"
7555411824,pole,,,,POINT (121.1391253 14.1359937)
548498000,line,115000,,,"LINESTRING (121.1289002 14.1358366, 121.1288059 14.1361525)"
5298839961,pole,,,,POINT (121.13066370000001 14.136073900000001)
5298839975,transformer,,,,POINT (121.1287147 14.1360986)
5298839976,transformer,,,,POINT (121.1288059 14.136152500000001)
5298839957,pole,,,,POINT (121.12833690000001 14.1361597)
2789731958,tower,,,,POINT (121.1317614 14.1361962)
5298839964,pole,,,,POINT (121.133071 14.136227400000001)
1076608974,tower,,,,POINT (121.15527900000001 14.122675800000001)
1076608683,tower,,,,POINT (121.1529079 14.124746300000002)
3655203734,tower,,,,POINT (121.1518817 14.127732400000001)
3655203758,tower,,,,POINT (121.15081260000001 14.130993400000001)
3655203768,tower,,,,POINT (121.14973990000001 14.134134300000001)
1076608681,tower,,,,POINT (121.14893780000001 14.1377044)
1076609050,tower,,,,POINT (121.14823810000001 14.140812100000002)
1076609016,tower,,,,POINT (121.1475827 14.143695500000002)
1076608434,tower,,,,POINT (121.14685120000001 14.146910100000001)
4690419125,pole,,,,POINT (121.1422802 14.149685000000002)
2789731956,tower,,,,POINT (121.1310777 14.136329700000001)
548497996,line,115000,,Canlubang - LISP II - CPIP - CIP2 - FPIP Subtransmission Line,"LINESTRING (121.1349459 14.1369335, 121.1340655 14.1365947, 121.133071 14.1362274, 121.1322811 14.1359165, 121.1314617 14.1358457, 121.1306637 14.1360739, 121.1300851 14.1364406, 121.1296881 14.1365525, 121.1290926 14.1365206, 121.1283369 14.1361597, 121.1284013 14.1359647)"
5298839960,pole,,,,POINT (121.1300851 14.1364406)
2789731959,tower,,,,POINT (121.1326095 14.136445700000001)
5298839956,pole,,,,POINT (121.1290926 14.1365206)
5298839959,pole,,,,POINT (121.12968810000001 14.1365525)
5298839965,pole,,,,POINT (121.1340655 14.136594700000002)
2789731952,tower,,,,POINT (121.12856710000001 14.136685300000002)
7555411842,pole,,,,POINT (121.13896820000001 14.136774500000001)
2789731960,tower,,,,POINT (121.13348230000001 14.136787700000001)
2789731955,tower,,,,POINT (121.1301246 14.136868400000001)
5298839966,pole,,,,POINT (121.1349459 14.136933500000001)
2789731954,tower,,,,POINT (121.1293835 14.1369617)
2789731961,tower,,,,POINT (121.13398070000001 14.1371774)
,generator,,,,"POLYGON ((121.1283394 14.1376356, 121.1286156 14.1370087, 121.1283928 14.1369164, 121.1281165 14.1375432, 121.1283394 14.1376356))"
2789731963,tower,,,,POINT (121.1347475 14.1374615)
7555411843,pole,,,,POINT (121.13881780000001 14.137522200000001)
,generator,,,,"POLYGON ((121.1285298 14.1380502, 121.1286654 14.1377444, 121.1285143 14.1376814, 121.1286154 14.1374532, 121.1287657 14.1375158, 121.1289203 14.137167, 121.128672 14.1370635, 121.1282806 14.1379462, 121.1285298 14.1380502))"
2789731965,tower,,,,POINT (121.1356513 14.1375603)
2789731964,tower,,,,POINT (121.13536540000001 14.1375735)
,plant,,,Maibarara Power Plant,"POLYGON ((121.163914 14.1380079, 121.1638282 14.1382864, 121.1638335 14.1393918, 121.1649279 14.1392722, 121.1648849 14.1379688, 121.1642037 14.138055, 121.163914 14.1380079))"
6312063838,pole,,,,POINT (121.1618466 14.1386967)
6312063837,pole,,,,POINT (121.161105 14.1387084)
4812604685,pole,,,,POINT (121.16297290000001 14.138951400000002)
,substation,115000,,,"POLYGON ((121.1647733 14.1392375, 121.1647746 14.1390022, 121.164155 14.1390087, 121.1641618 14.1391075, 121.1640156 14.1391348, 121.1640182 14.1392948, 121.1647733 14.1392375))"
4812604683,pole,,,,POINT (121.16379500000001 14.1392343)
4812604684,pole,,,,POINT (121.16350670000001 14.1392824)
6312063836,pole,,,,POINT (121.16126860000001 14.1394315)
6312063835,pole,,,,POINT (121.16128610000001 14.139812500000001)
6312063834,pole,,,,POINT (121.1613813 14.140375700000002)
5769361044,pole,,,,POINT (121.18277990000001 14.090092700000001)
5769361043,pole,,,,POINT (121.1830764 14.0902331)
5769361042,pole,,,,POINT (121.18330300000001 14.0904296)
5769361039,pole,,,,POINT (121.18364360000001 14.0905544)
