longitude_latitude,return_level
120.65055188710535_14.05006426866001,371.7705099654646
120.55055142967717_14.65006701322912,366.18468547231777
123.95056698223546_7.850035908112533,119.81526618335216
124.95057155651732_10.15004642896079,359.0232037263191
125.65057475851461_10.250046886388976,408.6028846745563
125.35057338623005_6.150028131833386,108.93275967403102
125.35057338623005_7.550034535827978,213.8892041024694
124.35056881194821_8.250037737825274,165.5643505541503
125.25057292880187_6.850031333830682,117.0402863452494
125.35057338623005_6.550029961546127,95.77456399418679
124.95057155651732_5.9500272169770145,83.95797235850162
126.05057658822736_8.550039110109829,331.28307501987774
123.95056698223546_12.050055120096307,282.75538006431094
123.05056286538179_10.050045971532606,261.3252714462587
125.7505752159428_7.450034078399792,208.71792675737174
123.25056378023817_10.850049630958086,301.90327364775777
124.45056926937639_11.450052375527196,370.218994083458
125.35057338623005_8.650039567538014,239.63156720485227
120.15054959996442_15.350070215226417,432.95683164618634
121.95055783367177_18.1500830232156,422.15929896801015
122.45056012081268_16.850077076649193,378.15313823019545
121.35055508910266_14.85006792808549,213.99924229214784
125.85057567337098_9.250042312107125,368.00734761127484
123.85056652480728_8.250037737825274,173.2887919673144
123.45056469509454_13.25006060923453,441.0872773873364
126.25057750308372_8.850040482394384,395.3183431064623
122.3505596633845_16.75007661922101,387.9653745121032
120.45055097224899_14.85006792808549,345.6346311575136
120.3505505148208_15.250069757798233,397.8760308905519
121.35055508910266_17.250078906361935,505.41376048226937
124.35056881194821_6.550029961546127,88.10082545672734
121.85055737624357_16.250074332080082,398.8353095470626
125.25057292880187_7.550034535827978,412.1699475052705
123.95056698223546_10.850049630958086,333.9935364699875
125.0505720139455_7.2500331635434225,134.9565092875506
125.85057567337098_8.250037737825274,248.01198191376525
125.25057292880187_12.250056034952678,395.75466227752423
121.15055417424628_14.65006701322912,256.7979519440439
125.45057384365825_7.2500331635434225,176.7614848372221
120.55055142967717_17.150078448933748,669.1861963097112
121.65055646138721_18.250083480643784,445.31599146992244
122.15055874852813_17.55008027864649,343.8287892064436
126.05057658822736_8.350038195253457,292.80681109945806
122.25055920595632_16.550075704364637,377.7140658740347
121.95055783367177_16.75007661922101,388.56703393152077
117.6505381642598_8.95004093982257,209.20368161982714
124.85057109908912_10.950050088386272,379.4374078728555
125.0505720139455_8.350038195253457,200.93226482246763
125.45057384365825_12.150055577524494,395.03725570448546
124.15056789709183_6.450029504117941,99.21384603946176
122.15055874852813_16.450075246936454,356.9995357491679
121.85055737624357_16.35007478950827,411.0929340243528
125.55057430108643_9.050041397250753,364.47250252172864
117.95053953654435_9.150041854678939,220.65632966320803
119.95054868510806_11.850054205239939,460.3611802339361
121.25055463167446_13.05005969437816,256.81149059052336
125.15057247137369_7.750035450684347,220.599074593566
120.75055234453355_15.850072502367343,516.6748597361254
122.15055874852813_17.250078906361935,349.94676926636566
122.85056195052543_14.05006426866001,540.1188006794736
121.65055646138721_16.250074332080082,393.35384716113685
120.9505532593899_16.650076161792825,412.9302442682158
121.55055600395902_13.950063811231825,332.6869380722055
123.15056332280999_10.350047343817161,261.2106135099789
125.85057567337098_7.2500331635434225,187.17846416307137
118.75054319596984_9.95004551410442,265.9823280705335
124.65057018423276_7.350033620971606,111.69440699002955
117.75053862168798_8.95004093982257,193.7427236347488
125.35057338623005_7.450034078399792,209.37644901341372
120.65055188710535_16.1500738746519,572.0727525304344
124.35056881194821_6.350029046689755,82.4947889858236
122.05055829109995_6.750030876402496,144.07907543542478
121.25055463167446_12.950059236949974,254.7685646681121
125.65057475851461_8.95004093982257,338.9264300223656
120.45055097224899_16.550075704364637,806.416170439553
124.95057155651732_8.550039110109829,197.52636430746918
121.45055554653084_18.250083480643784,448.0762294603833
123.95056698223546_12.850058779521788,450.5457680442877
121.15055417424628_14.25006518351638,275.90688857484827
124.85057109908912_12.050055120096307,351.7890472254625
124.75057064166094_6.6500304189743105,89.97987672415161
122.95056240795361_10.550048258673531,262.8031183830221
125.55057430108643_8.150037280397088,257.10766588880904
125.25057292880187_6.2500285892615715,97.68076786406581
124.75057064166094_7.550034535827978,140.4882768864394
125.25057292880187_7.050032248687051,126.30842598081983
124.65057018423276_11.050050545814457,371.82584769477705
120.55055142967717_17.250078906361935,641.2242367436854
125.35057338623005_7.2500331635434225,165.61187108354062
123.35056423766635_10.450047801245345,236.52495178670034
123.7505660673791_13.150060151806343,466.5924093400974
123.55056515252272_12.950059236949974,491.7994439161606
124.45056926937639_7.2500331635434225,112.13408739091818
125.0505720139455_11.350051918099012,397.48729307414914
121.85055737624357_18.8500862252129,411.22765916669584
122.65056103566906_14.05006426866001,497.026081779198
120.65055188710535_15.150069300370047,361.317106082696
123.7505660673791_8.450038652681643,211.52261454834684
119.95054868510806_16.050073417223715,693.9240617730973
125.85057567337098_7.850035908112533,261.8418244042346
120.45055097224899_17.450079821218306,597.3871805202245
120.55055142967717_16.250074332080082,581.1657543219451
123.7505660673791_10.550048258673531,293.4860064697231
124.85057109908912_8.650039567538014,198.63612046146977
124.55056972680457_7.450034078399792,109.52983638052933
122.15055874852813_18.450084395500156,470.31242052030984
126.15057704565554_6.750030876402496,185.65157454006516
124.65057018423276_7.850035908112533,156.69030168444732
123.35056423766635_12.45005694980905,322.340502695322
121.75055691881539_16.650076161792825,386.879761376935
120.3505505148208_14.750067470657307,360.4042526211241
125.25057292880187_11.750053747811751,419.85832102224975
122.05055829109995_16.450075246936454,378.3151453938614
125.65057475851461_9.850045056676235,450.0356531230401
122.15055874852813_7.050032248687051,133.6379711350383
124.55056972680457_11.050050545814457,389.63736338819115
126.35057796051191_7.750035450684347,251.3099874084188
124.55056972680457_6.2500285892615715,73.12513241927576
125.85057567337098_7.550034535827978,227.0332116079932
125.7505752159428_9.55004368439168,451.76693872583917
124.65057018423276_8.450038652681643,174.06386984606576
122.05055829109995_16.250074332080082,336.0632582333775
123.15056332280999_10.850049630958086,323.3382968874489
123.15056332280999_9.95004551410442,274.2590485803573
121.65055646138721_17.150078448933748,415.85839153662005
121.45055554653084_17.75008119350286,513.7980581615716
122.55056057824088_14.25006518351638,549.4281639489684
120.3505505148208_16.75007661922101,779.0921089892082
121.65055646138721_14.05006426866001,308.919954110645
120.25055005739262_15.550071130082788,426.0284995353196
122.05055829109995_10.750049173529902,356.42605855425177
126.15057704565554_7.850035908112533,258.33094092225906
120.9505532593899_13.950063811231825,289.53352976176325
122.25055920595632_7.150032706115237,104.03789656087127
126.05057658822736_7.9500363655407185,267.00634236608994
122.3505596633845_11.150051003242641,347.3538637930794
124.75057064166094_8.150037280397088,209.2674043962303
120.85055280196173_16.550075704364637,505.20714254293625
121.45055554653084_16.050073417223715,371.4819649463471
122.3505596633845_13.850063353803641,456.3085990368016
123.15056332280999_10.650048716101717,240.27991738919317
125.0505720139455_6.0500276744052,101.91282757712113
125.7505752159428_8.150037280397088,264.2283183816266
125.35057338623005_8.550039110109829,230.29348354172606
121.35055508910266_14.750067470657307,210.51929748255415
124.05056743966365_8.050036822968902,156.2548326793916
124.25056835452001_6.750030876402496,92.73136529514098
122.95056240795361_7.9500363655407185,159.63171651795685
122.05055829109995_11.250051460670827,314.77092524358613
121.45055554653084_14.85006792808549,233.76488878789323
124.95057155651732_6.950031791258866,106.0607040149969
122.25055920595632_10.750049173529902,301.1292535905188
124.75057064166094_9.150041854678939,257.35661958911214
123.55056515252272_13.350061066662715,449.18533494766393
124.65057018423276_7.6500349932561615,136.22376907831662
123.45056469509454_8.450038652681643,217.89757603672643
121.0505537168181_18.050082565787417,559.2860204618568
125.55057430108643_10.350047343817161,392.67498705920246
120.25055005739262_15.850072502367343,611.3356579496731
120.05054914253624_15.450070672654602,421.51309405090785
125.25057292880187_11.650053290383568,433.46868608826634
124.15056789709183_7.150032706115237,101.94054583818841
121.25055463167446_14.350065640944566,277.4448901626265
123.6505656099509_12.250056034952678,295.15478017229765
123.05056286538179_10.15004642896079,291.93883643291076
121.35055508910266_15.850072502367343,372.8661089751748
120.65055188710535_15.650071587510972,421.47703643022396
126.25057750308372_8.250037737825274,288.1320494603391
123.95056698223546_10.450047801245345,285.78588507130956
119.95054868510806_15.550071130082788,463.1887458084502
125.35057338623005_11.250051460670827,407.53407113079527
