longitude_latitude,return_level
120.65055188710535_14.05006426866001,227.21606049809358
120.55055142967717_14.65006701322912,216.15242962422528
123.95056698223546_7.850035908112533,112.33330898219378
124.95057155651732_10.15004642896079,270.20046487359815
125.65057475851461_10.250046886388976,260.60262211434997
125.35057338623005_6.150028131833386,44.039005885535516
125.35057338623005_7.550034535827978,98.74038010086011
124.35056881194821_8.250037737825274,142.71100602087319
125.25057292880187_6.850031333830682,70.0111388012201
125.35057338623005_6.550029961546127,74.50615677629885
124.95057155651732_5.9500272169770145,45.481776107041355
126.05057658822736_8.550039110109829,193.86479956354168
123.95056698223546_12.050055120096307,252.1323180820825
123.05056286538179_10.050045971532606,-inf
125.7505752159428_7.450034078399792,111.84308636617611
123.25056378023817_10.850049630958086,-inf
124.45056926937639_11.450052375527196,282.5416237280565
125.35057338623005_8.650039567538014,171.53007890803568
120.15054959996442_15.350070215226417,282.5754626259251
121.95055783367177_18.1500830232156,281.9832108248875
122.45056012081268_16.850077076649193,256.42605652421986
121.35055508910266_14.85006792808549,192.59161306576115
125.85057567337098_9.250042312107125,270.7897268477877
123.85056652480728_8.250037737825274,139.2948074886225
123.45056469509454_13.25006060923453,319.5372865030427
126.25057750308372_8.850040482394384,238.10704379519333
122.3505596633845_16.75007661922101,273.49166874322015
120.45055097224899_14.85006792808549,225.09590572183538
120.3505505148208_15.250069757798233,254.23279272554902
121.35055508910266_17.250078906361935,232.4335558120966
124.35056881194821_6.550029961546127,64.24213056440112
121.85055737624357_16.250074332080082,264.58308556605954
125.25057292880187_7.550034535827978,99.40617408194272
123.95056698223546_10.850049630958086,-inf
125.0505720139455_7.2500331635434225,71.73478919793915
125.85057567337098_8.250037737825274,163.19256652962076
125.25057292880187_12.250056034952678,285.0714322608565
121.15055417424628_14.65006701322912,204.53088198353242
125.45057384365825_7.2500331635434225,86.63922629087814
120.55055142967717_17.150078448933748,291.4091289374768
121.65055646138721_18.250083480643784,270.6262302595422
122.15055874852813_17.55008027864649,266.02124729070437
126.05057658822736_8.350038195253457,170.30188908120866
122.25055920595632_16.550075704364637,272.1130959937694
121.95055783367177_16.75007661922101,234.40436265591683
117.6505381642598_8.95004093982257,155.67862805050405
124.85057109908912_10.950050088386272,266.84788647427166
125.0505720139455_8.350038195253457,143.4804650651916
125.45057384365825_12.150055577524494,308.7751229155406
124.15056789709183_6.450029504117941,75.10320068374278
122.15055874852813_16.450075246936454,266.3550581662753
121.85055737624357_16.35007478950827,263.7908106265496
125.55057430108643_9.050041397250753,268.49408143570787
117.95053953654435_9.150041854678939,113.75701407265059
119.95054868510806_11.850054205239939,209.31043931583895
121.25055463167446_13.05005969437816,-inf
125.15057247137369_7.750035450684347,99.29267722408498
120.75055234453355_15.850072502367343,323.4548243805799
122.15055874852813_17.250078906361935,243.61929971780083
122.85056195052543_14.05006426866001,332.65588860663536
121.65055646138721_16.250074332080082,233.54270108857133
120.9505532593899_16.650076161792825,288.227996472499
121.55055600395902_13.950063811231825,265.41176241930447
123.15056332280999_10.350047343817161,-inf
125.85057567337098_7.2500331635434225,108.07792174247561
118.75054319596984_9.95004551410442,141.60168775918712
124.65057018423276_7.350033620971606,88.54314244382192
117.75053862168798_8.95004093982257,127.64124972072561
125.35057338623005_7.450034078399792,100.67628220333317
120.65055188710535_16.1500738746519,297.89528864956657
124.35056881194821_6.350029046689755,62.19132111090886
122.05055829109995_6.750030876402496,88.17321136619888
121.25055463167446_12.950059236949974,-inf
125.65057475851461_8.95004093982257,260.3923936561431
120.45055097224899_16.550075704364637,351.8520348714004
124.95057155651732_8.550039110109829,137.60378210767712
121.45055554653084_18.250083480643784,295.76713539621056
123.95056698223546_12.850058779521788,286.81951076012075
121.15055417424628_14.25006518351638,231.57383656412688
124.85057109908912_12.050055120096307,299.6802209241394
124.75057064166094_6.6500304189743105,64.91604226335069
122.95056240795361_10.550048258673531,199.51703081367538
125.55057430108643_8.150037280397088,177.48899247828558
125.25057292880187_6.2500285892615715,58.59576794298858
124.75057064166094_7.550034535827978,81.47426730922788
125.25057292880187_7.050032248687051,76.68763257046918
124.65057018423276_11.050050545814457,251.28120683019037
120.55055142967717_17.250078906361935,313.66309380839954
125.35057338623005_7.2500331635434225,81.17354346177191
123.35056423766635_10.450047801245345,-inf
123.7505660673791_13.150060151806343,303.61051125322365
123.55056515252272_12.950059236949974,299.8644759584722
124.45056926937639_7.2500331635434225,81.4928967025771
125.0505720139455_11.350051918099012,277.0846631618251
