longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_250years,return_level_500years,return_level_1000years
124.55056972680457_6.750030876402496,85.38099950250633,95.40092126409766,97.65881185493245,98.47619361977382,98.81893829291718,98.89617242617317,98.92413205025903
125.15057247137369_11.650053290383568,356.34600473713186,392.3371781329765,402.1411319916139,406.28872323667446,408.3546077105382,408.91735224337896,409.1554229576306
126.35057796051191_7.850035908112533,211.09685468818293,239.5011260786406,245.38111405294757,247.36710831958766,248.1387788354761,248.2985228856289,248.35247720817506
125.35057338623005_7.750035450684347,148.39249026678357,199.92013534100565,238.89929409669617,277.8784528523867,329.40609792660877,368.3852566822993,407.36441543798986
123.85056652480728_10.450047801245345,242.29981116492783,262.0245377009956,266.1425876475232,267.5431542417338,268.0915072687055,268.20599023247536,268.2449263835042
120.65055188710535_16.1500738746519,459.30679798671144,546.2691299676969,572.0727525304344,583.7880366905166,590.099782578802,591.9726153893207,592.8229133855114
123.15056332280999_9.250042312107125,172.85923468989586,204.88661909598312,229.1144001152043,253.34218113442546,285.36956554051267,309.59734655973386,333.82512757895506
126.05057658822736_8.250037737825274,225.0780409520344,260.5354637323185,269.9287310262296,273.81240956655785,275.6982454439647,276.1978350666708,276.4043921075772
120.25055005739262_12.050055120096307,239.81377314261363,331.40885045630455,400.6978516265954,469.98685279688624,561.5819301105771,630.870931280868,700.159932451159
124.25056835452001_7.750035450684347,118.86798370225341,126.83516325836055,128.14526712600465,128.5122233218554,128.62844928948834,128.64756120841074,128.65291440004415
121.0505537168181_17.050077991505564,332.8643690094599,445.5000453553639,530.7056452526119,615.91124514986,728.5469214957639,813.7525213930119,898.95812129026
120.55055142967717_6.350029046689755,88.57636891969878,99.48122479199223,101.96546273263218,102.87284945558842,103.25709250780264,103.34462701352345,103.37659965470738
122.45056012081268_11.050050545814457,251.4814087872644,338.52602974061006,404.3727435596113,470.2194573786125,557.2640783319582,623.1107921509595,688.9575059699606
120.75055234453355_16.050073417223715,373.7597261647542,475.26256288157674,552.0464947076654,628.830426533754,730.3332632505765,807.1171950766651,883.9011269027537
122.05055829109995_18.050082565787417,333.1585488931187,356.8956007391279,361.77634563407577,363.4157781799129,364.04895057811564,364.17914168062487,364.2228726141659
120.3505505148208_16.450075246936454,521.2102783164848,684.0363301073364,807.2094833375243,930.3826365677123,1093.2086883585637,1216.3818415887517,1339.5549948189396
121.85055737624357_16.35007478950827,308.13316819428553,366.7505764566169,411.0929340243528,455.4352915920887,514.0526998544201,558.395057422156,602.7374149898919
124.15056789709183_13.550061981519086,517.2139061009598,589.9583153416884,605.7701037447143,611.3277702327905,613.583828097271,614.0742068074767,614.2465694305215
121.0505537168181_18.350083938071972,382.69095923278564,453.3100338513997,506.73130153739373,560.1525692233878,630.7716438420018,684.1929115279959,737.6141792139899
126.25057750308372_8.750040024966198,267.7325034752563,333.4855252153357,383.2257660002795,432.96600678522327,498.7190285253027,548.4592693102464,598.1995100951902
121.25055463167446_17.850081650931045,400.20928180431815,499.41241160460663,574.4566823058366,649.5009530070665,748.704082807355,823.7483535085848,898.7926242098149
121.45055554653084_16.450075246936454,372.47788489779265,422.23614208828883,433.48957137387754,437.5756014465977,439.29458682788936,439.68335607994067,439.82451508266934
120.9505532593899_14.950068385513678,240.6711899165373,258.35187051912453,262.0195919928121,263.2604905616836,263.7435494616968,263.84375632253307,263.87765926502607
122.3505596633845_11.150051003242641,283.87512648033885,335.6547290853059,347.3538637930794,351.5983259363485,353.38239037512665,353.7854836617988,353.93172645993917
125.45057384365825_9.55004368439168,348.29166236712723,385.79212722714664,395.74167841470296,399.8604860990186,401.86326020535023,402.3946323780004,402.61460408794846
120.9505532593899_5.9500272169770145,141.38149577025627,157.15071203821415,159.0536473392675,159.46901449840678,159.5694859455167,159.5816102426412,159.5842566988031
122.15055874852813_11.450052375527196,242.41630747596128,293.9768110199906,332.98082624853646,371.9848414770822,423.54534502111153,462.5493602496574,501.55337547820324
120.55055142967717_17.850081650931045,436.52315407531,519.4877808196773,582.2480981661638,645.0084155126503,727.9730422570177,790.7333596035043,853.4936769499909
120.05054914253624_11.750053747811751,277.080278440652,349.9579169987542,405.087722348955,460.2175276991559,533.095166257258,588.2249716074589,643.3547769576597
122.55056057824088_13.550061981519086,393.2148116186902,454.83153260302504,501.442782657125,548.054032711225,609.6707536955598,656.2820037496598,702.8932538037598
121.55055600395902_17.150078448933748,375.0169022809449,425.33382574336974,434.58674745485325,437.424599813741,438.416812165086,438.59927290744474,438.655233247784
119.95054868510806_16.1500738746519,629.3339656253485,718.6560818546465,733.3501634090687,737.4673314493739,738.7718433784165,738.9864442576081,739.0465737647132
124.05056743966365_8.050036822968902,147.93300566317134,155.2442792901507,156.2548326793916,156.50083986050393,156.5677697069466,156.5770206509838,156.57927268307776
122.45056012081268_9.850045056676235,207.57645052609243,252.26156673448713,286.0645522230452,319.8675377116032,364.5526539199979,398.35563940855593,432.158624897114
120.85055280196173_16.75007661922101,326.4630450682452,395.96644416541096,448.54373590009334,501.12102763477566,570.6244267319414,623.2017184666238,675.7790102013062
