Dataset,Category,Total_Count,Average_Per_Year
hist-1950,Tropical Depression + Tropical Storm,540,8.307692307692308
hist-1950,Category 1-2,223,3.4307692307692306
hist-1950,Category 3-5,46,0.7076923076923077
