longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_150years,return_level_250years,return_level_500years
grid_123.5999999999993975_7.9999999999999378,9.308783155594941,9.552252938364996,9.59068360890991,9.60109734456045,9.603164733685539,9.60427915724743,9.604781392858428
grid_123.5999999999993975_8.0999999999999375,8.618500405207536,8.943544252220383,9.009135437834782,9.03083243588416,9.035942315512024,9.039072592088138,9.040735388107917
grid_123.5999999999993975_8.1999999999999371,8.446980551111821,8.777918471872503,8.850851422524915,8.876777634735374,8.883268645966222,8.887433463109538,8.889781821989617
grid_123.5999999999993975_8.2999999999999368,8.64199162926817,9.005970099591691,9.281309183261392,9.556648266931093,9.717711305860792,9.920626737254612,10.195965820924313
grid_123.5999999999993975_8.3999999999999364,10.923211326764198,11.500046909063736,11.652878568345901,11.716073546030168,11.734048428913631,11.746763089207938,11.754894234287049
grid_123.5999999999993975_8.4999999999999361,14.859693717111057,15.789256104982272,16.050159997441643,16.163295194698495,16.196784122762672,16.22121244138322,16.23746830037422
grid_123.5999999999993975_8.5999999999999357,18.517455601971545,19.700337146925463,20.031824419256296,20.175381852163017,20.21783026974582,20.248768290081635,20.269333891291236
grid_123.5999999999993975_9.0999999999999339,24.011381763859237,26.48493162050911,28.356099852893667,30.227268085278226,31.321831333763882,32.70081794192809,34.571986174312656
grid_123.5999999999993975_9.1999999999999336,23.813151460340553,26.610830867708614,28.727193639774853,30.843556411841096,32.08154927142212,33.64123581920916,35.757598591275396
grid_123.5999999999993975_9.8999999999999311,16.95569694520465,19.516684280097977,21.453996411369033,23.391308542640093,24.52456349162584,25.952295877533416,27.889608008804473
grid_123.5999999999993975_9.9999999999999307,17.066198941515854,19.43531142261281,21.227475830238035,23.019640237863264,24.067989211451163,25.38875271896022,27.18091712658544
grid_123.6999999999993918_10.1999999999999300,23.295642397282116,26.00639495673048,26.604943619625566,26.81804962224323,26.87147483711403,26.90578859831477,26.925161833480914
grid_123.6999999999993918_10.2999999999999297,23.159153283989554,26.003271201215448,26.73531705381065,27.030886283769423,27.11328929431363,27.17068708757249,27.206670334959547
grid_123.6999999999993918_10.3999999999999293,22.532173694628224,25.042350461280876,25.768567870161995,26.091457355964994,26.189058491564605,26.261415998700308,26.31058660962457
grid_123.6999999999993918_10.5999999999999286,22.218936248771566,28.1196420244082,32.583353627526385,37.04706523064456,39.65816913250262,42.9477710062812,47.411482609399386
grid_123.6999999999993918_12.0999999999999233,28.214870982580806,31.153633707030163,33.37672188846393,35.599810069897714,36.900233291832855,38.53857279434707,40.76166097578084
grid_123.6999999999993918_12.1999999999999229,26.931369387214303,28.163372384589344,28.38815846204993,28.45666169305656,28.47170432925296,28.48044668576815,28.484786395351207
grid_123.6999999999993918_12.2999999999999226,28.15207302289547,30.36552237068085,30.98275342724568,31.248969456922904,31.32741805528711,31.38444358880225,31.42222120573338
grid_123.6999999999993918_12.4999999999999218,34.35312377534853,38.43181569901925,41.51722703072883,44.60263836243841,46.407488290788635,48.68133028610914,51.76674161781872
grid_123.6999999999993918_12.9999999999999201,25.917430657495657,28.30559942166794,28.978791310517042,29.27174661661326,29.358722542655073,29.422312924304116,29.464755493100785
grid_123.6999999999993918_13.0999999999999197,23.126186253370356,25.580270956748976,26.255066040423724,26.542758803754715,26.626717260367187,26.687292469456004,26.72703462134931
grid_123.6999999999993918_13.1999999999999194,18.244406652270847,21.33402241319092,23.67122651140878,26.00843060962664,27.37560736361589,29.09804637054671,31.435250468764572
grid_123.6999999999993918_13.2999999999999190,16.373650556569597,19.370429709875232,21.63740562550624,23.904381541137248,25.230477441819396,26.90116069444288,29.16813661007389
grid_123.6999999999993918_13.7999999999999172,33.95441749446143,38.49676330352646,41.93291525962212,45.36906721571779,47.379087256813406,49.91141302478282,53.34756498087849
grid_123.6999999999993918_13.8999999999999169,36.25153707317332,40.28479324980307,43.33583376571965,46.386874281636224,48.17161857162835,50.42013045826598,53.471170974182556
grid_123.6999999999993918_7.7999999999999385,13.62777293421704,14.434808896055925,14.6911022536316,14.81419786923231,14.853880973831336,14.884809489360245,14.90723387942734
grid_123.6999999999993918_7.8999999999999382,11.778001156400633,12.302714171460838,12.413800140462568,12.452013728996988,12.461318196807131,12.467163388796818,12.470370693724671
grid_123.6999999999993918_7.9999999999999378,9.54964378504268,9.868460562938097,9.964112081929098,10.007938581766147,10.021523192577003,10.031792336682942,10.038948948409878
grid_123.6999999999993918_8.0999999999999375,8.886058035639177,9.278771121492614,9.391934497065943,9.44208346141611,9.457200473604951,9.468383723027236,9.475962351011859
