value,region_id,impf_,geometry
321.7216580812521,203,1,POINT (14.27083333 51.02083333)
1893.3860988989115,203,1,POINT (14.3125 51.02083333)
335.9485388290051,203,1,POINT (14.35416667 51.02083333)
0.3439847930311277,203,1,POINT (14.47916667 51.02083333)
88314.71621256323,203,1,POINT (14.27083333 50.97916667)
19268.550233655402,203,1,POINT (14.3125 50.97916667)
3103.793607618267,203,1,POINT (14.35416667 50.97916667)
0.0,203,1,POINT (14.39583333 50.97916667)
6.898851104172119e-07,203,1,POINT (14.4375 50.97916667)
152.56654828522085,203,1,POINT (14.47916667 50.97916667)
511704.93048649974,203,1,POINT (14.52083333 50.97916667)
3033545.996169666,203,1,POINT (14.5625 50.97916667)
765.0735380780742,203,1,POINT (14.97916667 50.97916667)
1598.9695289447059,203,1,POINT (15.02083333 50.97916667)
2214.7564813480767,203,1,POINT (15.0625 50.97916667)
519.9529176018224,203,1,POINT (15.10416667 50.97916667)
1.3838690007827734,203,1,POINT (15.14583333 50.97916667)
0.008051334602483392,203,1,POINT (14.35416667 50.9375)
0.0,203,1,POINT (14.39583333 50.9375)
0.00012719989159763482,203,1,POINT (14.4375 50.9375)
2249.2195946307015,203,1,POINT (14.47916667 50.9375)
2654707.799663244,203,1,POINT (14.52083333 50.9375)
22955650.756596543,203,1,POINT (14.5625 50.9375)
22167.788922979467,203,1,POINT (15.02083333 50.9375)
4442972.8719042055,203,1,POINT (15.0625 50.9375)
788487.335539789,203,1,POINT (15.10416667 50.9375)
303.9053903185639,203,1,POINT (15.14583333 50.9375)
24.16285474847261,203,1,POINT (15.1875 50.9375)
64503.88517829537,203,1,POINT (15.22916667 50.9375)
0.0,203,1,POINT (14.39583333 50.89583333)
1.6197174836677875e-08,203,1,POINT (14.4375 50.89583333)
636.0608437839206,203,1,POINT (14.47916667 50.89583333)
30653.688592911378,203,1,POINT (14.52083333 50.89583333)
344089.6461815916,203,1,POINT (14.5625 50.89583333)
42219801.95379701,203,1,POINT (14.60416667 50.89583333)
46494.09671457706,203,1,POINT (15.02083333 50.89583333)
