value,region_id,impf_,geometry
343998.75430327974,616,1,POINT (17.85416667 54.8125)
157228.950013931,616,1,POINT (17.89583333 54.8125)
236752.80566995437,616,1,POINT (17.9375 54.8125)
263548.92848384625,616,1,POINT (17.97916667 54.8125)
273798.24358056526,616,1,POINT (18.02083333 54.8125)
321173.6869024349,616,1,POINT (18.0625 54.8125)
1237417.2898134012,616,1,POINT (18.10416667 54.8125)
1964952.7570447559,616,1,POINT (18.14583333 54.8125)
4321004.000027888,616,1,POINT (18.1875 54.8125)
2893387.278172148,616,1,POINT (18.22916667 54.8125)
4258816.390728846,616,1,POINT (18.27083333 54.8125)
14756021.765295077,616,1,POINT (18.3125 54.8125)
18063627.48901422,616,1,POINT (18.35416667 54.8125)
22066544.971327905,616,1,POINT (17.5625 54.77083333)
2040590.016173063,616,1,POINT (17.60416667 54.77083333)
387182.4329927749,616,1,POINT (17.64583333 54.77083333)
191364.6047381006,616,1,POINT (17.6875 54.77083333)
175810.9652714086,616,1,POINT (17.72916667 54.77083333)
189115.3360318616,616,1,POINT (17.77083333 54.77083333)
195332.2809914945,616,1,POINT (17.8125 54.77083333)
230670.0846405219,616,1,POINT (17.85416667 54.77083333)
502356.731371041,616,1,POINT (17.89583333 54.77083333)
226423.48590400274,616,1,POINT (17.9375 54.77083333)
336702.43816403265,616,1,POINT (17.97916667 54.77083333)
386421.6181223342,616,1,POINT (18.02083333 54.77083333)
291947.9680946984,616,1,POINT (18.0625 54.77083333)
1278090.5281900265,616,1,POINT (18.10416667 54.77083333)
2518455.8110527177,616,1,POINT (18.14583333 54.77083333)
2216235.996099682,616,1,POINT (18.1875 54.77083333)
784693.3932236684,616,1,POINT (18.22916667 54.77083333)
616516.9300957259,616,1,POINT (18.27083333 54.77083333)
1445434.650732334,616,1,POINT (18.3125 54.77083333)
11390660.38144375,616,1,POINT (18.35416667 54.77083333)
75003064.44056386,616,1,POINT (18.39583333 54.77083333)
56712.89375627754,616,1,POINT (17.27083333 54.72916667)
45014.044145306194,616,1,POINT (17.3125 54.72916667)
33641.82446949913,616,1,POINT (17.35416667 54.72916667)
18885.632510676438,616,1,POINT (17.39583333 54.72916667)
29837.90292567726,616,1,POINT (17.4375 54.72916667)
117753.03925652707,616,1,POINT (17.47916667 54.72916667)
2218896.620015594,616,1,POINT (17.52083333 54.72916667)
9497371.807624865,616,1,POINT (17.5625 54.72916667)
1176731.5759302133,616,1,POINT (17.60416667 54.72916667)
240705.69743329295,616,1,POINT (17.64583333 54.72916667)
196705.78038050976,616,1,POINT (17.6875 54.72916667)
197158.64519717268,616,1,POINT (17.72916667 54.72916667)
196931.39116564955,616,1,POINT (17.77083333 54.72916667)
196823.83953264335,616,1,POINT (17.8125 54.72916667)
276493.6092900637,616,1,POINT (17.85416667 54.72916667)
899975.6392767326,616,1,POINT (17.89583333 54.72916667)
220114.24760391208,616,1,POINT (17.9375 54.72916667)
837099.4505333139,616,1,POINT (17.97916667 54.72916667)
4289314.3292721575,616,1,POINT (18.02083333 54.72916667)
1357777.3672646019,616,1,POINT (18.0625 54.72916667)
4146678.046013345,616,1,POINT (18.10416667 54.72916667)
999236.8420242509,616,1,POINT (18.14583333 54.72916667)
557398.7980397468,616,1,POINT (18.1875 54.72916667)
663481.897044369,616,1,POINT (18.22916667 54.72916667)
741127.9461926718,616,1,POINT (18.27083333 54.72916667)
1084461.078002178,616,1,POINT (18.3125 54.72916667)
6579033.054715035,616,1,POINT (18.35416667 54.72916667)
160209288.80222684,616,1,POINT (18.39583333 54.72916667)
64658.24460725707,616,1,POINT (17.14583333 54.6875)
93411.39372804461,616,1,POINT (17.1875 54.6875)
111387.5718171583,616,1,POINT (17.22916667 54.6875)
114361.23444667284,616,1,POINT (17.27083333 54.6875)
101218.07541415289,616,1,POINT (17.3125 54.6875)
70264.23750485391,616,1,POINT (17.35416667 54.6875)
51709.01179228801,616,1,POINT (17.39583333 54.6875)
121082.67919031037,616,1,POINT (17.4375 54.6875)
171665.65467844353,616,1,POINT (17.47916667 54.6875)
295680.32758276584,616,1,POINT (17.52083333 54.6875)
398024.3351126749,616,1,POINT (17.5625 54.6875)
289131.46033359575,616,1,POINT (17.60416667 54.6875)
202291.17557811018,616,1,POINT (17.64583333 54.6875)
202830.76140346308,616,1,POINT (17.6875 54.6875)
202707.3559145048,616,1,POINT (17.72916667 54.6875)
