value,region_id,impf_,geometry
239.85898678896157,616,1,POINT (17.85416667 54.8125)
325.56258938649574,616,1,POINT (17.89583333 54.8125)
490.22687266943416,616,1,POINT (17.9375 54.8125)
545.6688081782137,616,1,POINT (17.97916667 54.8125)
565.6754735851727,616,1,POINT (18.02083333 54.8125)
559.8348746966033,616,1,POINT (18.0625 54.8125)
595.2912789542721,616,1,POINT (18.10416667 54.8125)
597.9746458214272,616,1,POINT (18.14583333 54.8125)
839.9176472777319,616,1,POINT (18.1875 54.8125)
2294.0015312288074,616,1,POINT (18.22916667 54.8125)
2761.8573008920885,616,1,POINT (18.27083333 54.8125)
2475.7107987429576,616,1,POINT (18.3125 54.8125)
2751.3306701958973,616,1,POINT (18.35416667 54.8125)
1036.3643702902705,616,1,POINT (17.5625 54.77083333)
648.174208444936,616,1,POINT (17.60416667 54.77083333)
628.546136759523,616,1,POINT (17.64583333 54.77083333)
396.24481515610967,616,1,POINT (17.6875 54.77083333)
364.03902138396035,616,1,POINT (17.72916667 54.77083333)
391.5874174938834,616,1,POINT (17.77083333 54.77083333)
404.4603947601698,616,1,POINT (17.8125 54.77083333)
407.12751564357757,616,1,POINT (17.85416667 54.77083333)
408.34745004556174,616,1,POINT (17.89583333 54.77083333)
467.85620097258374,616,1,POINT (17.9375 54.77083333)
609.4543742307964,616,1,POINT (17.97916667 54.77083333)
535.8526876738758,616,1,POINT (18.02083333 54.77083333)
342.24477060897766,616,1,POINT (18.0625 54.77083333)
642.4551429333086,616,1,POINT (18.10416667 54.77083333)
662.2935977120869,616,1,POINT (18.14583333 54.77083333)
662.2935977120869,616,1,POINT (18.1875 54.77083333)
735.4899972939296,616,1,POINT (18.22916667 54.77083333)
1157.5779074223049,616,1,POINT (18.27083333 54.77083333)
1412.821673088615,616,1,POINT (18.3125 54.77083333)
2012.2741283519808,616,1,POINT (18.35416667 54.77083333)
2381.694763641206,616,1,POINT (18.39583333 54.77083333)
117.431278026464,616,1,POINT (17.27083333 54.72916667)
93.20731817776205,616,1,POINT (17.3125 54.72916667)
69.65968725864849,616,1,POINT (17.35416667 54.72916667)
39.10511023467902,616,1,POINT (17.39583333 54.72916667)
61.78318266124454,616,1,POINT (17.4375 54.72916667)
157.949492322017,616,1,POINT (17.47916667 54.72916667)
605.2015207331816,616,1,POINT (17.52083333 54.72916667)
826.6748222840998,616,1,POINT (17.5625 54.72916667)
415.10673774957877,616,1,POINT (17.60416667 54.72916667)
398.99280653383505,616,1,POINT (17.64583333 54.72916667)
407.3044003810746,616,1,POINT (17.6875 54.72916667)
408.2421147291114,616,1,POINT (17.72916667 54.72916667)
407.77155627950884,616,1,POINT (17.77083333 54.72916667)
407.54885690937914,616,1,POINT (17.8125 54.72916667)
408.26147572449173,616,1,POINT (17.85416667 54.72916667)
404.4809059136916,616,1,POINT (17.89583333 54.72916667)
444.6364729510965,616,1,POINT (17.9375 54.72916667)
591.9812675930746,616,1,POINT (17.97916667 54.72916667)
596.6092164145552,616,1,POINT (18.02083333 54.72916667)
454.79490927227016,616,1,POINT (18.0625 54.72916667)
613.1912380322232,616,1,POINT (18.10416667 54.72916667)
692.2900575027357,616,1,POINT (18.14583333 54.72916667)
844.5678324899465,616,1,POINT (18.1875 54.72916667)
1139.2282844343201,616,1,POINT (18.22916667 54.72916667)
1416.5973547273143,616,1,POINT (18.27083333 54.72916667)
1427.967722266738,616,1,POINT (18.3125 54.72916667)
1662.5804304250737,616,1,POINT (18.35416667 54.72916667)
6546.309853884611,616,1,POINT (18.39583333 54.72916667)
133.8831400811295,616,1,POINT (17.14583333 54.6875)
193.4202016715696,616,1,POINT (17.1875 54.6875)
230.64217056117994,616,1,POINT (17.22916667 54.6875)
236.7995182095668,616,1,POINT (17.27083333 54.6875)
209.5849315385588,616,1,POINT (17.3125 54.6875)
145.49106320000948,616,1,POINT (17.35416667 54.6875)
107.07010237123973,616,1,POINT (17.39583333 54.6875)
250.71712660778482,616,1,POINT (17.4375 54.6875)
343.4105038085482,616,1,POINT (17.47916667 54.6875)
390.6734011958851,616,1,POINT (17.52083333 54.6875)
407.5864287419984,616,1,POINT (17.5625 54.6875)
408.7065390019597,616,1,POINT (17.60416667 54.6875)
409.6925599919356,616,1,POINT (17.64583333 54.6875)
419.9869545900745,616,1,POINT (17.6875 54.6875)
419.7314277896589,616,1,POINT (17.72916667 54.6875)
468.7310400088904,616,1,POINT (17.77083333 54.6875)
459.4082415007038,616,1,POINT (17.8125 54.6875)
516.6248230984162,616,1,POINT (17.85416667 54.6875)
550.1318530761704,616,1,POINT (17.89583333 54.6875)
541.9919922164195,616,1,POINT (17.9375 54.6875)
600.5813834024112,616,1,POINT (17.97916667 54.6875)
604.3109628689424,616,1,POINT (18.02083333 54.6875)
611.5746428412217,616,1,POINT (18.0625 54.6875)
881.4213913498878,616,1,POINT (18.10416667 54.6875)
1403.8629954786952,616,1,POINT (18.14583333 54.6875)
1523.290241170615,616,1,POINT (18.1875 54.6875)
1475.4972406882296,616,1,POINT (18.22916667 54.6875)
1464.731472945138,616,1,POINT (18.27083333 54.6875)
