value,region_id,impf_,geometry
567068.2090229801,40,1,POINT (14.97916667 48.97916667)
1176177.1066077019,40,1,POINT (15.02083333 48.97916667)
1909273.3478248627,40,1,POINT (15.0625 48.97916667)
1898749.9285160208,40,1,POINT (15.10416667 48.97916667)
438544.44345823716,40,1,POINT (15.27083333 48.97916667)
633155.5245010981,40,1,POINT (14.97916667 48.9375)
2555266.658536277,40,1,POINT (15.02083333 48.9375)
4667191.714037248,40,1,POINT (15.0625 48.9375)
1602576.6263425655,40,1,POINT (15.10416667 48.9375)
1045236.9986895665,40,1,POINT (15.1875 48.9375)
1091882.0362057455,40,1,POINT (15.22916667 48.9375)
1291211.691768686,40,1,POINT (15.27083333 48.9375)
1265142.0703388513,40,1,POINT (15.3125 48.9375)
815474.3109920128,40,1,POINT (15.35416667 48.9375)
603021.3203015036,40,1,POINT (15.39583333 48.9375)
577163.076605933,40,1,POINT (15.4375 48.9375)
915700.5621010666,40,1,POINT (14.97916667 48.89583333)
1504919.0966613197,40,1,POINT (15.02083333 48.89583333)
1945411.2069907973,40,1,POINT (15.0625 48.89583333)
8336853.790334892,40,1,POINT (15.10416667 48.89583333)
10867201.756789241,40,1,POINT (15.14583333 48.89583333)
4988596.509668896,40,1,POINT (15.1875 48.89583333)
11785638.462305143,40,1,POINT (15.22916667 48.89583333)
2137458.9925390584,40,1,POINT (15.27083333 48.89583333)
1742283.0465312202,40,1,POINT (15.3125 48.89583333)
1328166.7654666754,40,1,POINT (15.35416667 48.89583333)
2041653.4305456423,40,1,POINT (15.39583333 48.89583333)
1436570.6021523804,40,1,POINT (15.4375 48.89583333)
886038.4855990788,40,1,POINT (15.47916667 48.89583333)
659345.4157510248,40,1,POINT (15.52083333 48.89583333)
450374.8700959547,40,1,POINT (15.5625 48.89583333)
2053981.4415284037,40,1,POINT (14.97916667 48.85416667)
3148969.878251795,40,1,POINT (15.02083333 48.85416667)
5796153.128181428,40,1,POINT (15.0625 48.85416667)
23670778.70914909,40,1,POINT (15.10416667 48.85416667)
12202944.245996289,40,1,POINT (15.14583333 48.85416667)
3501382.3190888497,40,1,POINT (15.1875 48.85416667)
4207503.47017269,40,1,POINT (15.22916667 48.85416667)
10379048.69853383,40,1,POINT (15.27083333 48.85416667)
8385484.636765213,40,1,POINT (15.3125 48.85416667)
4252572.078133107,40,1,POINT (15.35416667 48.85416667)
3116232.4029623847,40,1,POINT (15.39583333 48.85416667)
1312016.9298328105,40,1,POINT (15.4375 48.85416667)
4783022.373635908,40,1,POINT (15.47916667 48.85416667)
1997538.2458090768,40,1,POINT (15.52083333 48.85416667)
847427.2228975447,40,1,POINT (15.5625 48.85416667)
871874.8268829336,40,1,POINT (15.60416667 48.85416667)
763562.871994122,40,1,POINT (15.64583333 48.85416667)
648888.4919641442,40,1,POINT (15.6875 48.85416667)
661039.7444743866,40,1,POINT (15.72916667 48.85416667)
523446.1240397194,40,1,POINT (15.77083333 48.85416667)
533482.4403527036,40,1,POINT (15.8125 48.85416667)
55302036.87843512,40,1,POINT (14.97916667 48.8125)
22343462.811811157,40,1,POINT (15.02083333 48.8125)
38582278.38312427,40,1,POINT (15.0625 48.8125)
9805016.889444545,40,1,POINT (15.10416667 48.8125)
3164740.0146891945,40,1,POINT (15.14583333 48.8125)
2758524.178619439,40,1,POINT (15.1875 48.8125)
5600297.410938647,40,1,POINT (15.22916667 48.8125)
108599169.49437377,40,1,POINT (15.27083333 48.8125)
52830573.436356,40,1,POINT (15.3125 48.8125)
19823197.534075245,40,1,POINT (15.35416667 48.8125)
34276887.82277898,40,1,POINT (15.39583333 48.8125)
6829752.58476387,40,1,POINT (15.4375 48.8125)
1515180.4200827337,40,1,POINT (15.47916667 48.8125)
1040313.716933983,40,1,POINT (15.52083333 48.8125)
983949.7790585341,40,1,POINT (15.5625 48.8125)
951574.947140194,40,1,POINT (15.60416667 48.8125)
1708163.7535992914,40,1,POINT (15.64583333 48.8125)
2954767.9596011466,40,1,POINT (15.6875 48.8125)
934425.8576383173,40,1,POINT (15.72916667 48.8125)
873103.5283888852,40,1,POINT (15.77083333 48.8125)
1722593.8921829269,40,1,POINT (15.8125 48.8125)
636743.7075363225,40,1,POINT (15.85416667 48.8125)
696953.0867530763,40,1,POINT (15.89583333 48.8125)
700391.3147334147,40,1,POINT (14.8125 48.77083333)
922491.144230036,40,1,POINT (14.85416667 48.77083333)
577441385.8529229,40,1,POINT (14.97916667 48.77083333)
84651335.7316421,40,1,POINT (15.02083333 48.77083333)
28388695.301660087,40,1,POINT (15.0625 48.77083333)
10400712.291437104,40,1,POINT (15.10416667 48.77083333)
6274394.860193397,40,1,POINT (15.14583333 48.77083333)
15021954.52376644,40,1,POINT (15.1875 48.77083333)
4398810.304876216,40,1,POINT (15.22916667 48.77083333)
8117999.577944258,40,1,POINT (15.27083333 48.77083333)
6268473.316050974,40,1,POINT (15.3125 48.77083333)
10911354.480610466,40,1,POINT (15.35416667 48.77083333)
26835558.35194378,40,1,POINT (15.39583333 48.77083333)
6974426.839456804,40,1,POINT (15.4375 48.77083333)
956126.5941331579,40,1,POINT (15.47916667 48.77083333)
1010906.1697313075,40,1,POINT (15.52083333 48.77083333)
1051298.797651876,40,1,POINT (15.5625 48.77083333)
876368.8398874771,40,1,POINT (15.60416667 48.77083333)
1188861.9621921114,40,1,POINT (15.64583333 48.77083333)
1664458.9073461837,40,1,POINT (15.6875 48.77083333)
813275.8064183319,40,1,POINT (15.72916667 48.77083333)
1101588.394723037,40,1,POINT (15.77083333 48.77083333)
3717446.1273369496,40,1,POINT (15.8125 48.77083333)
1159288.8269107693,40,1,POINT (15.85416667 48.77083333)
3272161.354950381,40,1,POINT (15.89583333 48.77083333)
43431730.25738093,40,1,POINT (15.9375 48.77083333)
38165361.72087682,40,1,POINT (15.97916667 48.77083333)
3313323.4485976137,40,1,POINT (16.4375 48.77083333)
3787459.8996138144,40,1,POINT (16.47916667 48.77083333)
3419039.4071939634,40,1,POINT (16.52083333 48.77083333)
2521128.527026863,40,1,POINT (16.5625 48.77083333)
6747040.728434227,40,1,POINT (16.60416667 48.77083333)
5000039.079067208,40,1,POINT (16.64583333 48.77083333)
1237529.4083779645,40,1,POINT (13.8125 48.72916667)
1260612.4973115362,40,1,POINT (13.85416667 48.72916667)
1362068.6174807935,40,1,POINT (13.89583333 48.72916667)
1232360.0089688534,40,1,POINT (14.8125 48.72916667)
2308719.7332549207,40,1,POINT (14.85416667 48.72916667)
10418626.147253077,40,1,POINT (14.89583333 48.72916667)
12206390.35290164,40,1,POINT (14.9375 48.72916667)
43955690.8381511,40,1,POINT (14.97916667 48.72916667)
12927448.9237384,40,1,POINT (15.02083333 48.72916667)
3146377.1457596216,40,1,POINT (15.0625 48.72916667)
4485312.796856017,40,1,POINT (15.10416667 48.72916667)
5479838.029224699,40,1,POINT (15.14583333 48.72916667)
8664926.40305142,40,1,POINT (15.1875 48.72916667)
4401190.185741045,40,1,POINT (15.22916667 48.72916667)
2504968.0136119393,40,1,POINT (15.27083333 48.72916667)
1938166.9683260499,40,1,POINT (15.3125 48.72916667)
2838351.7549156174,40,1,POINT (15.35416667 48.72916667)
7662477.673432358,40,1,POINT (15.39583333 48.72916667)
2199662.9112064475,40,1,POINT (15.4375 48.72916667)
1014328.1721847322,40,1,POINT (15.47916667 48.72916667)
1128314.7698027068,40,1,POINT (15.52083333 48.72916667)
1191989.4864244056,40,1,POINT (15.5625 48.72916667)
1707493.9815534216,40,1,POINT (15.60416667 48.72916667)
4318211.95318078,40,1,POINT (15.64583333 48.72916667)
3529365.84830077,40,1,POINT (15.6875 48.72916667)
1435952.3084245159,40,1,POINT (15.72916667 48.72916667)
1394735.9505367272,40,1,POINT (15.77083333 48.72916667)
2858538.4882800393,40,1,POINT (15.8125 48.72916667)
14524576.140443489,40,1,POINT (15.85416667 48.72916667)
5706898.686031135,40,1,POINT (15.89583333 48.72916667)
31366077.9353534,40,1,POINT (15.9375 48.72916667)
33713574.96982495,40,1,POINT (15.97916667 48.72916667)
6066446.9368395405,40,1,POINT (16.02083333 48.72916667)
7786237.376261505,40,1,POINT (16.0625 48.72916667)
8960625.781701008,40,1,POINT (16.10416667 48.72916667)
3574880.922495231,40,1,POINT (16.14583333 48.72916667)
3817420.3454925534,40,1,POINT (16.1875 48.72916667)
2293170.6664990583,40,1,POINT (16.22916667 48.72916667)
26823728.790004466,40,1,POINT (16.27083333 48.72916667)
15649346.906372605,40,1,POINT (16.3125 48.72916667)
108680862.00925301,40,1,POINT (16.39583333 48.72916667)
17631577.575039446,40,1,POINT (16.4375 48.72916667)
7591308.025052313,40,1,POINT (16.47916667 48.72916667)
5773170.494940766,40,1,POINT (16.52083333 48.72916667)
1671880.630116316,40,1,POINT (16.5625 48.72916667)
2993867.1526785186,40,1,POINT (16.60416667 48.72916667)
4092140.6257550255,40,1,POINT (16.64583333 48.72916667)
1480104.4649758448,40,1,POINT (16.6875 48.72916667)
1519302.2589710776,40,1,POINT (16.72916667 48.72916667)
1744653.5801134736,40,1,POINT (13.8125 48.6875)
2294373.5449091964,40,1,POINT (13.85416667 48.6875)
2203791.1484795916,40,1,POINT (13.89583333 48.6875)
2250022.566628127,40,1,POINT (13.9375 48.6875)
2441932.535617372,40,1,POINT (13.97916667 48.6875)
490886.5376459165,40,1,POINT (14.72916667 48.6875)
761832.5028771448,40,1,POINT (14.77083333 48.6875)
937259.3664855422,40,1,POINT (14.8125 48.6875)
2504443.0257879472,40,1,POINT (14.85416667 48.6875)
21020832.50177103,40,1,POINT (14.89583333 48.6875)
4203552.067534682,40,1,POINT (14.9375 48.6875)
3216129.926554116,40,1,POINT (14.97916667 48.6875)
2152167.3383010137,40,1,POINT (15.02083333 48.6875)
1529240.8550019616,40,1,POINT (15.0625 48.6875)
1605188.767280575,40,1,POINT (15.10416667 48.6875)
2372630.0118165733,40,1,POINT (15.14583333 48.6875)
2915613.1858626525,40,1,POINT (15.1875 48.6875)
2737086.0117767365,40,1,POINT (15.22916667 48.6875)
1564174.5627246844,40,1,POINT (15.27083333 48.6875)
1236205.8358206197,40,1,POINT (15.3125 48.6875)
6419596.597217386,40,1,POINT (15.35416667 48.6875)
8754797.036446687,40,1,POINT (15.39583333 48.6875)
1332552.2913308444,40,1,POINT (15.4375 48.6875)
1092452.007300315,40,1,POINT (15.47916667 48.6875)
1122821.915082948,40,1,POINT (15.52083333 48.6875)
1738017.918783062,40,1,POINT (15.5625 48.6875)
9331781.016895637,40,1,POINT (15.60416667 48.6875)
161064405.4099465,40,1,POINT (15.64583333 48.6875)
62749432.67076793,40,1,POINT (15.6875 48.6875)
9987648.928116074,40,1,POINT (15.72916667 48.6875)
5766158.257893679,40,1,POINT (15.77083333 48.6875)
10011766.062354118,40,1,POINT (15.8125 48.6875)
29937104.18892479,40,1,POINT (15.85416667 48.6875)
6326506.815597908,40,1,POINT (15.89583333 48.6875)
3541730.9215956675,40,1,POINT (15.9375 48.6875)
3413010.4058481604,40,1,POINT (15.97916667 48.6875)
3309156.100330474,40,1,POINT (16.02083333 48.6875)
6496354.866454615,40,1,POINT (16.0625 48.6875)
16021679.567571608,40,1,POINT (16.10416667 48.6875)
3602604.3573019453,40,1,POINT (16.14583333 48.6875)
2757929.7855196977,40,1,POINT (16.1875 48.6875)
2085243.5669254423,40,1,POINT (16.22916667 48.6875)
12475302.250487646,40,1,POINT (16.27083333 48.6875)
10736231.817045493,40,1,POINT (16.3125 48.6875)
15006503.636994267,40,1,POINT (16.35416667 48.6875)
31891282.08124939,40,1,POINT (16.39583333 48.6875)
7792988.201079053,40,1,POINT (16.4375 48.6875)
16311941.099162564,40,1,POINT (16.47916667 48.6875)
7254902.929934123,40,1,POINT (16.52083333 48.6875)
2393144.9529874586,40,1,POINT (16.5625 48.6875)
12372418.154437833,40,1,POINT (16.60416667 48.6875)
16317927.686505755,40,1,POINT (16.64583333 48.6875)
2770079.1854669703,40,1,POINT (16.6875 48.6875)
2421540.8213919476,40,1,POINT (16.72916667 48.6875)
2402133.987302855,40,1,POINT (16.77083333 48.6875)
2639754.8201461327,40,1,POINT (16.8125 48.6875)
8294520.350193964,40,1,POINT (16.85416667 48.6875)
2674867.584172914,40,1,POINT (16.89583333 48.6875)
1884440.5340450765,40,1,POINT (13.8125 48.64583333)
2842457.875226993,40,1,POINT (13.85416667 48.64583333)
2686116.1893167538,40,1,POINT (13.89583333 48.64583333)
8140551.92085649,40,1,POINT (13.9375 48.64583333)
21972487.84837462,40,1,POINT (13.97916667 48.64583333)
665104.8546185794,40,1,POINT (14.72916667 48.64583333)
832041.8350708298,40,1,POINT (14.77083333 48.64583333)
865828.330067366,40,1,POINT (14.8125 48.64583333)
1113986.3015855472,40,1,POINT (14.85416667 48.64583333)
1777216.0853301433,40,1,POINT (14.89583333 48.64583333)
1449422.6612986764,40,1,POINT (14.9375 48.64583333)
1416255.2170200774,40,1,POINT (14.97916667 48.64583333)
1647960.507074253,40,1,POINT (15.02083333 48.64583333)
1707783.8840903256,40,1,POINT (15.0625 48.64583333)
6276211.987550482,40,1,POINT (15.10416667 48.64583333)
11545505.955287892,40,1,POINT (15.14583333 48.64583333)
10363570.684650784,40,1,POINT (15.1875 48.64583333)
3520248.163743053,40,1,POINT (15.22916667 48.64583333)
1284950.919040761,40,1,POINT (15.27083333 48.64583333)
824592.1789266648,40,1,POINT (15.3125 48.64583333)
779382.8631858767,40,1,POINT (15.35416667 48.64583333)
507984.310416763,40,1,POINT (15.39583333 48.64583333)
570046.2776260908,40,1,POINT (15.4375 48.64583333)
666609.351795228,40,1,POINT (15.47916667 48.64583333)
846184.634834876,40,1,POINT (15.52083333 48.64583333)
1517690.4345317113,40,1,POINT (15.5625 48.64583333)
8847456.695879659,40,1,POINT (15.60416667 48.64583333)
141966693.0814559,40,1,POINT (15.64583333 48.64583333)
34655225.59492226,40,1,POINT (15.6875 48.64583333)
3339731.4812308433,40,1,POINT (15.72916667 48.64583333)
7152677.450999812,40,1,POINT (15.77083333 48.64583333)
136224804.21220934,40,1,POINT (15.8125 48.64583333)
26905513.137399253,40,1,POINT (15.85416667 48.64583333)
3740819.776224323,40,1,POINT (15.89583333 48.64583333)
1821523.9920245644,40,1,POINT (15.9375 48.64583333)
1882813.6501863047,40,1,POINT (15.97916667 48.64583333)
2050832.501928123,40,1,POINT (16.02083333 48.64583333)
2958120.199868113,40,1,POINT (16.0625 48.64583333)
4778272.222567837,40,1,POINT (16.10416667 48.64583333)
1726395.655330781,40,1,POINT (16.14583333 48.64583333)
1436837.0541787816,40,1,POINT (16.1875 48.64583333)
1350034.645371401,40,1,POINT (16.22916667 48.64583333)
1614128.3932537239,40,1,POINT (16.27083333 48.64583333)
1722478.4981762145,40,1,POINT (16.3125 48.64583333)
