value,region_id,impf_,geometry
652604.963962317,203,1,POINT (14.27083333 51.02083333)
1170481.1831672322,203,1,POINT (14.3125 51.02083333)
1022159.1162741275,203,1,POINT (14.35416667 51.02083333)
607601.2191247391,203,1,POINT (14.47916667 51.02083333)
2665791.511737628,203,1,POINT (14.27083333 50.97916667)
3115303.0026194365,203,1,POINT (14.3125 50.97916667)
1917709.6231223089,203,1,POINT (14.35416667 50.97916667)
686414.6757133601,203,1,POINT (14.39583333 50.97916667)
705670.4223703382,203,1,POINT (14.4375 50.97916667)
862848.0171780707,203,1,POINT (14.47916667 50.97916667)
16172370.966658229,203,1,POINT (14.52083333 50.97916667)
29770760.68960305,203,1,POINT (14.5625 50.97916667)
1060888.7885274643,203,1,POINT (14.97916667 50.97916667)
1238769.3370294177,203,1,POINT (15.02083333 50.97916667)
706207.5991999239,203,1,POINT (15.0625 50.97916667)
334644.5476867415,203,1,POINT (15.10416667 50.97916667)
229812.99590467755,203,1,POINT (15.14583333 50.97916667)
476982.9487153709,203,1,POINT (14.35416667 50.9375)
626118.0203178426,203,1,POINT (14.39583333 50.9375)
414713.48625533894,203,1,POINT (14.4375 50.9375)
1439531.2347888036,203,1,POINT (14.47916667 50.9375)
32909004.948416952,203,1,POINT (14.52083333 50.9375)
76070438.52546936,203,1,POINT (14.5625 50.9375)
1981802.6121273492,203,1,POINT (15.02083333 50.9375)
22834828.73943854,203,1,POINT (15.0625 50.9375)
9795645.104115399,203,1,POINT (15.10416667 50.9375)
577430.6700212721,203,1,POINT (15.14583333 50.9375)
662067.2328658015,203,1,POINT (15.1875 50.9375)
3090211.65404706,203,1,POINT (15.22916667 50.9375)
199973.67867124281,203,1,POINT (14.39583333 50.89583333)
190629.59354994827,203,1,POINT (14.4375 50.89583333)
1308970.0208705752,203,1,POINT (14.47916667 50.89583333)
5032427.70285869,203,1,POINT (14.52083333 50.89583333)
13912107.742656752,203,1,POINT (14.5625 50.89583333)
83398681.13390544,203,1,POINT (14.60416667 50.89583333)
3006651.340638065,203,1,POINT (15.02083333 50.89583333)
19028365.717845358,203,1,POINT (15.0625 50.89583333)
7369560.395987423,203,1,POINT (15.10416667 50.89583333)
1814235.1249819058,203,1,POINT (15.14583333 50.89583333)
848413.1578921322,203,1,POINT (15.1875 50.89583333)
1544346.0388178197,203,1,POINT (15.22916667 50.89583333)
3603477.9546728455,203,1,POINT (14.22916667 50.85416667)
952281.3387173248,203,1,POINT (14.27083333 50.85416667)
212316.62879213266,203,1,POINT (14.3125 50.85416667)
110965.72085002252,203,1,POINT (14.35416667 50.85416667)
103952.60319161328,203,1,POINT (14.39583333 50.85416667)
395233.69444436656,203,1,POINT (14.4375 50.85416667)
767383.9435758522,203,1,POINT (14.47916667 50.85416667)
614753.6960218522,203,1,POINT (14.52083333 50.85416667)
2546223.950854102,203,1,POINT (14.5625 50.85416667)
2208895.4499652735,203,1,POINT (14.60416667 50.85416667)
2429116.0599963395,203,1,POINT (14.8125 50.85416667)
5558439.111949808,203,1,POINT (14.85416667 50.85416667)
2110219.548231846,203,1,POINT (14.89583333 50.85416667)
2936418.9425029624,203,1,POINT (14.9375 50.85416667)
5834473.505929488,203,1,POINT (14.97916667 50.85416667)
6463054.252820383,203,1,POINT (15.02083333 50.85416667)
5861067.668087256,203,1,POINT (15.0625 50.85416667)
1973002.3108533728,203,1,POINT (15.10416667 50.85416667)
673192.3122691922,203,1,POINT (15.14583333 50.85416667)
640292.1129144437,203,1,POINT (15.1875 50.85416667)
424636.28092972736,203,1,POINT (15.22916667 50.85416667)
296936.41291775275,203,1,POINT (15.27083333 50.85416667)
2961694.2830077303,203,1,POINT (14.10416667 50.8125)
31099511.637932625,203,1,POINT (14.14583333 50.8125)
79973756.9283724,203,1,POINT (14.1875 50.8125)
56417510.22547919,203,1,POINT (14.22916667 50.8125)
4328011.233233781,203,1,POINT (14.27083333 50.8125)
503802.00842236105,203,1,POINT (14.3125 50.8125)
352219.88681720383,203,1,POINT (14.35416667 50.8125)
3450685.194671495,203,1,POINT (14.39583333 50.8125)
6602304.988549516,203,1,POINT (14.4375 50.8125)
2796920.0137016424,203,1,POINT (14.47916667 50.8125)
981671.8394443468,203,1,POINT (14.52083333 50.8125)
1903684.150756224,203,1,POINT (14.5625 50.8125)
1249461.8615228143,203,1,POINT (14.60416667 50.8125)
1352756.5712534385,203,1,POINT (14.64583333 50.8125)
180679.34139383296,203,1,POINT (14.6875 50.8125)
1904625.1850715678,203,1,POINT (14.8125 50.8125)
2041804.5381000938,203,1,POINT (14.85416667 50.8125)
710248.9347042149,203,1,POINT (14.89583333 50.8125)
4722277.897334809,203,1,POINT (14.9375 50.8125)
52798430.49854642,203,1,POINT (14.97916667 50.8125)
182544729.55867156,203,1,POINT (15.02083333 50.8125)
251356338.90402377,203,1,POINT (15.0625 50.8125)
74953101.16333312,203,1,POINT (15.10416667 50.8125)
4608958.829022662,203,1,POINT (15.14583333 50.8125)
849539.1919224346,203,1,POINT (15.1875 50.8125)
456499.7160846119,203,1,POINT (15.22916667 50.8125)
374505.02385124017,203,1,POINT (15.27083333 50.8125)
499629.15692296333,203,1,POINT (15.3125 50.8125)
186818.80169871292,203,1,POINT (13.89583333 50.77083333)
224393.22474160432,203,1,POINT (13.9375 50.77083333)
465192.06445982005,203,1,POINT (13.97916667 50.77083333)
1187626.383424443,203,1,POINT (14.02083333 50.77083333)
