Longitude,Latitude,Rainfall,Start_time,End_time,Return_Period
123.55056515252,8.35003819525,4.929999850690365,2017-12-16,2017-12-18 12:00:00,< 7-year
125.05057201395,7.4500340784,,,,No Data
119.95054868511,15.9500729598,9.359999620355664,2017-12-16,2017-12-18 12:00:00,< 7-year
121.55055600396,14.05006426866,104.63999770954253,2017-12-16,2017-12-18 12:00:00,< 7-year
121.3505550891,16.05007341722,86.14999857544899,2017-12-16,2017-12-18 12:00:00,< 7-year
120.35055051482,14.75006747066,23.02999928034842,2017-12-16,2017-12-18 12:00:00,< 7-year
121.15055417425,13.8500633538,114.64999743551016,2017-12-16,2017-12-18 12:00:00,< 7-year
123.75056606738,13.25006060923,57.804998449981206,2017-12-16,2017-12-18 12:00:00,< 7-year
120.45055097225,16.05007341722,22.21499942429364,2017-12-16,2017-12-18 12:00:00,< 7-year
122.55056057824,9.75004459925,25.754999523982406,2017-12-16,2017-12-18 12:00:00,< 7-year
124.15056789709,13.05005969438,60.314999305643134,2017-12-16,2017-12-18 12:00:00,< 7-year
125.85057567337,7.4500340784,1.2849999843165278,2017-12-16,2017-12-18 12:00:00,< 7-year
124.85057109909,7.05003224869,,,,No Data
125.45057384366,5.65002584469,0.409999979659915,2017-12-16,2017-12-18 12:00:00,< 7-year
123.25056378024,10.45004780125,27.224999358877536,2017-12-16,2017-12-18 12:00:00,< 7-year
121.65055646139,18.05008256579,27.61999938171357,2017-12-16,2017-12-18 12:00:00,< 7-year
123.45056469509,13.15006015181,80.50999763049185,2017-12-16,2017-12-18 12:00:00,< 7-year
119.05054456825,10.25004688639,109.29999793693425,2017-12-16,2017-12-18 12:00:00,< 7-year
125.85057567337,7.55003453583,1.699999988079071,2017-12-16,2017-12-18 12:00:00,< 7-year
120.15054959996,15.15006930037,14.284999715164304,2017-12-16,2017-12-18 12:00:00,< 7-year
124.5505697268,12.15005557752,110.34499786794184,2017-12-16,2017-12-18 12:00:00,< 7-year
122.85056195053,13.95006381123,213.39999432489276,2017-12-16,2017-12-18 12:00:00,< 7-year
120.35055051482,16.65007616179,21.67499953880906,2017-12-16,2017-12-18 12:00:00,< 7-year
123.25056378024,7.95003636554,2.309999905526638,2017-12-16,2017-12-18 12:00:00,< 7-year
121.25055463167,17.7500811935,30.374999086372554,2017-12-16,2017-12-18 12:00:00,< 7-year
126.25057750308,7.95003636554,0.5049999877810478,2017-12-16,2017-12-18 12:00:00,< 7-year
120.05054914254,15.85007250237,10.57499969471246,2017-12-16,2017-12-18 12:00:00,< 7-year
122.45056012081,11.05005054581,108.18499698489904,2017-12-16,2017-12-18 12:00:00,< 7-year
123.25056378024,10.55004825867,36.07999944221228,2017-12-16,2017-12-18 12:00:00,< 7-year
121.3505550891,13.15006015181,206.29999394528568,2017-12-16,2017-12-18 12:00:00,< 7-year
124.5505697268,7.55003453583,0.9149999767541884,2017-12-16,2017-12-18 12:00:00,< 7-year
124.45056926938,6.15002813183,1.4649999625980854,2017-12-16,2017-12-18 12:00:00,< 7-year
120.55055142968,13.25006060923,140.1149965934455,2017-12-16,2017-12-18 12:00:00,< 7-year
125.35057338623,5.85002675955,0.3949999883770943,2017-12-16,2017-12-18 12:00:00,< 7-year
120.65055188711,15.85007250237,29.11499958671629,2017-12-16,2017-12-18 12:00:00,< 7-year
120.75055234453,15.15006930037,46.31499941088259,2017-12-16,2017-12-18 12:00:00,< 7-year
121.15055417425,14.25006518352,106.96499761939047,2017-12-16,2017-12-18 12:00:00,< 7-year
121.85055737624,17.35007936379,69.96999788843095,2017-12-16,2017-12-18 12:00:00,< 7-year
126.15057704566,7.95003636554,1.2149999560788274,2017-12-16,2017-12-18 12:00:00,< 7-year
122.65056103567,14.05006426866,206.09999561030415,2017-12-16,2017-12-18 12:00:00,< 7-year
122.45056012081,10.85004963096,73.9549979865551,2017-12-16,2017-12-18 12:00:00,< 7-year
120.35055051482,15.05006884294,14.914999693632124,2017-12-16,2017-12-18 12:00:00,< 7-year
125.05057201395,5.95002721698,0.5499999970197678,2017-12-16,2017-12-18 12:00:00,< 7-year
124.5505697268,8.1500372804,5.244999967515469,2017-12-16,2017-12-18 12:00:00,< 7-year
120.65055188711,17.85008165093,20.00499936193228,2017-12-16,2017-12-18 12:00:00,< 7-year
123.35056423767,10.75004917353,51.67999865859746,2017-12-16,2017-12-18 12:00:00,< 7-year
124.5505697268,7.65003499326,4.079999950714409,2017-12-16,2017-12-18 12:00:00,< 7-year
118.1505404514,9.35004276954,39.504998991265886,2017-12-16,2017-12-18 12:00:00,< 7-year
123.05056286538,10.6500487161,50.05999920517206,2017-12-16,2017-12-18 12:00:00,< 7-year
125.75057521594,7.35003362097,4.719999877735972,2017-12-16,2017-12-18 12:00:00,< 7-year
121.3505550891,17.25007890636,59.91999815404415,2017-12-16,2017-12-18 12:00:00,< 7-year
121.05055371682,17.25007890636,30.93999953009188,2017-12-16,2017-12-18 12:00:00,< 7-year
125.35057338623,7.4500340784,0.8699999675154686,2017-12-16,2017-12-18 12:00:00,< 7-year
123.35056423767,13.55006198152,97.58499821648,2017-12-16,2017-12-18 12:00:00,< 7-year
125.55057430109,8.95004093982,10.444999635219574,2017-12-16,2017-12-18 12:00:00,< 7-year
125.35057338623,11.3500519181,56.93999817594886,2017-12-16,2017-12-18 12:00:00,< 7-year
123.15056332281,8.45003865268,8.34499976504594,2017-12-16,2017-12-18 12:00:00,< 7-year
122.25055920596,16.55007570436,191.50999557971957,2017-12-16,2017-12-18 12:00:00,< 7-year
122.85056195053,11.55005283296,173.33999513834715,2017-12-16,2017-12-18 12:00:00,< 7-year
124.85057109909,8.85004048239,3.0549998953938484,2017-12-16,2017-12-18 12:00:00,< 7-year
122.85056195053,11.05005054581,120.85999753884973,2017-12-16,2017-12-18 12:00:00,< 7-year
124.45056926938,6.55002996155,0.4399999789893627,2017-12-16,2017-12-18 12:00:00,< 7-year
121.05055371682,13.25006060923,205.0949937961996,2017-12-16,2017-12-18 12:00:00,< 7-year
125.2505729288,12.45005694981,50.97499884851277,2017-12-16,2017-12-18 12:00:00,< 7-year
122.35055966338,16.75007661922,150.95999814663082,2017-12-16,2017-12-18 12:00:00,< 7-year
118.35054136626,9.55004368439,81.8799984594807,2017-12-16,2017-12-18 12:00:00,< 7-year
121.85055737624,17.45007982122,61.36999833583832,2017-12-16,2017-12-18 12:00:00,< 7-year
124.5505697268,6.25002858926,0.3299999898299575,2017-12-16,2017-12-18 12:00:00,< 7-year
121.55055600396,17.25007890636,64.72999900020659,2017-12-16,2017-12-18 12:00:00,< 7-year
120.55055142968,17.7500811935,24.454999805428088,2017-12-16,2017-12-18 12:00:00,< 7-year
122.0505582911,16.85007707665,122.4399970928207,2017-12-16,2017-12-18 12:00:00,< 7-year
125.65057475851,6.05002767441,0.1149999937042594,2017-12-16,2017-12-18 12:00:00,< 7-year
124.85057109909,6.65003041897,0.0399999991059303,2017-12-16,2017-12-18 12:00:00,< 7-year
121.85055737624,16.85007707665,97.499997286126,2017-12-16,2017-12-18 12:00:00,< 7-year
124.85057109909,6.15002813183,0.6049999855458736,2017-12-16,2017-12-18 12:00:00,< 7-year
120.15054959996,13.8500633538,20.49999953620136,2017-12-16,2017-12-18 12:00:00,< 7-year
124.05056743966,12.65005786467,86.0099982097745,2017-12-16,2017-12-18 12:00:00,< 7-year
125.55057430109,7.75003545068,9.064999719150364,2017-12-16,2017-12-18 12:00:00,< 7-year
124.95057155652,7.15003270612,0.0399999991059303,2017-12-16,2017-12-18 12:00:00,< 7-year
123.65056560995,12.25005603495,210.84499343391508,2017-12-16,2017-12-18 12:00:00,< 7-year
122.65056103567,14.15006472609,220.2999956980348,2017-12-16,2017-12-18 12:00:00,< 7-year
122.85056195053,9.9500455141,30.414999429136515,2017-12-16,2017-12-18 12:00:00,< 7-year
120.85055280196,12.85005877952,132.0599967772141,2017-12-16,2017-12-18 12:00:00,< 7-year
120.65055188711,18.05008256579,7.154999847523868,2017-12-16,2017-12-18 12:00:00,< 7-year
125.75057521594,8.55003911011,3.5549998804926872,2017-12-16,2017-12-18 12:00:00,< 7-year
123.85056652481,12.0500551201,224.18999424390492,2017-12-16,2017-12-18 12:00:00,< 7-year
121.05055371682,13.8500633538,105.3049975382164,2017-12-16,2017-12-18 12:00:00,< 7-year
124.95057155652,8.95004093982,1.679999970830977,2017-12-16,2017-12-18 12:00:00,< 7-year
121.55055600396,14.25006518352,90.19499767292291,2017-12-16,2017-12-18 12:00:00,< 7-year
124.35056881195,8.45003865268,3.104999953880906,2017-12-16,2017-12-18 12:00:00,< 7-year
125.55057430109,6.25002858926,0.2649999931454659,2017-12-16,2017-12-18 12:00:00,< 7-year
121.05055371682,15.75007204494,42.82999891228974,2017-12-16,2017-12-18 12:00:00,< 7-year
118.65054273854,9.65004414182,84.12999802827835,2017-12-16,2017-12-18 12:00:00,< 7-year
122.45056012081,9.9500455141,27.0149992890656,2017-12-16,2017-12-18 12:00:00,< 7-year
117.4505372494,8.55003911011,20.739999486133456,2017-12-16,2017-12-18 12:00:00,< 7-year
121.65055646139,14.75006747066,173.81999657768756,2017-12-16,2017-12-18 12:00:00,< 7-year
120.45055097225,16.85007707665,10.784999835304916,2017-12-16,2017-12-18 12:00:00,< 7-year
123.05056286538,9.15004185468,8.944999770261347,2017-12-16,2017-12-18 12:00:00,< 7-year
125.45057384366,6.55002996155,1.2999999672174454,2017-12-16,2017-12-18 12:00:00,< 7-year
126.35057796051,8.45003865268,2.8549998812377453,2017-12-16,2017-12-18 12:00:00,< 7-year
124.25056835452,13.65006243895,65.30499899573624,2017-12-16,2017-12-18 12:00:00,< 7-year
123.25056378024,7.85003590811,0.534999979659915,2017-12-16,2017-12-18 12:00:00,< 7-year
120.05054914254,5.25002401498,14.229999675415456,2017-12-16,2017-12-18 12:00:00,< 7-year
121.45055554653,15.55007113008,50.80999879725277,2017-12-16,2017-12-18 12:00:00,< 7-year
