,value,region_id,impf_,geometry
305,7754404.426530924,40,1,POINT (16.08333333 48.68333333)
306,6090929.785561019,40,1,POINT (16.11666667 48.68333333)
307,1532883.7670968827,40,1,POINT (16.15 48.68333333)
308,1157712.0017874066,40,1,POINT (16.18333333 48.68333333)
309,1010607.2245334025,40,1,POINT (16.21666667 48.68333333)
310,1639432.9400302453,40,1,POINT (16.25 48.68333333)
311,3740012.1025772514,40,1,POINT (16.28333333 48.68333333)
312,3827044.6506666415,40,1,POINT (16.31666667 48.68333333)
313,4807457.988532786,40,1,POINT (16.35 48.68333333)
314,6793378.633530269,40,1,POINT (16.38333333 48.68333333)
315,5494271.618992495,40,1,POINT (16.41666667 48.68333333)
316,3185158.6939977147,40,1,POINT (16.45 48.68333333)
317,13775410.01944036,40,1,POINT (16.48333333 48.68333333)
318,4310016.427851337,40,1,POINT (16.51666667 48.68333333)
319,1423853.2444542744,40,1,POINT (16.55 48.68333333)
320,2112343.2489345972,40,1,POINT (16.58333333 48.68333333)
321,16221470.048051955,40,1,POINT (16.61666667 48.68333333)
322,9338025.841506071,40,1,POINT (16.65 48.68333333)
323,1784548.9526104261,40,1,POINT (16.68333333 48.68333333)
324,1349576.432474519,40,1,POINT (16.71666667 48.68333333)
325,1397951.0703489473,40,1,POINT (16.75 48.68333333)
326,1301015.1822409611,40,1,POINT (16.78333333 48.68333333)
327,1584933.4478096713,40,1,POINT (16.81666667 48.68333333)
328,3831531.382473159,40,1,POINT (16.85 48.68333333)
329,3593528.896152685,40,1,POINT (16.88333333 48.68333333)
330,1351569.0266019716,40,1,POINT (13.81666667 48.65)
331,1734156.1589184997,40,1,POINT (13.85 48.65)
332,1688368.4708337125,40,1,POINT (13.88333333 48.65)
333,1526720.1798868703,40,1,POINT (13.91666667 48.65)
334,9542473.194740597,40,1,POINT (13.95 48.65)
335,13429418.294259496,40,1,POINT (13.98333333 48.65)
336,866164.3771971468,40,1,POINT (14.01666667 48.65)
337,298537.67699878704,40,1,POINT (14.71666667 48.65)
338,539792.5375772327,40,1,POINT (14.75 48.65)
339,533779.9788892325,40,1,POINT (14.78333333 48.65)
340,558969.5243769538,40,1,POINT (14.81666667 48.65)
341,660029.3213992917,40,1,POINT (14.85 48.65)
342,1157340.737151384,40,1,POINT (14.88333333 48.65)
343,1008345.2932790992,40,1,POINT (14.91666667 48.65)
344,819992.833645042,40,1,POINT (14.95 48.65)
345,833490.744184038,40,1,POINT (14.98333333 48.65)
346,974920.8306382434,40,1,POINT (15.01666667 48.65)
347,1019225.6710797078,40,1,POINT (15.05 48.65)
348,1205350.5799230656,40,1,POINT (15.08333333 48.65)
349,5272166.162110208,40,1,POINT (15.11666667 48.65)
350,4452536.474030839,40,1,POINT (15.15 48.65)
351,4516955.564693723,40,1,POINT (15.18333333 48.65)
352,2687327.811827878,40,1,POINT (15.21666667 48.65)
353,1163027.8019098497,40,1,POINT (15.25 48.65)
354,667414.0004867167,40,1,POINT (15.28333333 48.65)
355,527209.3237481404,40,1,POINT (15.31666667 48.65)
356,546742.1953061275,40,1,POINT (15.35 48.65)
357,340359.44694672956,40,1,POINT (15.38333333 48.65)
358,303357.3701437961,40,1,POINT (15.41666667 48.65)
359,391760.1173659368,40,1,POINT (15.45 48.65)
