,value,region_id,impf_,geometry
122,179518.64233333024,616,1,POINT (17.58333333 54.68333333)
123,130028.9636006013,616,1,POINT (17.61666667 54.68333333)
124,116888.84715546975,616,1,POINT (17.65 54.68333333)
125,119776.32810988113,616,1,POINT (17.68333333 54.68333333)
126,118361.2983541175,616,1,POINT (17.71666667 54.68333333)
127,126009.537855325,616,1,POINT (17.75 54.68333333)
128,140114.39281457412,616,1,POINT (17.78333333 54.68333333)
129,131440.70341588891,616,1,POINT (17.81666667 54.68333333)
130,152547.72976749775,616,1,POINT (17.85 54.68333333)
131,164967.6596581803,616,1,POINT (17.88333333 54.68333333)
132,164967.89081442583,616,1,POINT (17.91666667 54.68333333)
133,171116.72623217382,616,1,POINT (17.95 54.68333333)
134,272585.8005779816,616,1,POINT (17.98333333 54.68333333)
135,501987.6582892621,616,1,POINT (18.01666667 54.68333333)
136,422177.9236828208,616,1,POINT (18.05 54.68333333)
137,453422.68228683376,616,1,POINT (18.08333333 54.68333333)
138,980937.4840891269,616,1,POINT (18.11666667 54.68333333)
139,1692869.2212676138,616,1,POINT (18.15 54.68333333)
140,2235515.476957174,616,1,POINT (18.18333333 54.68333333)
141,2331929.571550349,616,1,POINT (18.21666667 54.68333333)
142,2353429.9969205507,616,1,POINT (18.25 54.68333333)
143,1446790.5582065429,616,1,POINT (18.28333333 54.68333333)
144,1759373.8289227367,616,1,POINT (18.31666667 54.68333333)
145,2968549.0482209637,616,1,POINT (18.35 54.68333333)
146,10901887.226782259,616,1,POINT (18.38333333 54.68333333)
147,25119946.72377522,616,1,POINT (18.41666667 54.68333333)
148,5443243.264302402,616,1,POINT (18.45 54.68333333)
149,186923.43574050697,616,1,POINT (18.75 54.68333333)
150,124042.8608053131,616,1,POINT (17.01666667 54.65)
151,1462313.2244809016,616,1,POINT (17.05 54.65)
152,185677.8042834844,616,1,POINT (17.08333333 54.65)
153,26379.034724751553,616,1,POINT (17.11666667 54.65)
154,55542.71558416484,616,1,POINT (17.15 54.65)
155,68607.64958509438,616,1,POINT (17.18333333 54.65)
156,68607.64958509438,616,1,POINT (17.21666667 54.65)
157,68607.64958509438,616,1,POINT (17.25 54.65)
158,69415.5610593831,616,1,POINT (17.28333333 54.65)
159,83109.03948613482,616,1,POINT (17.31666667 54.65)
160,118853.03847619383,616,1,POINT (17.35 54.65)
161,122211.86395064926,616,1,POINT (17.38333333 54.65)
162,107702.43232005334,616,1,POINT (17.41666667 54.65)
163,108247.94746209282,616,1,POINT (17.45 54.65)
164,108331.8163869439,616,1,POINT (17.48333333 54.65)
165,109738.68076502558,616,1,POINT (17.51666667 54.65)
166,111332.66750983312,616,1,POINT (17.55 54.65)
167,112605.89115132467,616,1,POINT (17.58333333 54.65)
168,122567.63495671554,616,1,POINT (17.61666667 54.65)
169,133123.439298836,616,1,POINT (17.65 54.65)
170,166596.3271286203,616,1,POINT (17.68333333 54.65)
171,172501.14957177793,616,1,POINT (17.71666667 54.65)
172,187038.85896430607,616,1,POINT (17.75 54.65)
173,198329.7201519781,616,1,POINT (17.78333333 54.65)
174,189476.3687707599,616,1,POINT (17.81666667 54.65)
175,193738.41473060465,616,1,POINT (17.85 54.65)
176,191762.1558124893,616,1,POINT (17.88333333 54.65)
177,183403.02291615907,616,1,POINT (17.91666667 54.65)
178,174977.1815705625,616,1,POINT (17.95 54.65)
179,185372.3253490529,616,1,POINT (17.98333333 54.65)
180,212169.04405330427,616,1,POINT (18.01666667 54.65)
181,324754.519532979,616,1,POINT (18.05 54.65)
182,1086598.6729858723,616,1,POINT (18.08333333 54.65)
183,3285789.9001284577,616,1,POINT (18.11666667 54.65)
184,9583575.73902297,616,1,POINT (18.15 54.65)
185,15695361.475256132,616,1,POINT (18.18333333 54.65)
186,14534821.2140733,616,1,POINT (18.21666667 54.65)
187,15785383.658621192,616,1,POINT (18.25 54.65)
188,20033319.91970491,616,1,POINT (18.28333333 54.65)
189,22959855.31980866,616,1,POINT (18.31666667 54.65)
190,37565671.26771801,616,1,POINT (18.35 54.65)
191,17588252.10988708,616,1,POINT (18.38333333 54.65)
192,15941928.388941277,616,1,POINT (18.41666667 54.65)
193,7830644.780876333,616,1,POINT (18.45 54.65)
194,815825.8596545174,616,1,POINT (18.78333333 54.65)
195,121673.46820927625,616,1,POINT (16.98333333 54.61666667)
196,149159.5789387018,616,1,POINT (17.01666667 54.61666667)
197,168537.3263368624,616,1,POINT (17.05 54.61666667)
198,140395.82818591988,616,1,POINT (17.08333333 54.61666667)
199,94180.17735490823,616,1,POINT (17.11666667 54.61666667)
200,73883.59372678064,616,1,POINT (17.15 54.61666667)
201,73787.93583340725,616,1,POINT (17.18333333 54.61666667)
202,77662.38645711998,616,1,POINT (17.21666667 54.61666667)
203,79035.09422381115,616,1,POINT (17.25 54.61666667)
204,87702.42002703101,616,1,POINT (17.28333333 54.61666667)
205,104476.17780238997,616,1,POINT (17.31666667 54.61666667)
206,573210.4945572907,616,1,POINT (17.35 54.61666667)
207,573858.1187190651,616,1,POINT (17.38333333 54.61666667)
208,108255.41924779414,616,1,POINT (17.41666667 54.61666667)
209,108255.41924779414,616,1,POINT (17.45 54.61666667)
210,108255.41924779414,616,1,POINT (17.48333333 54.61666667)
211,108255.41924779414,616,1,POINT (17.51666667 54.61666667)
212,108534.52681685303,616,1,POINT (17.55 54.61666667)
213,126157.09712453443,616,1,POINT (17.58333333 54.61666667)
214,171110.0521939808,616,1,POINT (17.61666667 54.61666667)
215,190752.8817349306,616,1,POINT (17.65 54.61666667)
216,285145.49153891363,616,1,POINT (17.68333333 54.61666667)
217,520572.28719246434,616,1,POINT (17.71666667 54.61666667)
218,686123.8971291027,616,1,POINT (17.75 54.61666667)
219,550930.1885506582,616,1,POINT (17.78333333 54.61666667)
220,386892.29759784264,616,1,POINT (17.81666667 54.61666667)
221,496203.2341568572,616,1,POINT (17.85 54.61666667)
222,325299.9364737895,616,1,POINT (17.88333333 54.61666667)
223,222414.5139897017,616,1,POINT (17.91666667 54.61666667)
224,292228.3191670593,616,1,POINT (17.95 54.61666667)
225,366592.44566562,616,1,POINT (17.98333333 54.61666667)
226,498981.3420402773,616,1,POINT (18.01666667 54.61666667)
227,1260272.7732882441,616,1,POINT (18.05 54.61666667)
228,4111495.478443104,616,1,POINT (18.08333333 54.61666667)
229,12461613.004729422,616,1,POINT (18.11666667 54.61666667)
230,43101694.94399289,616,1,POINT (18.15 54.61666667)
231,193601522.27266353,616,1,POINT (18.18333333 54.61666667)
232,548386161.0623902,616,1,POINT (18.21666667 54.61666667)
233,566177004.9668972,616,1,POINT (18.25 54.61666667)
234,393039661.9235507,616,1,POINT (18.28333333 54.61666667)
235,213117306.86940548,616,1,POINT (18.31666667 54.61666667)
236,370238652.8120457,616,1,POINT (18.35 54.61666667)
237,92023290.58314168,616,1,POINT (18.38333333 54.61666667)
238,43327462.22702617,616,1,POINT (18.41666667 54.61666667)
239,52929123.329371214,616,1,POINT (18.45 54.61666667)
240,68742539.14742197,616,1,POINT (18.48333333 54.61666667)
241,33696945.27859583,616,1,POINT (18.51666667 54.61666667)
242,985700.6837381008,616,1,POINT (18.81666667 54.61666667)
243,9609805.30581172,616,1,POINT (16.81666667 54.58333333)
244,231370984.3174992,616,1,POINT (16.85 54.58333333)
245,107664676.19225518,616,1,POINT (16.88333333 54.58333333)
246,761640.8122327462,616,1,POINT (16.91666667 54.58333333)
247,196851.1826511628,616,1,POINT (16.95 54.58333333)
248,167240.6749508091,616,1,POINT (16.98333333 54.58333333)
249,210239.07732928512,616,1,POINT (17.01666667 54.58333333)
250,472153.6216521961,616,1,POINT (17.05 54.58333333)
251,432507.96122008265,616,1,POINT (17.08333333 54.58333333)
252,428151.57383540604,616,1,POINT (17.11666667 54.58333333)
253,381390.8922405732,616,1,POINT (17.15 54.58333333)
254,113254.03708325479,616,1,POINT (17.18333333 54.58333333)
255,105847.41024833756,616,1,POINT (17.21666667 54.58333333)
256,106506.03558028844,616,1,POINT (17.25 54.58333333)
257,108635.62368070964,616,1,POINT (17.28333333 54.58333333)
258,111454.70327057394,616,1,POINT (17.31666667 54.58333333)
259,124493.51872105298,616,1,POINT (17.35 54.58333333)
260,123794.80906467175,616,1,POINT (17.38333333 54.58333333)
261,108271.57299012927,616,1,POINT (17.41666667 54.58333333)
262,108269.71694145187,616,1,POINT (17.45 54.58333333)
263,108255.41924779414,616,1,POINT (17.48333333 54.58333333)
264,108265.78048656465,616,1,POINT (17.51666667 54.58333333)
265,115751.12282180009,616,1,POINT (17.55 54.58333333)
266,178670.8579676718,616,1,POINT (17.58333333 54.58333333)
267,221746.7036270543,616,1,POINT (17.61666667 54.58333333)
268,251902.90466759322,616,1,POINT (17.65 54.58333333)
269,785792.906654784,616,1,POINT (17.68333333 54.58333333)
270,2876038.6665050145,616,1,POINT (17.71666667 54.58333333)
271,6278593.961283241,616,1,POINT (17.75 54.58333333)
272,3103633.468029623,616,1,POINT (17.78333333 54.58333333)
273,1460377.1406254442,616,1,POINT (17.81666667 54.58333333)
274,2041458.9689087921,616,1,POINT (17.85 54.58333333)
275,1509716.4816301663,616,1,POINT (17.88333333 54.58333333)
276,359034.60923137184,616,1,POINT (17.91666667 54.58333333)
277,2091804.0370774704,616,1,POINT (17.95 54.58333333)
278,3460535.983508676,616,1,POINT (17.98333333 54.58333333)
279,1473388.3796607745,616,1,POINT (18.01666667 54.58333333)
280,4154769.9985922305,616,1,POINT (18.05 54.58333333)
281,22109172.672387127,616,1,POINT (18.08333333 54.58333333)
282,42371617.9547606,616,1,POINT (18.11666667 54.58333333)
283,34724374.85039937,616,1,POINT (18.15 54.58333333)
284,68980645.30987911,616,1,POINT (18.18333333 54.58333333)
285,244623031.24769318,616,1,POINT (18.21666667 54.58333333)
286,322642880.6038729,616,1,POINT (18.25 54.58333333)
287,244322604.77266183,616,1,POINT (18.28333333 54.58333333)
288,67472887.38096027,616,1,POINT (18.31666667 54.58333333)
289,334860214.5467203,616,1,POINT (18.35 54.58333333)
290,699188009.4421039,616,1,POINT (18.38333333 54.58333333)
291,512253710.746456,616,1,POINT (18.41666667 54.58333333)
292,196885578.09131855,616,1,POINT (18.45 54.58333333)
293,236741963.81957057,616,1,POINT (18.48333333 54.58333333)
294,233159135.1561206,616,1,POINT (18.51666667 54.58333333)
